semaine,allocine_id,titre,titre_original,date_sortie,duree,genres,realisateur,scenaristes,cast,synopsis,nationalite,annee_production,distributeur,type_film,langues,budget,boxoffice_france,couleur,visa,note_presse,note_spectateurs,url
1970-10-14,2358,Le Cercle Rouge,,20 octobre 1970,2h 20min,Policier,Jean-Pierre Melville,Jean-Pierre Melville,"Alain Delon, Bourvil, Gian Maria Volontè","Le commissaire Mattei, de la brigade criminelle, est chargé de convoyer le détenu Vogel dans le train de nuit reliant Marseille à Paris. Malgré toutes les précautions prises, ce dernier parvient à s’évader en pleine campagne. Au même moment, un homme nommé Corey sort de prison après cinq années de détention. Il décide de se rendre à Paris car l’un des gardiens lui a parlé d’un coup à faire dans une bijouterie place Vendôme. Alors que Corey fait une halte dans un restaurant, Vogel trouve refuge dans le coffre de sa voiture. Le conducteur le repère et les deux hommes font connaissance. Ensemble, ils vont œuvrer sur le casse, bientôt rejoints par Jansen, un ancien flic devenu criminel...","France, Italie",1970,Carlotta Films,Long métrage,Français,-,,Couleur,36714,,4.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=2358.html
1970-10-14,3591,Enquête sur un citoyen au-dessus de tout soupçon,Indagine su un cittadino al di sopra di ogni sospetto,16 octobre 1970,1h 52min,"Drame, Judiciaire",Elio Petri,"Elio Petri, Ugo Pirro","Gian Maria Volontè, Florinda Bolkan, Massimo Foschi","En Italie, au début des années 70, le chef de la brigade criminelle est sur le point d’être promu au poste de directeur de la section politique. Persuadé que ses fonctions le placent au-dessus des lois, il égorge sa maîtresse, Augusta Terzi, au cours de leurs joutes amoureuses. Avec un sang-froid parfait, il met tout en œuvre pour prouver que personne n'aura l'intelligence, ni même l'audace, de le soupçonner et de troubler ainsi la bonne hiérarchie sociale. Il s'ingénie à semer des preuves accablantes, relançant l'enquête quand celle-ci s'égare...",Italie,1970,Columbia,Long métrage,Italien,-,,Couleur,37427,,4,https://www.allocine.fr/film/fichefilm_gen_cfilm=3591.html
1970-10-14,6050,La faute de l'abbé Mouret,,14 octobre 1970,1h 40min,Drame,Georges Franju,"Georges Franju, Jean Ferry","Francis Huster, Margo Lion, André Lacombe","L'abbe Mouret, devenu amnesique, tombe amoureux de la fille de celui qui l'a recueilli.",France,1970,Valoria Films,Long métrage,Français,-,,Couleur,-,,2.6,https://www.allocine.fr/film/fichefilm_gen_cfilm=6050.html
1970-10-14,51435,Le Mur de l'Atlantique,,14 octobre 1970,1h 40min,"Comédie, Guerre",Marcel Camus,Jacques Rémy,"Bourvil, Peter McEnery, Sophie Desmarets","1944. Léon Duchemin tient un restaurant avec sa soeur. Ses clients sont allemands, résistants et trafiquants. Le pauvre devient malgré lui résistant quand un pilote de la R.A.F. abattu trouve refuge chez lui et quand il dérobe aux services d'Hitler les plans de ses missiles V1.",France,1970,-,Long métrage,Français,-,,Couleur,-,,3.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=51435.html
