"semaine","allocine_id","titre","titre_original","date_sortie","duree","genres","realisateur","scenaristes","cast","synopsis","nationalite","annee_production","distributeur","type_film","langues","budget","boxoffice_france","couleur","visa","note_presse","note_spectateurs","url"
2013-03-20,204923,"La Chute de la Maison Blanche","Olympus Has Fallen","20 mars 2013","2h 00min","Action, Thriller","Antoine Fuqua","Katrin Benedikt, Creighton Rothenberger","Gerard Butler, Aaron Eckhart, Morgan Freeman","Mike Banning, ancien garde du corps du président des États-Unis, s’occupe désormais des basses besognes des services secrets. Lorsqu’un commando nord-coréen lance une attaque sur la Maison Blanche, prenant en otage le président américain et son fils, il se retrouve seul à pouvoir leur venir en aide. Deux ans après avoir été tenu responsable de la mort accidentelle de la Première Dame, il va pouvoir faire preuve de sa loyauté et de sa bravoure.","U.S.A.","2013","SND","Long métrage","Anglais","80 000 000 USD","334 159 entrées","Couleur","136165",2.8,3.4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=204923.html"
2013-03-20,208621,"Queen of Montreuil",NA,"20 mars 2013","1h 27min","Comédie","Solveig Anspach","Solveig Anspach, Jean-Luc Gaget","Florence Loiret Caille, Didda Jonsdottir, Úlfur Ægisson","C’est le début de l’été et Agathe est de retour en France, chez elle à Montreuil. Elle doit se remettre à son travail de réalisatrice mais aussi faire le deuil de son mari brutalement décédé. Elle y parviendrait peut-être plus facilement si elle cessait de se trimballer avec l’urne funéraire et savait quoi faire des cendres ! L’arrivée inopinée à son domicile d’un couple d’islandais, d’une otarie et d’un voisin toujours désiré mais jamais complètement conquis vont lui donner les pouvoirs de reconquérir sa vie…","France","2011","Diaphana Distribution","Long métrage","Français","-","50 319 entrées","Couleur","130807",3.8,3.3,"https://www.allocine.fr/film/fichefilm_gen_cfilm=208621.html"
2013-03-20,194891,"The Place Beyond the Pines",NA,"20 mars 2013","2h 20min","Drame, Thriller","Derek Cianfrance","Derek Cianfrance, Ben Coccio","Ryan Gosling, Bradley Cooper, Eva Mendes","Cascadeur à moto, Luke est réputé pour son spectaculaire numéro du «globe de la mort». Quand son spectacle itinérant revient à Schenectady, dans l’État de New York, il découvre que Romina, avec qui il avait eu une aventure, vient de donner naissance à son fils… Pour subvenir aux besoins de ceux qui sont désormais sa famille, Luke quitte le spectacle et commet une série de braquages. Chaque fois, ses talents de pilote hors pair lui permettent de s’échapper. Mais Luke va bientôt croiser la route d’un policier ambitieux, Avery Cross, décidé à s’élever rapidement dans sa hiérarchie gangrenée par la corruption. Quinze ans plus tard, le fils de Luke et celui d’Avery se retrouvent face à face, hantés par un passé mystérieux dont ils sont loin de tout savoir…","U.S.A.","2012","StudioCanal","Long métrage","Anglais","15 000 000 USD","676 190 entrées","Couleur","133178",3.6,4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=194891.html"
2013-03-20,174677,"La Religieuse",NA,"20 mars 2013","1h 47min","Drame","Guillaume Nicloux","Guillaume Nicloux, Jérôme Beaujour","Pauline Etienne, Isabelle Huppert, Martina Gedeck","XVIIIe siècle. Suzanne, 16 ans, est contrainte par sa famille à rentrer dans les ordres, alors qu’elle aspire à vivre dans « le monde ». Au couvent, elle est confrontée à l’arbitraire de la hiérarchie ecclésiastique : mères supérieures tour à tour bienveillantes, cruelles ou un peu trop aimantes… La passion et la force qui l’animent lui permettent de résister à la barbarie du couvent, poursuivant son unique but : lutter par tous les moyens pour retrouver sa liberté.","France, Allemagne, Belgique","2013","Le Pacte","Long métrage","Français","-","240 036 entrées","Couleur","126000",3.3,3.4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=174677.html"
2013-03-20,190969,"Warm Bodies",NA,"20 mars 2013","1h 37min","Comédie, Epouvante-horreur, Romance","Jonathan Levine","Jonathan Levine","Nicholas Hoult, Teresa Palmer, Lio Tipton","Un mystérieux virus a détruit toute civilisation. Les rescapés vivent dans des bunkers fortifiés, redoutant leurs anciens semblables devenus des monstres dévoreurs de chair.

R, un mort-vivant romantique, sauve contre toute attente Julie, une adorable survivante, et la protège de la voracité de ses compagnons. Au fil des jours, la jeune femme réveille chez lui des sentiments oubliés depuis longtemps… Elle-même découvre chez ce zombie différent autre chose qu’un regard vide et des gestes de momie…

Perturbée par ses sentiments, Julie retourne dans sa cité fortifiée où son père a levé une armée. R, de plus en plus humain, est désormais convaincu que sa relation avec Julie pourrait sauver l’espèce entière… Pourtant, en cherchant à revoir Julie, il va déclencher l’ultime guerre entre les vivants et les morts. Les chances de survie de ce couple unique sont de plus en plus fragiles…

Warm Bodies Renaissance porte un regard aussi réjouissant qu’étonnant sur l’amour, la fin du monde et les zombies… De quoi nous rappeler ce que c’est d’être humain !","U.S.A.","2013","Metropolitan FilmExport","Long métrage","Anglais","-","290 488 entrées","Couleur","136131",3.3,3.6,"https://www.allocine.fr/film/fichefilm_gen_cfilm=190969.html"
2013-03-20,192343,"Un P'tit gars de Ménilmontant",NA,"20 mars 2013","1h 30min","Policier","Alain Minier","Alain Minier","Olivier Marchal, Smaïn Fairouze, Catherine Marchal","Un homme sort de prison après avoir passé 15 ans derrière les barreaux et retrouve son quartier complétement changé. Celui-ci va tenter de reprendre sa place dans un monde qui ne répond plus aux mêmes règles. Ayant vécu toute sa jeunesse à Ménilmontant, Alain Minier a réalisé un film à la fois policier et sociologique, qui dépeint la réalité de ce quartier, avec la poésie qui se dégage de chacune de ses ruelles ou de ses points de vue, et l’essor d’une délinquance extrêmement jeune.","France","2013","KapFilms","Long métrage","Français","-","18 649 entrées","Couleur","128717",1.3,2.4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=192343.html"
2013-03-20,34511,"La Dernière licorne","The Last Unicorn","18 décembre 1985","1h 32min","Animation","Jules Bass, Arthur Rankin Jr.","Peter S. Beagle","Alan Arkin, Jeff Bridges, Mia Farrow","Au cœur d’une forêt enchantée vit une licorne solitaire. Un jour, elle entend deux chasseurs déplorer la disparition des licornes. Serait-elle vraiment la dernière de son espèce ? En quête de réponses, elle quitte la forêt mais ne tarde pas à se faire capturer par la Mère Fortune qui l’expose dans son carnaval de créatures mythologiques. Heureusement, l’assistant de la sorcière, un jeune magicien maladroit du nom de Schmendrick, vient à sa rescousse. Ensemble, ils se mettent en route pour le château du roi Haggard où, dit-on, le redoutable Taureau de Feu aurait entraîné toutes les licornes du monde…","Grande-Bretagne, U.S.A., Japon, Allemagne de l'Ouest","1982","-","Long métrage","Anglais, Allemand","-",NA,"Couleur","61048",3.5,4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=34511.html"
2013-03-20,197508,"Les Coquillettes",NA,"20 mars 2013","1h 15min","Comédie","Sophie Letourneur","Sophie Letourneur","Camille Genaud, Carole Le Page, Sophie Letourneur","Le cinéma, ce n'est pas toujours tapis rouge et petits fours. Parfois, c'est seulement ""Coquillettes"" ! Trois ""nouilles"" en mal d'amour partent en virée dans un festival en Suisse : Sophie, midinette, est obsédée par le seul acteur connu du festival, Camille, romantique, rêve d'un histoire d'amour impossible et Carole, pragmatique, a juste ""envie de baiser"".","France","2012","Ad Vitam","Long métrage","Français","-","9 315 entrées","Couleur","133246",2.9,1.7,"https://www.allocine.fr/film/fichefilm_gen_cfilm=197508.html"
2013-03-20,208449,"Sous le figuier",NA,"20 mars 2013","1h 32min","Comédie, Drame","Anne-Marie Etienne","Anne-Marie Etienne","Gisèle Casadesus, Anne Consigny, Jonathan Zaccaï","Nathalie, Christophe et Joëlle sont en pleine crise existentielle. Ils vont se retrouver réunis autour de Selma, 95 printemps et gravement malade, pour passer des vacances d’été mémorables au bord de la Moselle où ils comprendront que celle qu’ils pensaient aider à mourir, va les aider à vivre.","France","2011","Océan Films","Long métrage","Français","-","191 229 entrées","Couleur","129092",2.5,2.5,"https://www.allocine.fr/film/fichefilm_gen_cfilm=208449.html"
2013-03-20,1446,"Le Cri","Il Grido","15 février 2012","1h 56min","Drame","Michelangelo Antonioni","Michelangelo Antonioni, Elio Bartolini","Steve Cochran, Alida Valli, Betsy Blair","Aldo, simple ouvrier, vit en couple avec Irma dont le mari travaille en Australie. À la mort de ce dernier, Irma lui annonce qu'elle renonce au mariage et le quitte. Elle aime ailleurs. Aldo quitte alors son travail et la ville de son malheur pour sillonner les routes d'Italie. Il emmène sa fille, Rosina, dans cette errance qui le conduit, de femme en femme, vers le désespoir absolu. Au terme de sa longue route, il retourne dans son village et tente de revoir Irma...","Italie","1957","Tamasa Distribution","Long métrage","Italien","-",NA,"N&B","20489",4.1,3.8,"https://www.allocine.fr/film/fichefilm_gen_cfilm=1446.html"
