"semaine","allocine_id","titre","titre_original","date_sortie","duree","genres","realisateur","scenaristes","cast","synopsis","nationalite","annee_production","distributeur","type_film","langues","budget","boxoffice_france","couleur","visa","note_presse","note_spectateurs","url"
2013-07-31,182605,"Insaisissables","Now You See Me","31 juillet 2013","2h 05min","Policier, Thriller","Louis Leterrier","Ed Solomon, Edward Ricourt","Jesse Eisenberg, Mark Ruffalo, Woody Harrelson","« Les Quatre Cavaliers », un groupe de brillants magiciens et illusionnistes, viennent de donner deux spectacles de magie époustouflants : le premier en braquant une banque sur un autre continent, le deuxième en transférant la fortune d’un banquier véreux sur les comptes en banque du public. Deux agents spéciaux du FBI et d’Interpol sont déterminés à les arrêter avant qu’ils ne mettent à exécution leur promesse de réaliser des braquages encore plus audacieux. Ils font appel à Thaddeus, spécialiste reconnu pour expliquer les tours de magie les plus sophistiqués. Alors que la pression s’intensifie, et que le monde entier attend le spectaculaire tour final des Cavaliers, la course contre la montre commence.","U.S.A., France","2013","SND","Long métrage","Anglais","75 000 000 USD","3 005 837 entrées","Couleur","137251",2.3,3.9,"https://www.allocine.fr/film/fichefilm_gen_cfilm=182605.html"
2013-07-31,464,"La Baie des Anges",NA,"1 mars 1963","1h 30min","Drame, Romance","Jacques Demy","Jacques Demy","Jeanne Moreau, Claude Mann, Paul Guers","Jean Fournier, modeste employé de banque, est initié au jeu par son collègue Caron. Favorisé par la chance, il part pour Nice contre l'avis de son père. Il rencontre dans ce sanctuaire sa reine, une certaine Jackie dont il tombe immédiatement amoureux. Jackie n'est pas insensible au charme de Jean mais les ailes de leurs amours vont se brûler à la passion du jeu.","France","1962","MK2 Diffusion","Long métrage","Français","-",NA,"N&B","26732",4.6,4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=464.html"
2013-07-31,184468,"R.I.P.D. Brigade Fantôme","R.I.P.D.","31 juillet 2013","1h 36min","Action, Comédie, Fantastique","Robert Schwentke","Phil Hay, Matt Manfredi","Jeff Bridges, Ryan Reynolds, Kevin Bacon","Dans le film d’aventures surnaturelles, R.I.P.D. Brigade Fantôme, Jeff Bridges et Ryan Reynolds jouent un tandem de flics d’un genre très spécial, puisque défunts, et envoyés par leur unitéde police, le R.I.P.D. (Rest in Peace Department), pour protéger notre planète d’une recrudescence de créatures néfastes qui refusent de passer tranquillement dans l’autre monde. Le shérif Roy Pulsifer est un vétéran de cette brigade dédiée à la traque d’âmes belliqueuses se faisant passer pour des citoyens ordinaires. Sa mission : appréhender les criminels qui tentent d’échapper au Jugement Dernier en se dissimulant parmi les vivants.

L’irascible et indiscipliné Roy se voit assigner comme nouveau coéquipier feu Nick Walker, un jeune policier de Boston récemment défunt. Les deux «hommes» vont devoir ravaler leur antipathie respective pour mener à bien leur mission. Quand ils découvrent un complot susceptible de mettre fin à la vie telle que nous l’avons toujours connue, les deux cracks du R.I.P.D. n’ont qu’une option : rétablir l’équilibre cosmique pour que le tunnel qui mène vers l’au-delà ne remplisse pas soudain la fonction inverse et ne précipite pas l’avènement des morts.","U.S.A.","2013","Universal Pictures International France","Long métrage","Anglais","130 000 000 USD","242 258 entrées","Couleur","137438",1.8,2.4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=184468.html"
2013-07-31,208551,"Landes",NA,"31 juillet 2013","1h 35min","Drame","François-Xavier Vives","François-Xavier Vives, Camille Fontaine","Marie Gillain, Jalil Lespert, Miou-Miou","Années 20, dans les Landes. Liéna, 35 ans, hérite à la mort de son mari de ses vastes propriétés au cœur d’une forêt industrielle et de son drôle de rêve : l’électricité partout sur ses terres. Elle veut à tout prix faire de ce rêve électrique une réalité. Sauf que personne n’en veut, ni son milieu, ni les syndicats.

Alors elle se bat, s’entête… mais comprend qu’il existe d’autres batailles à livrer... Quand le destin d’une femme libre rencontre le destin d’un pays...","France","2013","Dulac Distribution","Long métrage","Français","2 000 000 EUR","85 042 entrées","Couleur","122797",3.3,2.7,"https://www.allocine.fr/film/fichefilm_gen_cfilm=208551.html"
2013-07-31,196701,"Les Schtroumpfs 2","The Smurfs 2","31 juillet 2013","1h 45min","Animation, Comédie, Famille","Raja Gosnell","J. David Stem, David N. Weiss","Neil Patrick Harris, Brendan Gleeson, Jayma Mays","Cherchant désespérément à s’emparer de la puissance de l’essence magique des Schtroumpfs, Gargamel a inventé les Canailles, de minuscules créatures. Mais pour que leur transformation en vrais Schtroumpfs soit complète, il lui manque encore la formule secrète que détient la Schtroumpfette. Il parvient à kidnapper la demoiselle et l’emmène à Paris pour accomplir son plan diabolique…

Pour avoir une chance de sauver la belle, il va falloir tous les talents du Grand Schtroumpf, du Schtroumpf maladroit, du Schtroumpf grognon, du Schtroumpf coquet et de leurs amis humains, Patrick et Grace. Ils vont être obligés de rivaliser d’ingéniosité et de courage, car le danger est partout. Ils vont aussi devoir convaincre la Schtroumpfette que sa place est bien parmi eux, et pas avec les Canailles…","U.S.A.","2013","Sony Pictures Releasing France","Long métrage","Anglais","-","2 227 377 entrées","Couleur","136874",2,2.7,"https://www.allocine.fr/film/fichefilm_gen_cfilm=196701.html"
2013-07-31,193639,"Texas Chainsaw 3D",NA,"31 juillet 2013","1h 32min","Epouvante-horreur","John Luessenhop","Adam Marcus, Debra Sullivan","Alexandra Daddario, Dan Yeager, Trey Songz","Après le massacre de ses quatre amis, Sally était parvenue à échapper à l’épouvantable famille Sawyer. Les habitants de la petite ville de Newt, au Texas, avaient décidé de faire justice eux-mêmes, brûlant la maison de cette famille maudite et tuant tous ses membres. C’est du moins ce qu’ils crurent à l’époque...

Bien des années plus tard, à des centaines de kilomètres de là, une jeune femme, Heather, apprend qu’elle vient d’hériter d’un somptueux manoir victorien, léguée par une grand-mère dont elle n’avait jamais entendu parler. Accompagnée de ses meilleurs amis, elle part découvrir la magnifique propriété isolée dont elle est désormais propriétaire. Heather va vite comprendre que du fond des caves, l’horreur n’attend qu’une occasion pour surgir…","U.S.A.","2013","Metropolitan FilmExport","Long métrage","Anglais","8 000 000 USD","47 059 entrées","Couleur","137264",1.9,1.9,"https://www.allocine.fr/film/fichefilm_gen_cfilm=193639.html"
2013-07-31,31537,"Enquête sur une passion","Bad Timing, A sensual Obsession","18 juin 1980","2h 03min","Drame, Thriller","Nicolas Roeg","Yale Udoff","Art Garfunkel, Theresa Russell, Harvey Keitel","A Vienne, un jeune professeur en psychanalyse, éprouve une passion obsessionnelle pour une jeune femme mystérieuse qui ne peut s’assouvir car elle se refuse souvent à lui. Un soir, il appelle la police car elle a tenté de se suicider. Un jeune inspecteur de police essaie alors de reconstituer l’emploi du temps du professeur et de la jeune femme.","Grande-Bretagne","1979","Mission","Long métrage","Anglais","-",NA,"Couleur","-",NA,3.2,"https://www.allocine.fr/film/fichefilm_gen_cfilm=31537.html"
2013-07-31,127832,"Mon Dieu, comment suis-je tombée si bas?","Mio Dio come sono caduta in basso!","10 décembre 1975","1h 50min","Comédie","Luigi Comencini","Luigi Comencini, Ivo Perilli","Laura Antonelli, Alberto Lionello, Michele Placido","Sicile, début du xxe siècle. Eugenia Maqueda et Raimondo Corrao, marquis de Maqueda découvrent lors de leur nuit de noces qu’ils sont frère et soeur. Il leur est donc impossible de consommer le mariage. Pour des questions d’apparences à sauvegarder et aussi d'héritage et ils décident de ne rien dire à personne et de vivre dans la chasteté absolue comme un frère et une soeur. Mais les besoins de la belle Eugenia sont de plus en plus pressants...","Italie","1974","Les Acacias","Long métrage","Italien","-",NA,"Couleur","-",NA,3.5,"https://www.allocine.fr/film/fichefilm_gen_cfilm=127832.html"
2013-07-31,174361,"Trilogie Bill Douglas : My Childhood et My Ain Folk",NA,"31 juillet 2013","1h 43min","Drame","Bill Douglas",NA,NA,"My Childhood (1972) & My Ain Folk (1973): deux films qui retracent l'enfance et l'adolescence du cinéaste à Newcraighall, petit village de mineurs du sud de l'Écosse. Pour la première fois en version restaurée. My way home (1978) est projeté séparement.

 ","Grande-Bretagne","2013","UFO Distribution","Long métrage","Anglais","-",NA,"N&B","-",4.9,3.9,"https://www.allocine.fr/film/fichefilm_gen_cfilm=174361.html"
2013-07-31,3837,"Trilogie Bill Douglas : My Way Home",NA,"31 juillet 2013","1h 12min","Comédie dramatique","Bill Douglas","Bill Douglas","Stephen Archibald, Paul Kermack, Jessie Combe","Jamie vit un moment en orphelinat, comme son frère, puis retourne chez sa grand-mère. Devenu adolescent, il travaille un temps à la mine puis chez un tailleur. Ensuite il part pour l’Egypte faire son service militaire. Il y rencontre Robert, un jeune homme qui devient son ami et l’aide à s’ouvrir à la vie.","Grande-Bretagne","1978","UFO Distribution","Long métrage","Anglais","-",NA,"N&B","-",5,4.1,"https://www.allocine.fr/film/fichefilm_gen_cfilm=3837.html"
