tmdb_id,imdb_id,titre,titre_original,langue_originale,date_sortie,synopsis,tagline,duree,budget,revenue,popularite,note_tmdb,nb_votes_tmdb,statut,homepage,poster,backdrop,genres,pays,langues,production
234,tt0010323,Le Cabinet du docteur Caligari,Das Cabinet des Dr. Caligari,de,1920-02-27,"Dans une fête foraine, un mystérieux docteur prédit un avenir tragique à un jeune étudiant...","",77,18000,8811,3.9785,7.933,1821,Released,"",/wFx5owClXBBLIVt4nMAoUQ4yy3t.jpg,/sLq72hBx8Xs2IISVsZJqgjOd31b.jpg,"Drame, Horreur, Thriller, Crime",DE,xx,Decla Film Gesellschaft Holz & Co.
54539,tt0015014,L'Inhumaine,L'Inhumaine,fr,1924-12-12,Une grande cantatrice d'avant-garde très entourée est réputée pour son insensibilité vis-a-vis des hommes qui la comblent pourtant d'attentions. Un jeune ingénieur veut lui faire prendre conscience de son inhumanité.,"",121,0,0,2.0748,6.9,35,Released,"",/fLTe2kI5k6CHXOPlpRTdmRxNl4q.jpg,/j6Ykk5e99SxhzwXWV97ysvuRACm.jpg,"Drame, Science-Fiction",FR,xx,Cinégraphic
19,tt0017136,Metropolis,Metropolis,de,1927-01-10,"En 2026, une métropole à l’architecture fantastique vit sous le joug d’un groupe de tyrans. Les aristocrates se prélassent et se divertissent dans de somptueuses demeures et de luxuriants jardins, tandis que la grande masse de la population travaille, dort et survit durement dans les profondeurs de la terre. Le fils du maître de la ville découvre avec effarement l’existence du monde souterrain, où se rencontrent en secret les ouvriers, peu enclins à supporter pour toujours leur situation. Pendant ce temps, un savant invente une femme‐robot qui doit détourner les opprimés de leur révolte…",Il ne peut y avoir de compréhension entre les mains et le cerveau que si le cœur agit comme médiateur.,150,5300000,1350322,8.2689,8.085,3198,Released,"",/vHDWZOpupmKB7iNuiWFqnUSjfmN.jpg,/eeMoFKxjjiCi6iep2GEZtSAMYIr.jpg,"Drame, Science-Fiction",DE,xx,UFA
28966,tt0018578,Les Ailes,Wings,en,1927-08-12,Deux jeunes pilotes amoureux de la meme femme s'engagent dans l'armee de l'air durant la Premiere Guerre mondiale.,"",150,2000000,3600000,3.4588,7.234,344,Released,"",/kEl6KCBgdmT1Nex3ka0EIWAOmtm.jpg,/u90ajspDd9911ISbx74rtofQZfO.jpg,"Drame, Action, Guerre, Romance",US,xx,Paramount Famous Lasky Corporation
228,tt0020697,L'Ange bleu,Der blaue Engel,de,1930-04-01,Un professeur très autoritaire sombre dans la déchéance en succombant à la passion dévastatrice qu'il éprouve pour une chanteuse de cabaret…,"Vous aussi, vous serez excité par sa beauté enivrante ! « Cette femme fait d’un homme digne, un esclave de l’amour ! »",108,0,0,3.9259,7.298,379,Released,"",/umzwaRkKeXeV3uyuufG7396Llck.jpg,/jLvlD6ABDESFfYl3F1TqCoiBaig.jpg,Drame,DE,de,UFA
26614,tt0021739,La Chienne,La Chienne,fr,1931-11-01,"Employé effacé et peintre amateur, marié à une femme qui le déteste, Maurice Legrand, tombe éperdument amoureux de Lulu, qu'il rencontre à Montmartre. Celle-ci est sous la protection de Dédé, un petit souteneur brutal, dont elle est le gagne-pain. Celui-ci la pousse à avoir une relation avec Legrand, qui en vient à l'entretenir. Dédé, toujours en manque d'argent commence à vendre les toiles de Legrand, faisant croire qu'elles sont peintes par Lulu. Cette dernière va abuser de la crédulité de Legrand et provoquer sa déchéance…","",91,0,0,1.448,7.314,140,Released,"",/8LrxwVefTxDnOf9jnG6e29V6jMq.jpg,/hiaZPun8bezhRcY8rFJEtRE8PG.jpg,"Drame, Crime",FR,fr,Les Établissements Braunberger-Richebé
26845,tt0023551,"Tarzan, l'homme singe",Tarzan the Ape Man,en,1932-03-22,"James Parker et Harry Holt partent dans la jungle africaine pour mettre au jour un cimetière d'éléphants. L'ivoire ainsi récolté leur assurera la richesse. Jane, la fille de Parker, est de l'expédition. Elle ne tarde pas à rencontrer Tarzan, l'homme singe, dont elle tombe amoureuse.",Il ne connaît que la loi de la jungle,96,652675,0,3.4786,6.6,235,Released,"",/6P8BiM7gN2EtZa4jchceWH4Bh6T.jpg,/uudJ8er8FaDBNIVRBS2psG6cSsO.jpg,Aventure,US,en,Metro-Goldwyn-Mayer
48365,tt0022718,Boudu sauvé des eaux,Boudu sauvé des eaux,fr,1932-11-11,"Boudu, clochard parisien, se jette à la Seine. Repêché par un libraire aux idées libérales, il sème l'anarchie dans la famille.","",93,0,0,1.2459,6.9,158,Released,"",/mV3Pyvsf1S0l0u4UOiWMFlw5JFj.jpg,/f2xs9gITz87n72jm6b04o6SZPqr.jpg,Comédie,FR,fr,"Les Établissements Jacques Haïk, Les Productions Michel Simon, Crédit Cinématographique Français (CCF)"
877,tt0023427,Scarface,Scarface,en,1932-04-09,"Chicago, au temps de la prohibition. Un petit malfrat, l'ambitieux Tony Camonte, tue son patron et devient le garde du corps de Lovo, chef du gang rival. Amoureux de Poppy, la petite amie de Lovo, il veille jalousement sur sa soeur Cesca, lui interdisant toute liaison sentimentale. Avec son complice Guido Rinaldo, Tony prend peu à peu le pouvoir au sein du gang de Lovo.","",93,800000,600000,3.876,7.408,715,Released,"",/vZItqb9aJrZFw0OC8DuLtKjQPCG.jpg,/bIv1kaxb7tsiZYPO27PHfVb5eSF.jpg,"Crime, Action, Drame, Thriller",US,"en, it","The Caddo Company, United Artists"
244,tt0024216,King Kong,King Kong,en,1933-04-07,"Figurante sans travail, la blonde Ann Darrow est engagée par le réalisateur Carl Denham pour être la vedette de son prochain film. Le Venture, le navire commandé par le capitaine Englehorn et qui comprend toute l'équipe, atteint Skull Island, une île mystérieuse où vivrait une créature légendaire vénérée par les indigènes et appelée King Kong.Durant le voyage, Ann tombe amoureuse de John Driscoll, le second du bateau. Une fois débarqués, les explorateurs sont aussitôt repérés par les indigènes et font marche arrière. Mais ces derniers enlèvent Ann, la """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""femme aux cheveux d'or"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""", et l'attachent pour l'offrir en sacrifice à King Kong.Au moment où ses compagnons arrivent pour la délivrer, un singe gigantesque saisit la jeune fille et disparaît dans la forêt. Denham et ses hommes se lancent alors à la poursuite de King Kong.","",104,672000,10001781,6.2408,7.585,1665,Released,"",/pFStqHTVUceciD9vineiNJ9WHpA.jpg,/lYfHa1AtkUMtplrKx7SRLHpwonW.jpg,"Aventure, Fantastique, Horreur",US,en,RKO Radio Pictures
136,tt0022913,"Freaks, la monstrueuse parade",Freaks,en,1932-01-01,"Un cirque exhibe de vrais monstres : l'homme-tronc, la femme à barbe, les sœurs siamoises. Hans, le nain, tombe amoureux de la belle acrobate, Cléopâtre. Cette dernière ayant appris que Hans a fait un riche héritage, elle accepte de l'épouser tout en prévoyant de s'en débarrasser quand elle aura mis la main sur ses biens, mais les créatures du cirque découvrent sa vraie nature et son mépris. Leur vengeance sera terrifiante.",La parade des monstres va commencer !,64,310607,0,4.4698,7.77,1336,Released,"",/j5Yi9gn1xDHa7QdLRFMYnxylFM.jpg,/r18vpGFsNf6n984x4KdJmAAWKkP.jpg,"Drame, Horreur",US,"en, fr, de",Metro-Goldwyn-Mayer
34187,tt0023814,La grande muraille,The Bitter Tea of General Yen,en,1932-12-25,"Megan Davis, une missionnaire, arrive à Shangaï en pleine guerre civile. Blessée lors d'affrontements, elle est recueillie par le général Yen, véritable tyran. Celui-ci découvre que sa servante, Mah-Li livre des secrets militaires aux ennemis. Il la condamne à mort mais renonce à sa sentence par amour pour Megan.","",88,0,0,1.4842,6.303,104,Released,"",/s9rgwnEp45ySxi9XTbSY9tTjhp2.jpg,/AjXjoawu5zLE9GiRWZ9fd20G9Aa.jpg,"Drame, Romance",US,"zh, en",Columbia Pictures
3063,tt0023969,La soupe au canard,Duck Soup,en,1933-11-12,"Les caisses de la Freedonie sont à leur niveau le plus bas. Une fois de plus le Conseil des ministres fait appel à la richissisme Mme Teasdale qui accepte à une condition : que le gouvernement se dote d'un nouveau chef, Rufus T. Firefly. En Sylvanie, pays voisin qui convoite la Freedonie, la nouvelle est accueillie avec mauvaise humeur. Trentino, ambassadeur en Freedonie, courtise Mme Teasdale mais celle-ci est entichée de Firefly. Trentino engage deux espions, Pinky qui est le chauffeur de Firefly et Chicolini, et leur assigne pour mission de discréditer son rival.","",65,0,0,2.6908,7.316,880,Released,"",/3sXX3hL1Bhz9C8DYU1DEa9r1v1G.jpg,/nVpp3ZcIFtJJ3fJp65eJczehIN8.jpg,"Comédie, Guerre",US,en,Paramount Pictures
3078,tt0025316,New York - Miami,It Happened One Night,en,1934-02-22,"Ellie Andrews, jeune fille gâtée, échappe à l'emprise de son père millionnaire qui veut à tout prix l'empêcher d'épouser un play boy sans avenir. En route pour New York, elle rencontre Peter Warner, journaliste au chômage. Mais le bus tombe en panne et le couple impromptu se lance dans une folle randonnée improvisée.",Ensemble pour la première fois !,105,325000,4500000,4.5538,7.818,1451,Released,"",/mjMgTY1RkcPD9O62WXIf7icO3NK.jpg,/hmiC0MsI0PDd1TJXC62xyw0tX0s.jpg,"Comédie, Romance",US,en,Columbia Pictures
8208,tt0025452,L'homme qui en savait trop,The Man Who Knew Too Much,en,1934-12-09,"En vacances en Suisse avec leur fille, Bob et Jill Lawrence se lient d'amitié avec un Français qui est assassiné. Avant de mourir, il prévient Bob qu'un diplomate va également être assassiné. Pour empêcher le couple de parler, les futurs meurtriers enlèvent leur fille. Jill se rend a l'Albert Hall ou un tueur doit abattre le diplomate et tente de faire échouer l'attentat.","",76,180000,0,2.6214,6.494,468,Released,"",/5UkLomrFOJze5HcZzuTmq3HoND7.jpg,/o9QuotgupLq34zYyzFrfd4TrimC.jpg,"Thriller, Mystère",GB,"en, ar, fr, it",Gaumont-British Picture Corporation
72400,tt0026095,La Bandera,La Bandera,fr,1935-09-25,"En fuite après un meurtre commis à Paris, Pierre Gilieth se cache à Barcelone. Sans le sou, il s'engage dans la Légion espagnole, la Bandera, où il se lie d'amitié avec deux compatriotes, Mulot et Lucas. Mais alors que Pierre essaye de se racheter une conscience, Lucas, qu'il soupçonne d'être en réalité membre de la police secrète, essaye de lui extorquer des aveux...","",96,0,0,1.2992,5.6,24,Released,"",/qPJd23tHFXIA8LWpJeSpk0KtUTR.jpg,/jPixwjcImLUY62kbYOh3DCucXvk.jpg,"Drame, Romance",FR,fr,SNC
158114,tt0027428,The Case of the Black Cat,The Case of the Black Cat,en,1936-10-31,"","",66,0,0,1.0776,7,9,Released,"",/3FT9pALCakGxrjumzvXWs86OI0R.jpg,/gUtV2K82KbNqOXNkTwO92yvIEOV.jpg,"Crime, Mystère",US,en,"First National Pictures, Warner Bros. Pictures"
13562,tt0028010,Mon homme Godfrey,My Man Godfrey,en,1936-09-02,"Pendant la Grande Dépression, alors que les bidonvilles s'étendent dans les terrains vagues, les riches continuent à faire la fête. Comme ce soir-là où la haute bourgeoisie s'est lancée dans une excentrique partie de chasse au trésor où le gagnant sera celui qui rapporte non pas un objet précieux, mais quelque chose dont personne ne veut. C'est ainsi qu'Irène, l'une des filles de la famille Bullock (famille qui ferait passer les patients de l’asile d’Arkham pour de charmants participants d'une convention Tupperware) ramène un sans-logis qu'elle exhibe, triomphante, à la party. Godfrey devient le protégé d’Irène qui lui offre un emploi de majordome... Mais on dirait que c'est celui que l'on surnomme « The Duke » qui tire les ficelles du jeu...","",94,575375,684200,2.2989,7.59,405,Released,"",/p7qv9luconWAD19OVGsf0sEXpHj.jpg,/96cNUk1Uj8fQcmbOTnpBauUdqzC.jpg,Comédie,US,"en, ru",Universal Pictures
14615,tt0027652,Furie,Fury,en,1936-06-05,"Joe Wilson va rejoindre sa fiancée, Katherine, mais il est arrêté car on le prend par erreur pour un criminel qui a kidnappé un enfant et exigé une rançon. Il est incarcéré, certaines coïncidences suffisant à établir sa culpabilité : il détient, par exemple, un billet qui faisait partie de la rançon versée. La nouvelle se propage rapidement, et les gens s'assemblent autour de la prison pour glaner des informations. Le shérif les disperse, mais la colère monte dans la foule. Il demande alors au gouverneur de faire envoyer la garde nationale pour prévenir un éventuel lynchage. Cependant, l'adjoint du shérif révèle aux meneurs l'indice qui a permis d'inculper le suspect…","",92,604000,1300000,2.4939,7.477,261,Released,"",/gbAnal6GQfKKWUUr201novWsehs.jpg,/nRBw8JYA3Li1d40kJN4AFMi5TT3.jpg,"Crime, Drame, Thriller",US,"en, la",Metro-Goldwyn-Mayer
24807,tt0027996,L'Extravagant M. Deeds,Mr. Deeds Goes to Town,en,1936-04-09,"Longfellow Deeds est un homme simple et naïf vivant dans une petite ville américaine. Sa vie est bouleversée quand il apprend qu'il vient d'hériter de 20 millions de dollars. Il se rend alors à New York pour toucher cet héritage. Là, il est la cible d'avocats véreux et de journalistes peu scrupuleux.",Le rire fait trembler l'Amérique !,111,0,0,2.2205,7.5,416,Released,"",/lHwsb2vmR7NYXQN7TmIMhK8QhGn.jpg,/4HndddVOLbvifowXjNpdkkF8Q71.jpg,"Comédie, Drame, Romance",US,en,Columbia Pictures
777,tt0028950,La Grande Illusion,La Grande Illusion,fr,1937-06-18,"Pendant la Première Guerre mondiale, l'avion du lieutenant Maréchal et du capitaine de Boëldieu est abattu par le commandant von Rauffenstein. Les deux officiers français sont envoyés dans un camp en Allemagne. Ils y retrouvent d'autres prisonniers français, de tous grades et issus de différents milieux sociaux. Les prisonniers organisent différentes activités, partagent leurs maigres ressources et vivent au rythme des nouvelles de l'armée française. La chambrée, outre Maréchal et Boëldieu, regroupe également le lieutenant Demolder, un amoureux des lettres, le lieutenant Rosenthal, fils d'une riche famille juive dans les finances, un ingénieur du cadastre et Cartier, un sergent populaire et volubile. Ils décident de s'échapper du Lager en creusant un tunnel dans des conditions périlleuses. La veille de leur évasion, le sort veut qu'ils soient transférés dans un autre camp.",Un grand drame d'émotions humaines,113,0,172885,3.5292,7.861,799,Released,"",/dkaY4Vw6ScrY4hwYgOnHezZry52.jpg,/9eHg5qX7LkjW2Zrejvap2RmFGlD.jpg,"Drame, Histoire, Guerre",FR,"ru, de, fr, en",Réalisation d'Art Cinématographique
3598,tt0029162,Les Horizons perdus,Lost Horizon,en,1937-03-03,Une révolution vient d'éclater en Chine et Robert Conway est obligé de prendre la fuite avec quatre autres Américains. Mais leur avion est détourné et ils arrivent dans une vallée tibétaine où le temps semble ne pas s'écouler.,Enfin ! Le chef-d'œuvre du plus grand génie du cinéma américain flamboyant à l'écran !,132,4000000,0,2.469,6.94,252,Released,"",/pTsg91ywsywHcDqKs1h3wWnaidF.jpg,/fi7ZCnJ6TeZTFf4NHnz8ns3SW6.jpg,"Aventure, Fantastique, Drame, Romance",US,"en, zh",Columbia Pictures
37650,tt0029322,La Joyeuse Suicidée,Nothing Sacred,en,1937-11-25,"Hazel Flagg, une modeste jeune femme de l'État du Vermont, apprend par son médecin qu’elle a été empoisonnée au radium et qu’elle n’a plus longtemps à vivre. Puis ce dernier se ravise et informe sa patiente de son erreur. Celle-ci comprend toutefois la notoriété qu’elle peut tirer de cette affaire. Wallace Cook, un journaliste à sensation controversé, a vent de l’affaire et organise en grande pompe l’arrivée d’Hazel à New York pour couvrir l’histoire en exclusivité…","",77,0,0,1.7204,6.268,115,Released,"",/5lx0Ea8P1FAZkB2PlfiH87hASW3.jpg,/5PoDnA7RdNxPM0R3uG3toML2QuE.jpg,"Comédie, Romance",US,en,Selznick International Pictures
34106,tt0030993,Vous ne l'emporterez pas avec vous,You Can't Take It with You,en,1938-09-01,"Après avoir fait fortune, le vieux Vanderhof est devenu un sage en pensant que l'argent ne fait pas le bonheur. Il vit entouré de ses petits-enfants et de ses domestiques, pour le moins originaux. Mais voila que sa petite-fille Alice s'éprend de Tony Kirby, le fils d'un homme d'affaires. Si Alice et Tony s'aiment, ce n'est pas le cas des Vanderhof et des Kirby, qui n'ont pas réellement la même conception de la vie.",Vous les aimerez tous pour vous avoir donné le meilleur moment que vous ayez jamais eu !,126,1640000,7433101,2.8145,7.5,464,Released,"",/xheZSRLfvRq35eMZnt8l5t6Q6rM.jpg,/As4GJO5V3SxbSDW8ZEWPnYtSZIg.jpg,"Comédie, Romance",US,"en, ru",Columbia Pictures
78191,tt0030650,Menaces sur la ville,Racket Busters,en,1938-07-16,"Pete Martin, l’un des chefs de gangs les plus puissants de Manhattan, a entrepris de mettre en place un nouveau syndicat des camionneurs afin de prélever un bénéfice sur le marché d’approvisionnement de la ville. Spécialement choisi par le gouverneur, l’attorney général Thomas Allison est spécialement désigné pour mettre un terme au racket. Mais il se heurte au mutisme des témoins qui, par peur des représailles, hésitent à dénoncer les gangsters...","",71,0,0,1.0621,5.563,16,Released,"",/tSVjfOMq87MHoeHRdifbs8e1TOG.jpg,/5UKuCXVeHQQUP8aR58xN51glPgo.jpg,"Crime, Drame",US,en,Warner Bros. Pictures
48369,tt0030252,Hôtel du Nord,Hôtel du Nord,fr,1938-12-17,"Dans un hôtel modeste situé sur les bords du canal Saint-Martin à Paris, tenu par les époux Lecouvreur aux locataires qui ont des gueules d'atmosphère, une communion est célébrée. Les propriétaires et clients de l’établissement fêtent l’événement autour d’un repas chaleureux lorsqu’un couple de jeunes amoureux, Pierre et Renée, se présente pour prendre une chambre. Au cours de la nuit, un coup de feu retentit ! Pierre et Renée, sa jeune compagne, ont tenté de se suicider. Renée est blessée tandis que le jeune homme, incrédule, décide de prendre la fuite. Après avoir été soignée, Renée est hébergée par les hôteliers qui lui proposent un emploi de serveuse. Dès lors, son destin se mêlera à celui des clients de l’hôtel et notamment à ce couple étrange et haut en couleurs formé par M. Edmond et Raymonde.","",95,0,0,1.844,7.127,162,Released,"",/bCEHkWyfrcrjFFmcM6FKskVT6US.jpg,/216KAu0V0FSZAOMzJXJx4fwv5AG.jpg,"Romance, Drame",FR,fr,"Societé d'Exploitation et de Distribution de Films (SEDIF), Impérial Film"
995,tt0031971,La Chevauchée fantastique,Stagecoach,en,1939-03-02,"La diligence est le lieu de rencontre de neuf personnes qui font route, en Arizona, sur une piste menacée par les Indiens de Geronimo. Dallas, une prostituée, est chassée de la ville, tout comme Josiah Boone, un vieux médecin alcoolique. Mrs Mallory, enceinte, va rejoindre son mari, un officier, tandis que Hatfield, un joueur, décide de l'accompagner par galanterie. Gatewood, le banquier, s'enfuit avec l'or déposé chez lui. Mr Peacok, qui place du whisky dans les saloons, regagne sa famille à Kansas City. Curly Wilcox, le shérif, accompagne le conducteur Buck, sur cette route dangereuse. À la sortie de la ville, ils prennent un autre passager, Ringo Kid, qui souhaite exécuter les trois frères Plummer, assassins de son père et de son frère. Toutes ces personnes font le difficile apprentissage de la cohabitation dans un espace clos. Le voyage se poursuit dans une atmosphère de plus en plus tendue.",2 femmes en voyage désespéré avec 7 hommes étranges.,97,531374,1103757,4.2531,7.597,1268,Released,"",/xohHfi6MijvL7EA5S745vlShZWz.jpg,/7SYNEG50fKODsTP6h9phYM3BueV.jpg,Western,US,"en, es",Walter Wanger Productions
3083,tt0031679,Monsieur Smith au Sénat,Mr. Smith Goes to Washington,en,1939-10-19,"Jefferson Smith est très aimé des Boys Rangers, un club de jeunes garçons qu'il dirige. Cet homme populaire et naïf est une affaire pour le gouverneur Hopper et son chef politique Jim Taylor, qui en font un sénateur idéal pour couvrir leurs sombres histoires. Mr. Smith devient alors vite la risée du Congrès et est, malgré lui, compromis dans une affaire louche. Après un moment de découragement et grâce à sa secrétaire, il prend la parole au Sénat et la garde vingt-trois heures durant.","Romance, drame, rires et chagrins ... créés du cœur et du sol Américain!",124,1500000,9600000,3.7953,7.812,1231,Released,https://www.sonypictures.com/movies/mrsmithgoestowashington,/zYfNBX3gvlFvmsvTp2QqgRDmQwn.jpg,/4HagjGPF6dMGYlmx7mEfjLV2kQ0.jpg,"Comédie, Drame",US,en,Columbia Pictures
54288,tt0035017,La Main du Diable,La Main du Diable,fr,1943-03-21,"Un homme qui semble traqué entre dans l'auberge d'une abbaye, quelque part en pleine montagne. Il s'appelle Roland Brissot, il a la main gauche gantée et porte un coffret sous le bras. Un orage éclate, plongeant les lieux dans l'obscurité. Lorsque la lumière revient, le coffret a disparu. L'homme raconte, devant les pensionnaires rassemblés, son extraordinaire histoire.. Un an auparavant, il était un artiste raté. La femme qu'il aimait, une dénommée Irène, le méprisait. Un jour, un restaurateur lui vendit, pour une somme ridicule, un étrange porte-bonheur : une main momifiée, placée dans un coffret. Brissot devint rapidement riche et célèbre. Toutefois, il faut que le possesseur de la main la revende avant un an, sous peine d’être damné.","",80,0,0,1.2826,6.683,90,Released,"",/3jNy5WmeQDllI6cKqB39secMDE7.jpg,/45wnh2KF40buheDAK7kzOMxUsSw.jpg,"Fantastique, Drame, Horreur",FR,fr,Continental Films
28093,tt0034891,Ceux qui servent en mer,In Which We Serve,en,1942-09-17,"C'est l'histoire d'un bâtiment de guerre, le destroyer britannique HMS Torrin, depuis sa mise en chantier avant la déclaration de guerre conjointe de la Grande-Bretagne et de la France à l'Allemagne, jusqu'à sa destruction à la suite des attaques aériennes allemandes. Les survivants, accrochés à un bateau pneumatique de sauvetage, se souviennent de leur vie passée.",Vous n'oublierez jamais... dans lequel nous servons,115,250000,4450000,1.8916,6.7,107,Released,"",/pWHTjCpOGL8PmKk5QxfDWGYdp06.jpg,/qndbDtZQ6dMpa1vevnkUskz7TMv.jpg,"Drame, Guerre",GB,en,"Two Cities Films, British Lion Film Corporation, J. Arthur Rank Organisation"
26654,tt0037611,La mort n'était pas au rendez-vous,Conflict,en,1945-06-15,"Richard et Katherine Mason semblent former un couple heureux. En réalité, Richard est amoureux de Evelyn, la plus jeune sœur de son épouse. Quand cette dernière découvre leur secret et déclare ne pas vouloir divorcer, Richard imagine alors une machination afin de s'en débarrasser. Richard, riche architecte, feignant d'être confiné à un fauteuil roulant suite à un accident de voiture, projette froidement un plan d'assassinat de sa femme lors d'un voyage en voiture dans une station thermale de montagne, où il doit être soigné. À la dernière minute, sous prétexte de terminer un travail urgent, Richard diffère son départ et Katherine se rend seule en voiture au lieu de séjour. Il emprunte alors un itinéraire plus court pour rejoindre la route, déserte, empruntée par son épouse. Son véhicule en travers d'un passage, il attend Katherine, l'étrangle et précipite la voiture dans le vide. Il revient rapidement à son domicile et reprend sa place dans le fauteuil roulant...","",86,774000,3707000,1.3136,6.711,83,Released,"",/vIh7vXCiNa5zofALaK0gXvcXFgh.jpg,/tLUANAgxUMhzlVxOgLKaRK0KCNB.jpg,Thriller,US,en,Warner Bros. Pictures
143065,tt0039234,La Cage aux rossignols,La Cage aux rossignols,fr,1945-09-06,"En France, dans les années 1930, Clément Mattieu cherche à faire publier un roman autobiographique. Il se heurte aux refus. Il vit de camelots et ne peut aimer au grand jour Micheline tant qu'il n'a pas une situation. Grâce à un ami placé au journal, son livre « La Cage aux rossignols » se trouve publié sous le pseudonyme de « Marcel Mettine », en feuilleton, dans le journal « La Dépêche » qui narre l'histoire d'un surveillant d'un internat pour jeunes garçons en difficulté que l'homme éveillera à la musique en formant une chorale malgré le scepticisme de M. Rachin, son directeur.","",89,0,0,0.7818,7.5,18,Released,"",/q7vIOHZhKEpYJkKTxYjzH8XIC4S.jpg,/8nNFGXzKmJ6tREY9ayjtd5iD5GQ.jpg,"Musique, Drame",FR,fr,Société Nouvelle des Établissements Gaumont (SNEG)
19072,tt0038363,L'esprit s'amuse,Blithe Spirit,en,1945-04-05,"Écrivain à succès, Charles Condomine organise, avec sa nouvelle femme Ruth, un dîner en compagnie d’une voyante excentrique. À la fin du repas, les convives se rassemblent autour d’une séance de spiritisme que tous croient ratée. Mais ce soir là, Charles est hanté par le fantôme de sa première femme, Elvira, ce qui suscite la plus grande jalousie chez Ruth…","",96,0,0,2.1067,6.956,169,Released,"",/9IlbVm1cCtz6K2mzC33aSjt8ohF.jpg,/xFqLWRaYqxNC2KfqvUcj5Ln4gmB.jpg,"Comédie, Fantastique",GB,en,"Noel Coward-Cineguild, Two Cities Films, J. Arthur Rank Organisation"
