"semaine","allocine_id","titre","titre_original","date_sortie","duree","genres","realisateur","scenaristes","cast","synopsis","nationalite","annee_production","distributeur","type_film","langues","budget","boxoffice_france","couleur","visa","note_presse","note_spectateurs","url"
2006-04-26,61577,"Camping",NA,"26 avril 2006","1h 35min","Comédie","Fabien Onteniente","Franck Dubosc, Fabien Onteniente","Gérard Lanvin, Mathilde Seigner, Franck Dubosc","Au camping des Flots Bleus, ça débarque de toute la France.

Comme tous les ans, c'est le moment des retrouvailles autour de l'apéro d'usage pour les familles d'habitués.

Sauf que cette année, les Pic n'ont plus leur emplacement 17, les Gatineau font tente à part, et Patrick Chirac, le playboy de Dijon, se fait plaquer par sa femme.

C'est dans ce camping que Michel Saint Josse, chirurgien esthétique à Paris, se retrouve bien malgré lui pour y subir les problèmes existentiels d'une espèce jusqu'alors inconnue de lui : le campeur...","France","2006","Pathé Films","Long métrage","Français","14 230 000 EUR","5 070 242 entrées","Couleur","112 560",2.3,2.1,"https://www.allocine.fr/film/fichefilm_gen_cfilm=61577.html"
2006-04-26,54015,"Silent Hill",NA,"26 avril 2006","2h 05min","Epouvante-horreur, Fantastique","Christophe Gans","Roger Avary, Christophe Gans","Radha Mitchell, Sean Bean, Jodelle Ferland","De plus en plus souvent, la petite Sharon rêve d'une ville abandonnée, Silent Hill. Sa mère, Rose, décidée à comprendre l'étrange mal dont souffre son enfant, décide de l'accompagner sur place. Alors qu'elles pénètrent dans cet univers lugubre, Sharon disparaît. Rose se lance à sa poursuite, mais se rend vite compte que ce lieu étrange ne ressemble à rien de normal. Noyée dans le brouillard, peuplée d'étranges créatures, hantée par des ténèbres vivantes qui dévorent littéralement tout ce qu'elles touchent, cette dimension va peu à peu livrer ses terrifiants secrets...

Avec l'aide de Cybil, de la police locale, Rose se jette dans une quête éperdue pour arracher sa fille au monde de Silent Hill. D'indices en épreuves, elle va découvrir tout ce que Sharon risque et ce qu'elle représente dans une malédiction qui dépasse tout...","France, Canada","2006","Metropolitan FilmExport","Long métrage","Anglais","50 000 000 USD","807 159 entrées","Couleur","112816",2.9,3,"https://www.allocine.fr/film/fichefilm_gen_cfilm=54015.html"
2006-04-26,108986,"Sexy movie","Date Movie","26 avril 2006","1h 23min","Comédie","Aaron Seltzer, Jason Friedberg","Jason Friedberg, Aaron Seltzer","Alyson Hannigan, Adam Campbell, Sophie Monk","Romantique absolue, Julia Jones a toujours cru au Grand Amour. Lorsqu'elle rencontre enfin l'Homme De Sa Vie, le très british Grant Funkyerdoder, elle croit tenir le bon bout. Encore faut-il qu'il plaise à sa famille...

Avant d'atteindre le Bonheur Suprême, le chemin sera long et particulièrement déjanté...","U.S.A.","2006","Twentieth Century Fox","Long métrage","Anglais","20 000 000 USD","153 393 entrées","Couleur","114923",1.4,1.3,"https://www.allocine.fr/film/fichefilm_gen_cfilm=108986.html"
2006-04-26,59351,"Antartica, prisonniers du froid","Eight Below","26 avril 2006","2h 00min","Aventure, Drame","Frank Marshall","David DiGilio, Mike Rich","Paul Walker, Jason Biggs, Bruce Greenwood","Alors qu'ils mènent une expédition scientifique en plein Antarctique, le guide Jerry Shepard et le géologue Davis McClaren sont victimes d'un accident qui aurait pu être fatal si leurs chiens de traîneau ne les avaient pas tirés d'affaire.

Evacués d'urgence dans des conditions extrêmes, Jerry est contraint d'abandonner ses chiens au coeur d'un des hivers les plus redoutables que la zone polaire ait connus.

Livrés à eux-mêmes, les huit animaux vont tenter de survivre dans une nature aussi majestueuse qu'hostile. Incapable d'oublier ses compagnons à quatre pattes, Jerry tente par tous les moyens de retourner sur place, mais les conditions météo l'en empêchent. Face aux pires conditions qui soient, humains et chiens vont tout affronter pour se retrouver...","U.S.A.","2005","Buena Vista International","Long métrage","Anglais","40 000 000 USD","478 949 entrées","Couleur","115159",3,3.6,"https://www.allocine.fr/film/fichefilm_gen_cfilm=59351.html"
2006-04-26,58522,"Veer-Zaara",NA,"26 avril 2006","3h 18min","Bollywood, Comédie musicale, Drame, Romance","Yash Chopra","Aditya Chopra","Shah Rukh Khan, Preity Zinta, Rani Mukerji","Pilote et secouriste au sein de l'Indian Air Force, Veer risque sa vie pour sauver celle des autres. Jusqu'au jour où il porte secours à une jeune fille, Zaara, belle, rebelle, et légèrement inconsciente. Elle a quitté son Pakistan natal afin de venir en Inde accomplir les dernières volontés de sa mère. Veer tend la main à Zaara, sans savoir que son destin va en être changé à jamais. 22 ans plus tard, Saamiya est une jeune avocate pakistanaise qui travaille sur sa première affaire, et se retrouve face à un vieil homme aux cheveux blancs. C'est Veer, qui a passé toutes ces années dans une prison du Pakistan. Il n'a jamais parlé à quiconque pendant tout ce temps, pas même pour se défendre. Personne ne sait pourquoi. L'objectif que s'est fixé la jeune femme est de découvrir toute l'histoire de Veer, afin de lui rendre enfin justice...","Inde","2004","Friday Entertainment","Long métrage","Hindi","-",NA,"Couleur","114912",3.7,3.7,"https://www.allocine.fr/film/fichefilm_gen_cfilm=58522.html"
2006-04-26,108973,"El Lobo",NA,"26 avril 2006","2h 05min","Policier","Miguel Courtois Paternina","Antonio Onetti","Eduardo Noriega, Mélanie Doutey, Patrick Bruel","Inspirée de la vie de Mikel Lejarza, l'histoire d'un homme, surnommé ""El Lobo"" (""Le Loup"") infiltré au coeur du groupe terroriste ETA au début des années 70, dont la mission aboutit à la chute d'un quart de ses membres.","Espagne","2004","Artédis","Long métrage","Français, Espagnol","5 000 000 EUR",NA,"Couleur","115264",3.2,3.2,"https://www.allocine.fr/film/fichefilm_gen_cfilm=108973.html"
2006-04-26,108597,"Transamerica",NA,"26 avril 2006","1h 43min","Comédie, Drame","Duncan Tucker","Duncan Tucker","Felicity Huffman, Kevin Zegers, Fionnula Flanagan","Bree, transsexuel, travaille jour et nuit afin d'avoir assez d'argent pour payer une intervention chirurgicale. Un jour, elle reçoit un appel téléphonique d'un adolescent en fuite qui recherche son père. Elle comprend avec effarement qu'il est le résultat d'une liaison hétérosexuelle sans lendemain qu'elle a eu des années auparavant...","U.S.A.","2004","Bac Films","Long métrage","Anglais, Espagnol","1 000 000 USD","97 983 entrées","Couleur","115337",3.6,3.8,"https://www.allocine.fr/film/fichefilm_gen_cfilm=108597.html"
2006-04-26,108509,"Un Ami parfait",NA,"26 avril 2006","1h 46min","Drame, Thriller","Francis Girod","Philippe Cougrand, Francis Girod","Antoine de Caunes, Carole Bouquet, Jean-Pierre Lorit","Lorsqu'il ouvre les yeux à l'hôpital, après un traumatisme crânien, Julien Rossi, journaliste d'investigation, ignore tout des circonstances qui l'y ont conduit et ne reconnaît pas celle qui se présente comme sa compagne, Marlène. La femme dont Julien se souvient - et qu'il aime- s'appelle Anna.

En fait, Julien souffre d'une amnésie partielle qui a effacé de sa mémoire les soixante derniers jours qui précèdent son accident. Questionné par la police, il va rapidement se demander s'il s'agissait bien d'un accident ou de tout autre chose.

La reconquête de sa personnalité ne se fait pas sans impasses, ni doutes, ni obstacles. La mémoire revient à Julien par à coups : impressions visuelles de déjà vu, effets sonores récurrents, échos de voix qui remontent à la surface... Inexorablement Julien remet ses pas dans ses pas, déterminé à faire la lumière sur un passé disparu...","France","2005","Pyramide Distribution","Long métrage","Français","-","25 154 entrées","Couleur","111339",2.2,1.6,"https://www.allocine.fr/film/fichefilm_gen_cfilm=108509.html"
2006-04-26,47754,"Les Filles du botaniste",NA,"26 avril 2006","1h 45min","Drame","Dai Sijie","Dai Sijie, Nadine Perront","Mylène Jampanoï, Li Xiao Ran, Ling Dong Fu","Dans la Chine des années 80, tous les tabous ne sont pas levés.

Min, une jeune orpheline, part faire ses études chez un botaniste de renom. Homme secret et père autoritaire, son professeur vit sur une île qu'il a transformée en jardin luxuriant. Contrainte de partager cette vie solitaire et effacée, sa fille An accueille avec joie l'arrivée de l'étudiante. Très vite complices, les deux jeunes femmes voient leur amitié évoluer vers une attraction troublante, sensuelle et interdite.

Incapables de se séparer, Min et An imaginent bientôt un dangereux arrangement pour continuer à partager le même toit...","France, Chine, Canada","2006","EuropaCorp Distribution","Long métrage","Chinois","-","96 863 entrées","Couleur","96 396",2.5,3,"https://www.allocine.fr/film/fichefilm_gen_cfilm=47754.html"
2006-04-26,61491,"Klimt",NA,"26 avril 2006","2h 07min","Biopic","Raoul Ruiz","Raoul Ruiz","John Malkovich, Veronica Ferres, Saffron Burrows","Paris, 1900. Klimt est fêté à l'exposition universelle pendant qu'il est condamné à Vienne comme provocateur.

Il vit sa vie comme il la peint, ses modèles sont ses muses. Klimt est en avance sur son temps.

Ses relations passionnées avec les femmes et sa quête éternelle de Perfection et d'Amour se reflètent dans toutes ses oeuvres.

La controverse atteint son comble lorsque que Klimt détourne ses allégories ""scandaleuses"" et les rachète.","Autriche, Allemagne, Grande-Bretagne, France","2005","Gémini Films","Long métrage","Anglais","-","41 847 entrées","Couleur","109 899",3.2,1.8,"https://www.allocine.fr/film/fichefilm_gen_cfilm=61491.html"
2006-04-26,110417,"Marathon",NA,"26 avril 2006","1h 53min","Drame","Chung Yoon-Chul","Chung Yoon-Chul","Cho Seung-woo, Mi-Sook Kim, Lee Ki-Young","Une histoire vraie, celle de Yoon Cho-Won, un jeune autiste passionné de chocolats, de zèbres et de course à pied.

20 ans après sa naissance, ce jeune homme possède le niveau intellectuel d'un garçon de 5 ans. Sa mère se bat corps et âme, depuis toujours, afin d'insérer au mieux Cho-Won dans la société. Celle-ci pense détenir la clef en découvrant la passion de son fils pour la course à pied. Son ambition de voir un jour son fils courir un marathon la pousse à engager un célèbre entraîneur, autrefois champion du Monde de la discipline. Une décision qui marquera une rupture dans la relation fusionnelle entre cette mère et son fils.","Corée du Sud","2005","One Plus One","Long métrage","Coréen","-",NA,"Couleur","113255",3,4.2,"https://www.allocine.fr/film/fichefilm_gen_cfilm=110417.html"
2006-04-26,60703,"The Great Ecstasy of Robert Carmichael",NA,"26 avril 2006","1h 36min","Drame","Thomas Clay","Thomas Clay, Joseph Lang","Daniel Spencer, Ryan Winsley, Charles Mnene","Trois jeunes Anglais sont entraînés dans une spirale de violence et de tentation. Ils ne vont pas tarder à faire se révéler les jalousies secrètes de leur petite ville.","Grande-Bretagne","2005","Pretty Pictures","Long métrage","Anglais","-",NA,"Couleur","113 274",3.1,1.8,"https://www.allocine.fr/film/fichefilm_gen_cfilm=60703.html"
2006-04-26,110270,"Celui qui aime a raison",NA,"26 avril 2006","1h 06min","Drame","Arnold Pasquier","Arnold Pasquier","Marcos Gallon, Osmar Zampieri, Walmir Pavam","Marcos et Osmar vivent à São Paulo, au Brésil. Marcos rencontre Walmir. Ils vivent tous les trois ensemble. Un jour, Walmir disparaît. Son absence lance les deux hommes dans une quête sentimentale et urbaine où chacun, à sa façon, donne une réponse au manque.","France","2005","Pointligneplan","Long métrage","Français","-",NA,"Couleur","114978",3,3,"https://www.allocine.fr/film/fichefilm_gen_cfilm=110270.html"
2006-04-26,115319,"Beneath her window","Pod njenim oknom","27 avril 2006","1h 31min","Divers","Metod Pevec",NA,NA,"","inconnue","2003","-","Long métrage","-","-",NA,"-","-",NA,NA,"https://www.allocine.fr/film/fichefilm_gen_cfilm=115319.html"
2006-04-26,226767,"Bubù de Montparnasse","Bubù","1 mai 2006","1h 40min","Drame","Mauro Bolognini","Mauro Bolognini, Giovanni Testori","Massimo Ranieri, Ottavia Piccolo, Antonio Falsi","Par paresse et dans l'espoir de gagner plus, Bubù renonce à son métier de boulanger et convainc sa compagne Berta de se prostituer.","Italie","1970","-","Long métrage","Italien","-",NA,"Couleur","-",NA,3.4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=226767.html"
