"semaine","allocine_id","titre","titre_original","date_sortie","duree","genres","realisateur","scenaristes","cast","synopsis","nationalite","annee_production","distributeur","type_film","langues","budget","boxoffice_france","couleur","visa","note_presse","note_spectateurs","url"
2009-08-19,60208,"Inglourious Basterds",NA,"19 août 2009","2h 33min","Action, Guerre","Quentin Tarantino","Quentin Tarantino","Brad Pitt, Mélanie Laurent, Christoph Waltz","Dans la France occupée de 1940, Shosanna Dreyfus assiste à l'exécution de sa famille tombée entre les mains du colonel nazi Hans Landa. Shosanna s'échappe de justesse et s'enfuit à Paris où elle se construit une nouvelle identité en devenant exploitante d'une salle de cinéma.

Quelque part ailleurs en Europe, le lieutenant Aldo Raine forme un groupe de soldats juifs américains pour mener des actions punitives particulièrement sanglantes contre les nazis. ""Les bâtards"", nom sous lequel leurs ennemis vont apprendre à les connaître, se joignent à l'actrice allemande et agent secret Bridget von Hammersmark pour tenter d'éliminer les hauts dignitaires du Troisième Reich. Leurs destins vont se jouer à l'entrée du cinéma où Shosanna est décidée à mettre à exécution une vengeance très personnelle...","U.S.A., Allemagne","2009","Universal Pictures International France","Long métrage","Anglais, Français, Allemand, Italien","70 000 000 USD","2 819 755 entrées","Couleur","123772",3.7,4.3,"https://www.allocine.fr/film/fichefilm_gen_cfilm=60208.html"
2009-08-19,115469,"Numéro 9","9","19 août 2009","1h 20min","Animation, Aventure, Fantastique, Science Fiction","Shane Acker","Pamela Pettler, Shane Acker","Elijah Wood, Jennifer Connelly, Christopher Plummer","Dans un futur proche, la Terre a été ravagée par une grande guerre entre les hommes et les puissantes machines qu'ils avaient crées. Sachant l'humanité condamnée, un scientifique créé 9 petites créatures, fragiles et sans défense à partir d'objets divers ramassés dans les décombres. Incapables de s'opposer aux machines, ils ont formé une petite communauté survivant au jour le jour dans les décombres. Mais le dernier né de cette famille, le Numéro 9 a une mission. Il détient en lui la clé de leur survie et devra convaincre ses camarades de quitter leur refuge de fortune pour s'aventurer au coeur du royaume des machines. Ce qu'ils vont découvrir en chemin représente peut-être le dernier espoir de l'Humanité.","U.S.A.","2009","SND","Long métrage","Anglais","33 000 000 USD","521 836 entrées","Couleur","123 079",3.7,3.4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=115469.html"
2009-08-19,45365,"Les Douze salopards","The Dirty Dozen","27 septembre 1967","2h 25min","Guerre","Robert Aldrich","Nunnally Johnson, Lukas Heller","Rocky Taylor, Lee Marvin, Ernest Borgnine","A la veille du débarquement en Normandie, le major John Reiman est chargé d'entraîner une douzaine de prisonniers militaires condamnés à des peines capitales. En échange de leur liberté, ces hommes devront accomplir une mission périlleuse : investir les quartiers généraux nazis en France et tout détruire. Après un entraînement digne d'un commando, les ""Douze Salopards"" sont fins prêts à le risque de perdre leur vie au combat.","U.S.A., Grande-Bretagne","1967","Swashbuckler Films","Long métrage","Anglais, Français, Allemand, Latin, Espagnol","-",NA,"Couleur","33616",5,4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=45365.html"
2009-08-19,138194,"Les derniers jours du monde",NA,"19 août 2009","2h 10min","Comédie dramatique","Jean-Marie Larrieu, Arnaud Larrieu","Arnaud Larrieu, Jean-Marie Larrieu","Mathieu Amalric, Catherine Frot, Karin Viard","Alors que s'annonce la fin du monde, Robinson Laborde se remet peu à peu de l'échec d'une aventure sentimentale pour laquelle il s'était décidé à quitter sa femme.

Malgré l'imminence du désastre, et peut-être pour mieux y faire face, il s'élance dans une véritable odyssée amoureuse qui l'entraîne sur les routes de France et d'Espagne.","France","2008","Wild Bunch Distribution","Long métrage","Français","-","145 933 entrées","Couleur","120696",3.5,2.3,"https://www.allocine.fr/film/fichefilm_gen_cfilm=138194.html"
2009-08-19,129167,"La Copine de mon meilleur ami","My Best Friend's Girl","19 août 2009","1h 40min","Comédie, Romance","Howard Deutch","Jordan Cahan","Dane Cook, Kate Hudson, Jason Biggs","Un homme nommé Tank est engagé par les ex-petits amis de jeunes femmes pour passer une soirée avec elles et leur faire vivre un enfer afin que celles-ci retournent vers leur ancien amour. Mais quand le meilleur ami de Tank a besoin de son aide, celui-ci hésite entre son envie de conquérir la jeune femme et son amitié...","U.S.A.","2008","Metropolitan FilmExport","Long métrage","Anglais","40 000 000 USD","138 686 entrées","Couleur","-",2.4,2.1,"https://www.allocine.fr/film/fichefilm_gen_cfilm=129167.html"
2009-08-19,132057,"Le Cri du hibou","The Cry of the Owl","19 août 2009","1h 39min","Thriller","Jamie Thraves","Jamie Thraves","Julia Stiles, Paddy Considine, James Gilbert","Fuyant ses échecs personnels, Robert est venu s'installer dans une petite ville. Il trouve un étrange dérivatif à sa solitude en épiant quotidiennement une jeune femme de son quartier. Mais lorsque Jenny le surprend, sa vie bascule...","U.S.A., Grande-Bretagne, Canada, Allemagne","2009","Luminor (CTV)","Long métrage","Anglais","5 000 000 USD","283 entrées","Couleur","124060",NA,2.2,"https://www.allocine.fr/film/fichefilm_gen_cfilm=132057.html"
2009-08-19,146944,"L'Investigateur (The Investigator)","A nyomozó","19 août 2009","1h 47min","Thriller","Attila Galambos","Attila Galambos","Zsolt Anger, Judit Rezes, Sandor Terhes","Malkáv est médecin légiste. Sa mère, très malade, doit s'expatrier en Suède pour être soignée. Mais le voyage et l'opération coûtent cher. Avec la meilleure volonté du monde, Malkáv n'a pas les moyens de faire face. À moins qu'il accepte l'offre d'un certain Cyclops. Un meurtre? Ce n'est pas dans sa nature, mais a t'il le choix? Deux jours après s'être exécuté, Malkáv reçoit une lettre de sa victime. Un autre cauchemar débute.","Hongrie, Irlande, Suède","2008","Les Acacias","Long métrage","Anglais, Français, Hongrois","-","3 883 entrées","Couleur","-",3.6,2.6,"https://www.allocine.fr/film/fichefilm_gen_cfilm=146944.html"
2009-08-19,145181,"Memory of Love",NA,"19 août 2009","1h 32min","Drame","Wang Chao","Wang Chao","Bingyan Yan, Naiwen Li, Jiao Gang","Hongzhu, de nos jours. Une jeune femme, He Sizhu, et son amant, Chen Mo, ont un accident de voiture. Quand elle se réveille à l'hôpital où Li Xun, son mari, travaille comme chirurgien, He Sizhu a tout oublié des trois dernières années. Son amant est devenu un inconnu pour elle. Conscient de sa trahison, son mari choisit de la laisser vivre dans ce passé où ils étaient passionnément amoureux.

Petit à petit, le fossé entre le temps et la perception de la réalité se referme. Le destin, inévitable, reprend le dessus. Afin de ne pas perdre sa femme, Li Xun doit dépasser la peine causée par sa trahison et trouver, dans son amour pour elle, la force de tout recommencer. Mais l'amant de He Sizhu veut également la récupérer...","Chine","2009","Malavida Films","Long métrage","Chinois","-","25 776 entrées","Couleur","120895",3.7,2.6,"https://www.allocine.fr/film/fichefilm_gen_cfilm=145181.html"
2009-08-19,131490,"Lady Blood",NA,"19 août 2009","1h 27min","Epouvante-horreur, Policier","Jean-Marc Vincent","Jean-Marc Vincent, Hubert Chardot","Emmanuelle Escourrou, Philippe Nahon, Serge Riaboukine","15 ans après avoir accouché d'un monstre sanguinaire, Yanka a refait sa vie. Mariée à Paul, le médecin psychiatre qui l'a guérie de ses névroses, elle est l'heureuse maman d'une charmante petite fille, Carla. Désormais, on l'appelle ""Capitaine Mansotti"", car Yanka est devenue fonctionnaire de police au SRPJ.

Mais une série de meurtres inexplicables va la confronter à nouveau à son passé sanglant. Des corps mutilés, liquéfiés, méconnaissables sont retrouvés aux quatre coins de la ville. Quel est l'auteur de ces meurtres atroces ? Pourquoi des indices troublants laissent à penser que l'assassin se rapproche de Yanka ? Pourquoi tous les indices convergent vers elle ? D'où viennent ces voix qui l'obsèdent, ces images qui l'assaillent ?

Une seule chose est sûre. Ni son collègue Romain, ni sa famille, ni ses amis, ni même la police ne peut neutraliser cette menace qui s'approche. Le cauchemar recommence.

Car s'il est revenu et la cherche, c'est qu'il a décidé de se reproduire...","France","2009","Albany Films distribution","Long métrage","Français","-","1 760 entrées","Couleur","118 752",NA,1,"https://www.allocine.fr/film/fichefilm_gen_cfilm=131490.html"
2009-08-19,139461,"Sri Lanka National Handball Team","Machan","19 août 2009","1h 40min","Comédie","Uberto Pasolini","Ruwanthie De Chickera, Uberto Pasolini","Dharmapriya Dias, Gihan de Chickera, Dharshan Dharmaraj","Stanley et Manoj essaient désespérément d'obtenir un visa pour l'Allemagne, jusqu'au jour où Stanley tombe par hasard sur une invitation à un tournoi international de handball en Bavière. Les deux amis décident de monter leur équipe. Sauf que ce sport est inconnu au Sri Lanka et que tout le monde veut profiter de cet aller simple... Le pire, c'est que c'est une histoire vraie...","Italie, Sri Lanka, Allemagne","2008","UGC Ph","Long métrage","Anglais","-","15 261 entrées","Couleur","-",3.1,3.6,"https://www.allocine.fr/film/fichefilm_gen_cfilm=139461.html"
