"semaine","allocine_id","titre","titre_original","date_sortie","duree","genres","realisateur","scenaristes","cast","synopsis","nationalite","annee_production","distributeur","type_film","langues","budget","boxoffice_france","couleur","visa","note_presse","note_spectateurs","url"
2015-01-07,224214,"L’Affaire SK1",NA,"7 janvier 2015","2h 00min","Drame, Policier","Frédéric Tellier","Frédéric Tellier, David Oelhoffen","Raphaël Personnaz, Nathalie Baye, Olivier Gourmet","Paris, 1991. Franck Magne, un jeune inspecteur fait ses premiers pas à la Police Judiciaire, 36 quai des Orfèvres, Brigade Criminelle. Sa première enquête porte sur l’assassinat d’une jeune fille. Son travail l’amène à étudier des dossiers similaires qu’il est le seul à connecter ensemble. Il est vite confronté à la réalité du travail d’enquêteur : le manque de moyens, les longs horaires, la bureaucratie… Pendant 8 ans, obsédé par cette enquête, il traquera ce tueur en série auquel personne ne croit. Au fil d’une décennie, les victimes se multiplient. Les pistes se brouillent. Les meurtres sauvages se rapprochent. Franck Magne traque le monstre qui se dessine pour le stopper. Le policier de la Brigade Criminelle devient l’architecte de l’enquête la plus complexe et la plus vaste qu’ait jamais connu la police judiciaire française. Il va croiser la route de Frédérique Pons, une avocate passionnée, décidée à comprendre le destin de l’homme qui se cache derrière cet assassin sans pitié. Une plongée au cœur de 10 ans d’enquête, au milieu de policiers opiniâtres, de juges déterminés, de policiers scientifiques consciencieux, d’avocats ardents qui, tous, resteront marqués par cette affaire devenue retentissante : « l’affaire Guy Georges, le tueur de l’est parisien ».","France","2013","SND","Long métrage","Français","-","391 027 entrées","Couleur","131107",3.8,3.9,"https://www.allocine.fr/film/fichefilm_gen_cfilm=224214.html"
2015-01-07,216918,"Invincible","Unbroken","7 janvier 2015","2h 17min","Biopic, Drame, Guerre","Angelina Jolie","William Nicholson, Richard LaGravenese","Jack O'Connell, Domhnall Gleeson, Garrett Hedlund","L'incroyable destin du coureur olympique et héros de la Seconde Guerre mondiale Louis ""Louie"" Zamperini dont l'avion s'est écrasé en mer en 1942, tuant huit membres de l'équipage et laissant les trois rescapés sur un canot de sauvetage où deux d'entre eux survécurent 47 jours durant, avant d'être capturés par la marine japonaise et envoyés dans un camp de prisonniers de guerre.","U.S.A.","2014","Universal Pictures International France","Long métrage","Anglais","65 000 000 USD","669 732 entrées","Couleur","141317",3,4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=216918.html"
2015-01-07,211248,"Captives","The Captive","7 janvier 2015","1h 52min","Thriller","Atom Egoyan","Atom Egoyan, David Fraser","Ryan Reynolds, Scott Speedman, Rosario Dawson","Huit ans après la disparition de Cassandra, quelques indices troublants semblent indiquer qu'elle est toujours vivante. La police, ses parents et Cassandra elle-même, vont essayer d'élucider le mystère de sa disparition.","Canada","2014","ARP Sélection","Long métrage","Anglais","-","96 848 entrées","Couleur","141179",3,3,"https://www.allocine.fr/film/fichefilm_gen_cfilm=211248.html"
2015-01-07,221892,"La Rançon de la Gloire",NA,"7 janvier 2015","1h 54min","Comédie dramatique","Xavier Beauvois","Etienne Comar, Xavier Beauvois","Benoît Poelvoorde, Roschdy Zem, Chiara Mastroianni","Vevey, une petite ville au bord du lac Léman, 1977.

Tout juste sorti de prison, Eddy est accueilli par son ami Osman. Ils ont tous deux convenu d’un marché. Osman héberge Eddy, en échange de quoi celui-ci s’occupe de sa fille de sept ans, Samira, le temps que sa femme Noor subisse des examens à l’hôpital. Mais en cette veille de Noël, le manque d’argent se fait cruellement sentir. Aussi, lorsque la télévision annonce la mort du richissime comédien Charlie Chaplin, Eddy a une idée : subtiliser le cercueil de l’acteur et demander une rançon à la famille !","France","2013","Mars Films","Long métrage","Français","-","49 622 entrées","Couleur","131344",2.6,2.3,"https://www.allocine.fr/film/fichefilm_gen_cfilm=221892.html"
2015-01-07,228480,"Les Règles du jeu",NA,"7 janvier 2015","1h 46min","Documentaire","Claudine Bories, Patrice Chagnard","Claudine Bories, Patrice Chagnard",NA,"Lolita n’aime pas sourire. Kevin ne sait pas se vendre. Hamid n’aime pas les chefs. Thierry parle wesh. Ils ont vingt ans. Ils sont sans diplôme. Ils cherchent du travail. Pendant six mois, les coachs d’un cabinet de placement vont leur enseigner le comportement et le langage qu’il faut avoir aujourd’hui pour décrocher un emploi. A travers cet apprentissage, le film révèle l’absurdité de ces nouvelles règles du jeu.","France","2014","Happiness Distribution","Long métrage","Français","-","8 037 entrées","Couleur","136875",3.7,3.7,"https://www.allocine.fr/film/fichefilm_gen_cfilm=228480.html"
2015-01-07,228497,"Hard Day","Kkeut-kka-ji-gan-da","7 janvier 2015","1h 51min","Action, Policier, Thriller","Seong Hun Kim","Seong Hun Kim","Sun-kyun Lee, Jin-woong Cho, Man-Sik Jeong","En route pour assister aux funérailles de sa mère, et tandis qu’il est visé par une enquête pour corruption, le commissaire KO Gun-su renverse accidentellement un homme. Pour se couvrir, il décide de cacher le corps dans le cercueil de sa mère.

Lorsque l'affaire est découverte, on nomme son partenaire pour mener l’enquête. Et quand l’unique témoin de l’accident l’appelle pour le faire chanter, Gun-su comprend qu’il n’est pas au bout de ses peines…","Corée du Sud","2014","Bodega Films","Long métrage","Coréen","-","28 552 entrées","Couleur","141372",3.6,3.8,"https://www.allocine.fr/film/fichefilm_gen_cfilm=228497.html"
2015-01-07,212689,"Queen and Country",NA,"7 janvier 2015","1h 55min","Drame","John Boorman","John Boorman","Callum Turner, Caleb Landry Jones, David Thewlis","1952. Bill Rohan a 18 ans et l’avenir devant lui.

Pourquoi pas avec cette jolie fille qu’il aperçoit sur son vélo depuis la rivière où il nage chaque matin ?

Cette idylle naissante est bientôt contrariée lorsqu’il est appelé pour effectuer deux années de service militaire en tant qu’instructeur dans un camp d’entraînement pour jeunes soldats anglais en partance pour la Corée.

Bill se lie d’amitié à Percy, un farceur dépourvu de principes avec lequel il complote pour tenter de faire

tomber de son piédestal leur bourreau : le psychorigide Sergent Major Bradley.

Tous deux parviennent néanmoins à oublier un peu l’enfermement et la discipline à l’occasion de rares

sorties. Mais leur est-il encore possible d’y rencontrer l’âme soeur ?","Grande-Bretagne","2014","Le Pacte","Long métrage","Anglais","-","82 108 entrées","Couleur","138158",3.6,3.1,"https://www.allocine.fr/film/fichefilm_gen_cfilm=212689.html"
2015-01-07,227273,"Chic!",NA,"7 janvier 2015","1h 43min","Comédie","Jérôme Cornuau","Jean-Paul Bathany","Fanny Ardant, Marina Hands, Eric Elmosnino","Alicia Ricosi, diva et créatrice de mode de la maison de haute couture éponyme, est, à la veille des prochaines collections, en panne de créativité suite à une rupture sentimentale extravagante. Sa cinglante directrice, Hélène Birk, doit rapidement trouver une « solution » pour qu’Alicia recouvre sa puissance créative.","France","2015","StudioCanal","Long métrage","Français","-","66 007 entrées","Couleur","121960",3,2.5,"https://www.allocine.fr/film/fichefilm_gen_cfilm=227273.html"
2015-01-07,226772,"Valentin Valentin",NA,"7 janvier 2015","1h 46min","Comédie, Policier","Pascal Thomas","Pascal Thomas, Nathalie Lafaurie","Marilou Berry, Vincent Rottiers, Marie Gillain","Dans ce « fenêtres sur cour» qui se déroule dans un petit immeuble parisien, tout un monde hétéroclite gravite, s'aime, s'observe sans toujours se voir. C'est là que vit Valentin, jeune homme mélancolique, charmant, partagé entre sa maîtresse au tempérament insatiable, les trois jeunes filles du cinquième étage qui tournent autour de lui, une gardienne démonstrative et une belle chinoise dont la présence dans la maison d'en-face l'intrigue et le fait rêver.

A quoi pense-t-il ? Que dissimule-t-il ? Que cherche-t-il ?

Valentin invite tous ses voisins à sa pendaison de crémaillère, sans se douter qu'il déclenche ainsi une spirale de violences...","France","2014","SBS Distribution","Long métrage","Français","-","47 296 entrées","Couleur","138455",3,2.1,"https://www.allocine.fr/film/fichefilm_gen_cfilm=226772.html"
2015-01-07,3940,"Salaam Bombay!",NA,"4 mars 2003","1h 53min","Drame","Mira Nair","Mira Nair, Sooni Taraporevala","Shafiq Syed, Irrfan Khan, Raghubir Yadav","Devant une somme de 500 roupies à sa mère, Krishna, un jeune garçon, travaille dans un cirque ambulant. Cependant, les forains sont partis sans lui ; il se retrouve alors à Bombay, où il devient porteur de thé et en hérite le nom : ""Chaipu"".","Grande-Bretagne, Inde, France","1988","Tamasa Distribution","Long métrage","Anglais, Hindi","2 000 000 USD",NA,"Couleur","-",NA,4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=3940.html"
