"semaine","allocine_id","titre","titre_original","date_sortie","duree","genres","realisateur","scenaristes","cast","synopsis","nationalite","annee_production","distributeur","type_film","langues","budget","boxoffice_france","couleur","visa","note_presse","note_spectateurs","url"
1999-03-24,12537,"Quasimodo d'El Paris",NA,"24 mars 1999","1h 40min","Comédie","Patrick Timsit","Jean-François Halin, Raffy Shart","Patrick Timsit, Richard Berry, Mélanie Thierry","Paris 1998. Trop laid pour être le fils du gouverneur de la ville d'El Paris, Quasimodo est abandonné à l'âge de quatre ans et échangé contre une petite Cubaine, Esmeralda. Enfermé dans la cathédrale il est condamné a faire sonner les cloches. Mais l'archidiacre, Frollo, profite de la naïveté de Quasimodo pour l'aider à accomplir son funeste dessein, nettoyer la ville du nid du démon: les femmes. Injustement accusé d'être le tueur de femmes et poursuivi par la ville entière, Quasimodo se refugie dans le clocher de la cathédrale avec Esmeralda, seule à croire à son innocence.","France","1999","Bac Films","Long métrage","Français","10 650 000 EUR",NA,"Couleur","93359",3.2,1.6,"https://www.allocine.fr/film/fichefilm_gen_cfilm=12537.html"
1999-03-24,21202,"Je suis né d'une cigogne",NA,"24 mars 1999","1h 20min","Comédie dramatique","Tony Gatlif","Tony Gatlif","Romain Duris, Rona Hartner, Ouassini Embarek","Chaque matin Otto et Louna se croisent dans le RER. Otto vit dans une HLM avec sa mère. Il est chômeur et vend un journal pour SDF. Louna est coiffeuse et vit chez une vieille dame harcelée par les huissiers. Un jour ils décident de tout plaquer. Accompagnés d'Ali, un jeune immigré fugueur et spirituel, ils volent une voiture et partent au hasard des routes. Une cigogne blessée trouvée au bord du chemin va donner un sens à leur cavale. Ils l'adoptent, la baptisent Mohamed, décident de lui faire passer la frontière allemande pour retrouver ses parents.","France","1998","-","Long métrage","Français","-",NA,"Couleur","-",3.2,3,"https://www.allocine.fr/film/fichefilm_gen_cfilm=21202.html"
1999-03-24,17093,"Dong",NA,"24 mars 1999","1h 35min","Drame, Fantastique","Tsai Ming-liang","Tsai Ming-liang, Yang Pi-ying","Lee Kang-sheng, Kuei-Mei Yang, Miao Tien","A quelques jours de l'an 2000, une maladie mysterieuse envahit Taiwan. Le gouvernement ordonne un transfert massif des habitants. Mais certains refusent de partir. Dans une HLM deux appartements restent occupes, l'un par un homme, l'autre par une femme. L'homme se met a surveiller sa voisine qui stocke consciencieusement des rouleaux de papier hygienique. Fascine par elle, il ne cesse de l'observer. Quand arrive le jour tant redoute ou la voisine developpe les symptomes de la mysterieuse maladie.","Taïwan, France","1998","Haut et Court","Long métrage","Mandarin","-",NA,"Couleur","-",4.1,3.2,"https://www.allocine.fr/film/fichefilm_gen_cfilm=17093.html"
1999-03-24,12318,"Un Plan simple","A Simple Plan","24 mars 1999","2h 01min","Drame, Policier, Thriller","Sam Raimi","Scott B. Smith","Bill Paxton, Billy Bob Thornton, Bridget Fonda","Par une froide après-midi du jour de l'an, Hank Mitchell, son frere aîné, Jacob, âme simple sur laquelle il a une grande influence et Lou, le copain de Jacob, découvrent dans l'épave d'un avion de tourisme recouvert par la neige le cadavre du pilote et un sac contenant quatre millions de dollars. Pour Jacob et Lou, tous deux au chômage, c'est une manne que leur envoie le ciel. Mais pour Hank, dont la femme aimée attend leur premier enfant, le rêve américain ne se vole pas. Après une longue discussion, ils décident de garder l'argent et mettent sur pied un plan simple.","U.S.A.","1998","UFD","Long métrage","Anglais","17 000 000 USD",NA,"Couleur","328320",3.9,3.7,"https://www.allocine.fr/film/fichefilm_gen_cfilm=12318.html"
1999-03-24,19491,"Les 4 saisons d'Espigoule",NA,"24 mars 1999","1h 37min","Documentaire","Christian Philibert","Christian Philibert, Hervé Philibert","Jean-Marc Ravera, Roger Lanfranchi, Jacques Bastide","A travers la vie des habitants du petit village d'Espigoule (nom imaginaire), perche sur les collines du Haut-Var, hommage a la Provence, a ses traditions et surtout au parler provencal.","France","1999","-","Long métrage","Français","-",NA,"Couleur","-",3.4,3.9,"https://www.allocine.fr/film/fichefilm_gen_cfilm=19491.html"
1999-03-24,11279,"Envole-moi","The Theory of flight","24 mars 1999","1h 42min","Comédie dramatique","Paul Greengrass","Richard Hawkins","Kenneth Branagh, Helena Bonham Carter, Gemma Jones","Artiste raté mais facétieux, Richard Hopkins, par ailleurs passionné d'aviation est condamné à 120 heures de travaux d'intérêt général à la suite d'une de ses tentatives ratées. Il se retrouve ainsi contraint de tenir compagnie à une jeune fille handicapée, Jane, atteinte d'une sclérose latérale amyotrophique, qui vide petit à petit son corps de son énergie vitale. Au fil des jours, une complicité s'installe entre Richard et Jane ...","Hong-Kong, Grande-Bretagne","1998","Les Films de l'Astre","Long métrage","Anglais","-",NA,"Couleur","-",2.9,3.4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=11279.html"
1999-03-24,11280,"Baril de poudre","Bure Baruta","24 mars 1999","1h 40min","Drame","Goran Paskaljević","Dujan Dukovski","Predrag 'Miki' Manojlovic, Lazar Ristovski, Mirjana Jokovic","Dans le Belgrade d'aujourd'hui, durant une nuit sans espoir, comme toutes les autres, les destins de gens ordinaires se croisent et se decroisent dans une atmosphere tragicomique et absurde. ""Beaucoup de films ont traite de la Bosnie, declare Goran Paskaljevic, ce qui est comprehensible. Nous avons tous ete dechires par cette tragedie. Aujourd'hui, j'eprouve le besoin, en tant que realisateur yougoslave d'origine serbe, de montrer a mon tour les etats d'ame actuels de mon peuple.""","Yougoslavie, Macédoine, France, Grèce, Turquie","1998","-","Long métrage","Serbe","-",NA,"Couleur","93543",3.7,3.2,"https://www.allocine.fr/film/fichefilm_gen_cfilm=11280.html"
1999-03-24,11278,"Les cachetonneurs",NA,"24 mars 1999","1h 30min","Comédie dramatique","Denis Dercourt","Denis Dercourt","Pierre Lacan, Marc Citti, Serge Renko","Six musiciens qui vivent de cachets se retrouvent dans un chateau en Normandie pour preparer le concert du nouvel an. Mais l'equipe reunie par Roberto, le contrebassiste, n'est pas exactement celle prevue au depart. Seul Lionel, le violoncelliste, est sur, Roberto a du faire appel a Martial, altiste maniant mieux le verbe que l'archet, a la flutiste Therese, sur le point d'accoucher; la violoniste est une eleve du conservatoire; quant au clarinettiste, il a ete impose par le chatelain et le prestigieux chef d'orchestre qui doit les diriger tarde a arriver.","France","1998","-","Long métrage","Français","-",NA,"Couleur","-",3.4,3,"https://www.allocine.fr/film/fichefilm_gen_cfilm=11278.html"
1999-03-24,12258,"Les femmes du lac aux âmes parfumées","Xian hun nu","24 mars 1999","1h 45min","Comédie dramatique, Drame","Fei Xie","Fei Xie","Siqin Gaowa, Yujuan Wu, Lei Keshen","Dans les annees 1990, Mme Xiang, proprietaire du moulin a huile de sesame situe dans un village entre Canton et Shanghai, au bord d'un lac aux eaux pures, est contactee par la directrice d'une societe japonaise, Mme Shinyo, qui lui propose de developper sa production. Le mari de Mme Xiang, plus age, est alcoolique et leur fils Dunzi un handicape mental. Le seul refuge de Mme Xiang est son amant, le transporteur M. Ren, qui lui a presente la femme d'affaires japonaise. Mme Xiang se met en quete d'une epouse pour son fils.","Chine","1993","-","Long métrage","-","-",NA,"Couleur","-",3.3,3,"https://www.allocine.fr/film/fichefilm_gen_cfilm=12258.html"
1999-03-24,11419,"Un Homme et son chien",NA,"24 mars 1999","1h 25min","Comédie dramatique","Annette Apon",NA,"Ramsey Nasr, Viviane De Muynck, Monic Hendrickx","Chaque soir, Kees, jeune homme solitaire, promene son chien dans le quartier. Il rend egalement visite a sa mere, internee dans un hopital psychiatrique. Le lendemain de son anniversaire un surprise l'attend: un travail au guichet d'une banque. Kess espere se faire des amis et s'integrer dans la vie sociale. Mais il devient la tete de Turc des autres employes. Jusqu'a ce qu'il ait l'idee de leur montrer la photo d'une jeune femme seduisante qu'il presente comme sa fiancee. L'attitude de certains commence a changer.","inconnue","1998","-","Long métrage","-","-",NA,"Couleur","-",2.9,3,"https://www.allocine.fr/film/fichefilm_gen_cfilm=11419.html"
