"semaine","allocine_id","titre","titre_original","date_sortie","duree","genres","realisateur","scenaristes","cast","synopsis","nationalite","annee_production","distributeur","type_film","langues","budget","boxoffice_france","couleur","visa","note_presse","note_spectateurs","url"
2000-03-22,23266,"Hurricane Carter","The Hurricane","22 mars 2000","2h 20min","Biopic, Drame, Évènement Sportif","Norman Jewison","Armyan Bernstein, Dan Gordon","Denzel Washington, Vicellous Shannon, Deborah Kara Unger","En 1966, Rubin Hurricane Carter rêve de devenir champion de boxe. Un soir, dans un bar, sa vie bascule. Une fusillade éclate et Rubin Carter se retrouve à tort accuse d'un triple meurtre. Condamné à la perpétuité, il décide de canaliser sa frustration et son désespoir en entreprenant de faire connaître, depuis sa cellule, son histoire au monde. Malgré la publication de son autobiographie, Carter reste derrière les barreaux. Des années plus tard, un adolescent noir convaincu de l'innoncence de Carter correspond avec lui et met en place une campagne visant à lui rendre sa liberté.","U.S.A.","1999","Metropolitan FilmExport","Long métrage","Anglais","38 000 000 USD",NA,"Couleur","-",3.2,3.9,"https://www.allocine.fr/film/fichefilm_gen_cfilm=23266.html"
2000-03-22,23319,"L'Oeuvre de Dieu, la part du diable","The Cider House Rules","22 mars 2000","2h 11min","Comédie dramatique","Lasse Hallström","John Irving","Tobey Maguire, Charlize Theron, Delroy Lindo","A l'orphelinat de Saint-Cloud, dans le Maine, le docteur Wilbur Larch, un être plutôt excentrique et attachant, se charge de réaliser ""l’œuvre de Dieu""; en mettant au monde des enfants non désirés, mais ne néglige pas ""la part du diable"" puisqu'il lui arrive d'interrompre illégalement certaines grossesses. Des liens de père et fils vont se tisser entre lui et le jeune Homer Wells, un orphelin réfractaire à l'adoption, désireux de partir à la découverte du monde.","U.S.A.","1999","Bac Films","Long métrage","Anglais","24 000 000 USD",NA,"Couleur","99284",3.2,3.6,"https://www.allocine.fr/film/fichefilm_gen_cfilm=23319.html"
2000-03-22,23316,"Les Cendres d'Angela","Angela's Ashes","22 mars 2000","2h 28min","Drame","Alan Parker","Laura Jones, Alan Parker","Emily Watson, Robert Carlyle, Ronnie Masterson","En 1935, les familles irlandaises quittaient plus leur pays pour l'Amérique que l'inverse. C'est pourtant cette voie inhabituelle qu'empruntent les McCourt après la mort brutale de leur fille a l'âge de sept semaines. Angela, la mère, et son mari alcoolique et chômeur, Malachy Senior, quittent le port de New York pour Cork avec leurs quatre fils Frank, Malachy Junior et les jumeaux Eugene et Oliver. Un accueil glacial leur est réservé a Limerick par la famille catholique d'Angela. Le père n'arrive pas à trouver de travail. Les jumeaux meurent de malnutrition...","U.S.A., Irlande","1999","United International Pictures (UIP)","Long métrage","Anglais","25 000 000 USD",NA,"Couleur","-",2.5,3.4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=23316.html"
2000-03-22,7195,"Garage Olimpo",NA,"22 mars 2000","1h 38min","Drame","Marco Bechis","Marco Bechis, Lara Fremder","Dominique Sanda, Antonella Costa, Carlos Echeverria","Maria, qui enseigne la lecture et l'ecriture dans les bidonvilles de Buenos Aires, lutte contre la dictature argentine. Un matin, un escadron de militaires en civil l'enleve sous les yeux de sa mere et l'emmene au Garage Olimpo, un des nombreux lieux de torture de la ville. Afin de faire parler Maria, le responsable du centre confie l'interrogatoire a l'un de ses meilleurs hommes. Maria reconnait en lui le timide Felix, un de ses soupirants. Sa survie, son seul espoir de salut, c'est lui, son tortionnaire.","Argentine, Italie, France","1999","-","Long métrage","Espagnol","-",NA,"Couleur","-",3.6,3,"https://www.allocine.fr/film/fichefilm_gen_cfilm=7195.html"
2000-03-22,23114,"Bulworth",NA,"22 mars 2000","1h 49min","Comédie dramatique, Romance","Warren Beatty","Warren Beatty, Jeremy Pikser","Warren Beatty, Paul Sorvino, Jack Warden","Le sénateur démocrate Jay Bulworth est au bout du rouleau. Il ne croit plus en ses propres discours politiques et entame sa dernière campagne électorale dans un piteux état. Il décide alors d'engager un tueur pour le supprimer et contracte une assurance vie de dix millions de dollars au profit de sa fille. N'ayant désormais plus rien a perdre, Bulworth abandonne la langue de bois pour un discours musclé qui stupéfie les électeurs. Reprenant peu a peu goût a la vie, il cherche à annuler le contrat, mais son intermédiaire tombe dans le coma.","U.S.A.","1998","UFD","Long métrage","Anglais","30 000 000 USD",NA,"Couleur","-",3.7,3.4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=23114.html"
2000-03-22,21098,"Un dérangement considérable",NA,"22 mars 2000","1h 50min","Comédie dramatique","Bernard Stora","Bernard Stora, Gilles Taurand","Jalil Lespert, Mireille Perrier, Chantal Banlier","A vingt ans, Laurent Mahaut consacre toute son energie a devenir footballeur professionnel. Il est l'espoir de sa mere et de ses deux demi-freres, Djamel et Nassim. Travaillant le jour a l'usine, il s'interdit tout loisir et toute relation sentimentale. Mais il succombe au charme de Fabienne, une journaliste locale de vingt ans son ainee. Ses proches voient la une trahison des espoirs qu'ils placaient en lui. Laurent va devoir gerer l'inconciliable.","France","1999","L.C.J. Editions et Productions","Long métrage","Français","-",NA,"Couleur","-",3.5,3.4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=21098.html"
2000-03-22,23320,"Pan Tadeusz, quand Napoleon traversait le Niemen","Pan Tadeusz","22 mars 2000","2h 27min","Comédie dramatique, Romance","Andrzej Wajda","Jan Nowina-Zarzycki, Andrzej Wajda","Andrzej Seweryn, Grazyna Szapolowska, Bogusław Linda","Lituanie, 1812. La Pologne est rayee de la carte d'Europe. Deux grandes familles s'affrontent: les Soplica, allies des Russes, et les Horeszko, partisans de l'independance. Vingt ans plus tot, Jacek Soplica a tue le dernier grand seigneur Horeszko qui lui a refuse la main de sa fille. Pour reparer sa faute, Jacek endosse l'identite d'un moine bernardin et fait eduquer Sophie, descendante des Horeszko. Son but est de la marier a son fils Tadeusz, de retour au pays apres les etudes. Mais en juin 1812, Napoleon en marche sur Moscou franchit le Niemen. Tadeusz rejoint l'armee.","Pologne","1999","-","Long métrage","Polonais","-",NA,"Couleur","-",3.1,2.9,"https://www.allocine.fr/film/fichefilm_gen_cfilm=23320.html"
2000-03-22,7274,"Nadia et les hippopotames",NA,"22 mars 2000","1h 40min","Comédie dramatique","Dominique Cabrera","Dominique Cabrera, Philippe Corcuff","Ariane Ascaride, Marilyne Canto, Thierry Frémont","Novembre 1995. La France est paralysee par la greve des transports. Serge, Claire, Jean-Paul et plusieurs autres employes de la SNCF se mobilisent contre le plan Juppe. Alors qu'ils rejoignent leur base en dehors de Paris, ils rencontrent Nadia. Elle porte un enfant dans les bras et cherche le pere qui l'a quittee au moment de la naissance. Comprenant son desarroi, les grevistes l'enjoignent a se joindre a eux.","France","1999","Diaphana Distribution","Long métrage","Français","-",NA,"Couleur","96294",3.4,2.5,"https://www.allocine.fr/film/fichefilm_gen_cfilm=7274.html"
2000-03-22,32034,"Transit",NA,"28 mars 2000","0h 20min","Comédie dramatique, Fantastique","Philippe Barassat","Philippe Barassat","Camille Sirota, Mathieu Bénédicte, Charly Plusquellec","Un jeune homme a du mal à digérer des cornichons roses de Bavaria et devient un cas scientifique.","France","1999","Lancelot Distribution","Court-métrage","Français","-",NA,"Couleur","95874",NA,3,"https://www.allocine.fr/film/fichefilm_gen_cfilm=32034.html"
2000-03-22,6220,"Folle de ce mec",NA,"28 mars 2000","0h 15min","Divers","Philippe Barassat","Philippe Barassat","Morgan Maugran, Cyril Maigret, Pascale Mariani","L'histoire d'une belle jeune fille, reine de la nuit, qui séduit tous les garcons, mais qui se voit rejetée par l'un d'eux qui ne s'intéresse qu'aux boudins...","France","1995","Lancelot Distribution","Court-métrage","Français","-",NA,"Couleur","89942",NA,3,"https://www.allocine.fr/film/fichefilm_gen_cfilm=6220.html"
