semaine,allocine_id,titre,titre_original,date_sortie,duree,genres,realisateur,scenaristes,cast,synopsis,nationalite,annee_production,distributeur,type_film,langues,budget,boxoffice_france,couleur,visa,note_presse,note_spectateurs,url
2016-02-24,182266,The Revenant,,24 février 2016,2h 36min,"Aventure, Western",Alejandro González Iñárritu,"Mark L. Smith, Alejandro González Iñárritu","Leonardo DiCaprio, Tom Hardy, Domhnall Gleeson","Dans une Amérique profondément sauvage, Hugh Glass, un trappeur, est attaqué par un ours et grièvement blessé. Abandonné par ses équipiers, il est laissé pour mort. Mais Glass refuse de mourir. Seul, armé de sa volonté et porté par l’amour qu’il voue à sa femme et à leur fils, Glass entreprend un voyage de plus de 300 km dans un environnement hostile, sur la piste de l’homme qui l’a trahi. Sa soif de vengeance va se transformer en une lutte héroïque pour braver tous les obstacles, revenir chez lui et trouver la rédemption.","U.S.A., Taïwan, Hong-Kong",2015,The Walt Disney Company France,Long métrage,"Anglais, Français",-,3 783 833 entrées,Couleur,143735,3.8,4.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=182266.html
2016-02-24,227369,Pattaya,,24 février 2016,1h 37min,Comédie,Franck Gastambide,"Franck Gastambide, Stéphane Kazandjian","Franck Gastambide, Malik Bentalha, Anouar Toubali","Franky et Krimo rêvent de quitter la grisaille de leur quartier pour partir en voyage dans la célèbre et sulfureuse station balnéaire thaïlandaise de PATTAYA. Pour pouvoir s’y rendre à moindre coût, les deux amis ont la folle idée d’inscrire à son insu le nain de leur quartier au championnat du monde de Boxe Thaï des Nains. Mais ce qui devait être pour eux des vacances de rêves va se transformer en l’aventure la plus dingue et périlleuse de leurs vies.",France,2016,Gaumont Distribution,Long métrage,Français,-,1 939 718 entrées,Couleur,141970,3,2.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=227369.html
2016-02-24,221875,The Finest Hours,,24 février 2016,1h 57min,"Action, Drame, Historique",Craig Gillespie,"Paul Tamasy, Scott Silver","Chris Pine, Casey Affleck, Ben Foster","Le 18 février 1952, l’une des pires tempêtes qu’ait jamais connues la côte Est des États-Unis s’abat sur la Nouvelle-Angleterre. Elle ravage les villes du littoral et détruit tout sur son passage, y compris deux pétroliers de 150 mètres. Le SS Pendleton et le SS Fort Mercer, en route respectivement pour Boston (Massachusetts) et Portland (Maine), sont littéralement brisés en deux. Les équipages restent piégés à l’intérieur des navires voués à sombrer rapidement. Le premier assistant mécanicien Ray Sybert, officier responsable à la poupe du Pendleton, réalise très vite qu’il lui appartient de prendre en charge des marins terrifiés et de les amener à travailler ensemble pour maintenir le navire à flot le plus longtemps possible.

Alors que les garde-côtes de Chatham (Massachusetts) font de leur mieux pour aider les pêcheurs à protéger leurs bateaux de la tempête, ils apprennent que les deux pétroliers en détresse dérivent au large du cap Cod. Le premier maître Daniel Cluff, récemment nommé à la tête du poste de secours, envoie immédiatement à la rescousse le bateau de sauvetage CG 36500, sous le commandement du capitaine Bernie Webber. Ce dernier et son équipage de trois hommes se lancent dans une périlleuse mission à bord de leur embarcation sous-dimensionnée au regard des éléments déchaînés, un canot de bois de 11 mètres. Avant même qu’ils soient sortis du port, ils perdent le pare-brise et le compas de navigation.

Pourtant, les quatre hommes persévèrent, et malgré des vents de la force d’un ouragan, des vagues de 20 mètres de haut, des températures glaciales et une visibilité quasi nulle, ils parviennent miraculeusement à localiser le Pendleton. Au prix d’efforts inouïs, ils vont réussir à sauver 32 hommes sur les 33 que compte l’équipage.

Affrontant la colère destructrice de l’océan, 36 hommes, réfugiés sur un bateau prévu pour 12, vont tout faire pour rentrer chez eux.",U.S.A.,2016,The Walt Disney Company France,Long métrage,Anglais,85 000 000 USD,59 253 entrées,Couleur,143821,2.7,3.4,https://www.allocine.fr/film/fichefilm_gen_cfilm=221875.html
2016-02-24,243117,Merci Patron!,,24 février 2016,1h 24min,"Comédie, Documentaire",François Ruffin,François Ruffin,,"Pour Jocelyne et Serge Klur, rien ne va plus : leur usine fabriquait des costumes Kenzo (Groupe LVMH), à Poix-du-Nord, près de Valenciennes, mais elle a été délocalisée en Pologne. Voilà le couple au chômage, criblé de dettes, risquant désormais de perdre sa maison.

C'est alors que François Ruffin, fondateur du journal Fakir, frappe à leur porte. Il est confiant : il va les sauver. Entouré d'un inspecteur des impôts belge, d'une bonne soeur rouge, de la déléguée CGT, et d'ex-vendeurs à la Samaritaine, il ira porter le cas Klur à l'assemblée générale de LVMH, bien décidé à toucher le coeur de son PDG, Bernard Arnault. Mais ces David frondeurs pourront-ils l'emporter contre un Goliath milliardaire ?

Du suspense, de l'émotion, et de la franche rigolade. Nos pieds nickelés picards réussiront-ils à duper le premier groupe de luxe au monde, et l'homme le plus riche de France ?",France,2015,Jour2fête,Long métrage,Français,-,508 342 entrées,Couleur,143100,4.1,4.3,https://www.allocine.fr/film/fichefilm_gen_cfilm=243117.html
2016-02-24,233934,Cosmos,,9 décembre 2015,1h 42min,"Comédie dramatique, Policier",Andrzej Zulawski,Andrzej Zulawski,"Sabine Azéma, Jean-François Balmer, Jonathan Genet","Witold a raté ses examens de droit et Fuchs vient de quitter son emploi dans une société de mode parisienne. Ils vont passer quelques jours dans une pension dite de famille où les accueille une série de présages inquiétants : un moineau pendu dans la forêt, puis un bout de bois dans le même état et enfin des signes au plafond et dans le jardin. Dans cette pension il y a aussi une bouche torve, celle de la servante, et une bouche parfaite, celle de la jeune femme de la maison dont Witold tombe éperdument amoureux. Malheureusement, elle est fraîchement mariée à un architecte des plus convenables. Mais cette jeune femme est-elle, elle aussi, également convenable ? La troisième pendaison, celle du chat, est l’œuvre de Witold. Pourquoi ? Et surtout… la quatrième sera-t-elle humaine ?","France, Portugal",2015,Alfama Films,Long métrage,Français,-,4 736 entrées,Couleur,139965,2.7,2,https://www.allocine.fr/film/fichefilm_gen_cfilm=233934.html
2016-02-24,231605,Je Ne Suis Pas Un Salaud,,24 février 2016,1h 51min,Drame,Emmanuel Finkiel,Emmanuel Finkiel,"Nicolas Duvauchelle, Mélanie Thierry, Maryne Cayon","Lorsqu’il est violemment agressé dans la rue, Eddie désigne à tort Ahmed, coupable idéal qu’il avait aperçu quelques jours avant son agression. Alors que la machine judiciaire s’emballe pour Ahmed, Eddie tente de se relever auprès de sa femme et de son fils et grâce à un nouveau travail. Mais bientôt conscient de la gravité de son geste, Eddie va tout faire pour rétablir sa vérité. Quitte à tout perdre…",France,2014,Bac Films,Long métrage,Français,-,35 995 entrées,Couleur,127107,3.5,3.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=231605.html
2016-02-24,230081,Tempête,,24 février 2016,1h 29min,Drame,Samuel Collardey,"Samuel Collardey, Catherine Paillé","Dominique Leborne, Matteo Leborne, Mailys Leborne","A 36 ans, Dom est marin pêcheur en haute mer et ne rentre que quelques jours par mois à terre. En dépit de ses longues absences, il a la garde de ses deux enfants. Dom fait tout pour être un père à la hauteur. Il rêve même d’avoir sa propre affaire, un petit bateau de pêche à la journée qu’il exploiterait avec son fils. Assez grands pour s’assumer, Mailys et Mattéo n’en sont pas moins deux adolescents qui font leurs propres expériences. L’une d’elles, malheureuse, va forcer Dom à faire un choix entre son métier au grand large et sa vie de famille.",France,2015,Ad Vitam,Long métrage,Français,-,44 386 entrées,Couleur,135983,3.8,3.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=230081.html
2016-02-24,1346,Le Convoi sauvage,Man in the Wilderness,1 avril 1972,1h 44min,"Aventure, Drame, Western",Richard C. Sarafian,Jack DeWitt,"Sheila Raynor, John Huston, Richard Harris","Au 19ème siècle, un trappeur est laissé pour mort après avoir été blessé par un ours. Tout en tentant de survivre dans la nature, il cherche à se venger de ses ex-compagnons…",U.S.A.,1971,Warner Bros. France,Long métrage,Anglais,-,,Couleur,-,,3.9,https://www.allocine.fr/film/fichefilm_gen_cfilm=1346.html
2016-02-24,224579,L'Histoire du géant timide,Fúsi,24 février 2016,1h 34min,Drame,Dagur Kari,Dagur Kari,"Gunnar Jónsson, Ilmur Kristjánsdóttir, Sigurjón Kjartansson","C’est l’histoire d’un géant timide, ou comment Fúsi, colosse maladroit, englué dans un quotidien morose, va bouleverser sa vie par amour...","Islande, Danemark",2015,ARP Sélection,Long métrage,Islandais,-,40 214 entrées,Couleur,143957,3.4,3.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=224579.html
2016-02-24,236404,Aurora,,24 février 2016,1h 23min,Drame,Rodrigo Sepúlveda,Rodrigo Sepúlveda,"Amparo Noguera, Luis Gnecco, Jaime Vadell","Une enseignante, qui n’a jamais pu avoir d’enfants, décide d’adopter un nouveau-né qui a été retrouvé dans une décharge publique. Mais le bébé est mort, il n’a pas d’identité et la justice ne veut pas de précédent.",Chili,2014,Zootrope Films,Long métrage,Espagnol,-,308 entrées,Couleur,-,3.1,3.3,https://www.allocine.fr/film/fichefilm_gen_cfilm=236404.html
