"semaine","allocine_id","titre","titre_original","date_sortie","duree","genres","realisateur","scenaristes","cast","synopsis","nationalite","annee_production","distributeur","type_film","langues","budget","boxoffice_france","couleur","visa","note_presse","note_spectateurs","url"
2004-06-30,51739,"L'Armée des morts","Dawn of the Dead","30 juin 2004","1h 40min","Epouvante-horreur","Zack Snyder","George A. Romero, James Gunn","Sarah Polley, Ving Rhames, Jake Weber","Personne ne peut expliquer comment tout cela est arrivé, mais ce matin, le monde n'est plus qu'un immense cauchemar. La population de la planète se résume désormais à une horde de morts vivants assoiffés de sang et lancés à la poursuite des derniers êtres humains encore en vie. Après avoir miraculeusement réussi à s'échapper de son quartier, Ana Clark se barricade avec un petit groupe de survivants dans un centre commercial. André et sa femme enceinte, Michael et Kenneth, officiers de police, vont tout faire pour rester vivants. Alors que dehors, la situation est de pire en pire, à l'intérieur, il faut aussi faire face aux peurs et aux démons de chacun.","U.S.A.","2004","Metropolitan FilmExport","Long métrage","Anglais","28 000 000 USD","397 135 entrées","Couleur","110479",3.9,3.7,"https://www.allocine.fr/film/fichefilm_gen_cfilm=51739.html"
2004-06-30,49077,"Amour et amnésie","50 First Dates","30 juin 2004","1h 39min","Comédie, Romance","Peter Segal","George Wing, Lowell Ganz","Adam Sandler, Drew Barrymore, Rob Schneider","La vie de Henry Roth est simple. Lorsque ce vétérinaire spécialiste des animaux marins polaires ne travaille pas au parc Sea Life de Hawaï, il se consacre à son autre passion : les aventures sans lendemain avec de jolies touristes en mal de romantisme. Henry refuse toute liaison sérieuse par peur de compromettre son rêve de partir en Alaska étudier les morses...

Pourtant, lorsqu'il rencontre Lucy, il est tout de suite fasciné. Enfreignant sa propre règle qui lui interdit de charmer des jeunes femmes du coin, Henry aborde Lucy, discute agréablement avec elle et obtient même un rendez-vous pour le lendemain.

Lorsqu'il s'y présente, Lucy ne le reconnaît pas et hurle à l'agression. Henry va découvrir que la jeune femme souffre d'une étrange maladie qui, chaque nuit, lui fait tout oublier. S'il veut vivre quelque chose avec elle, chaque jour devra être comme le premier...","U.S.A.","2004","Columbia TriStar Films","Long métrage","Anglais","75 000 000 USD","86 698 entrées","Couleur","-",2.9,3.3,"https://www.allocine.fr/film/fichefilm_gen_cfilm=49077.html"
2004-06-30,56838,"Super Size Me",NA,"30 juin 2004","1h 38min","Documentaire","Morgan Spurlock","Morgan Spurlock","Morgan Spurlock, Alexandra Jamieson, Stephen Siegel","Le fast-food est partout. 37 % des enfants et des adolescents américains ont un problème de poids. Deux adultes sur trois sont atteints de surcharge pondérale ou d'obésité. Comment l'Amérique est-elle devenue aussi grosse ?

Pour mener son enquête, Morgan Spurlock a traversé les Etats-Unis et interrogé des spécialistes dans plus de vingt villes. Un ancien ministre de la santé, des profs de gym, des cuisiniers de cantines scolaires, des publicitaires, des avocats et des législateurs lui confient le résultat de leurs recherches, leurs sentiments, leurs craintes et leurs doutes.

Mais le fil rouge de ce documentaire est une expérience que Morgan Spurlock décide de mener sur lui-même. Sous la surveillance attentive de trois médecins, le voilà donc au régime MacMuffin, Big Mac, Royal Cheese, frites et coca.","U.S.A.","2004","Diaphana Distribution","Long métrage","Anglais","-",NA,"Couleur","110726",3.5,3.5,"https://www.allocine.fr/film/fichefilm_gen_cfilm=56838.html"
2004-06-30,44432,"D'autres mondes",NA,"30 juin 2004","1h 30min","Documentaire","Jan Kounen","Dominique Fausset, Manna Mégard",NA,"Ce documentaire nous fait découvrir l'univers des Shipibos-Conibos, une tribu indienne menée par le maître Questembesta, ainsi que le shamanisme, religion caractérisée par le culte de la nature, la croyance aux esprits et des pratiques telles que la transe ou l'extase.","France","2004","Eurozoom","Long métrage","Français","-",NA,"Couleur","-",3.5,4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=44432.html"
2004-06-30,38384,"La Grande combine","The Fortune Cookie","2 août 1967","2h 05min","Comédie","Billy Wilder","Billy Wilder, I.A.L Diamond","Jack Lemmon, Walter Matthau, Ron Rich","Harry Hinkle, caméraman, est blessé alors qu'il couvrait un match de football américain pour la télévision. Désormais à l'hôpital, il fait l'objet de toutes les attentions : son beau-frère, avocat, y voit l'affaire de sa carrière ; son ex-femme, appâtée par l'argent, se souvient brusquement de son existence ; et le sportif fautif, bourrelé de remords, compte bien veiller sur sa convalescence. Le tout sous l'oeil attentif d'un détective privé, engagé par les compagnies d'assurances...","U.S.A.","1966","-","Long métrage","Anglais","-",NA,"N&B","-",5,3.9,"https://www.allocine.fr/film/fichefilm_gen_cfilm=38384.html"
2004-06-30,53818,"Casablanca Driver",NA,"30 juin 2004","1h 30min","Comédie","Maurice Barthélémy","Maurice Barthélémy","Maurice Barthélémy, Isabelle Nanty, Dieudonné","""Todo Mach, m'en fou la mied' !""

Personne ne le comprend. Personne ne sait d'où il vient. Personne ne le prend au sérieux.

Casablanca Driver est le plus mauvais boxeur de tous les temps ou du moins de cette année 1969.

Suite à un malheureux concours de circonstances, ""Casa"" se retrouve face au champion de l'époque : Jimmy La Renta. Un combat totalement inégal à l'issue évidente et pourtant... Le miracle va peut-être avoir lieu.","France","2003","Mars Distribution","Long métrage","Français","-",NA,"Couleur","107 599",3.1,2.5,"https://www.allocine.fr/film/fichefilm_gen_cfilm=53818.html"
2004-06-30,55606,"Bienvenue en Suisse",NA,"30 juin 2004","1h 47min","Comédie","Léa Fazer","Léa Fazer","Denis Podalydès, Emmanuelle Devos, Vincent Perez","Thierry a quitté la Suisse depuis longtemps lorsqu'il doit y retourner avec Sophie, sa compagne, pour les obsèques de sa grand-mère. Là, un héritage inattendu et important lui est offert à la condition qu'il paraisse capable, aux yeux de ses oncles, d'en faire bon usage. Contrairement à son frère et sa soeur, il échoue et s'apprête même à renoncer à sa part lorsque son cousin, Aloïs (...qui se taperait volontiers Sophie), le persuade de tenter une seconde fois sa chance... Et de renouer avec les valeurs helvétiques !","France","2004","Pathé Films","Long métrage","Français","33 000 000 EUR",NA,"Couleur","106164",2.9,1.8,"https://www.allocine.fr/film/fichefilm_gen_cfilm=55606.html"
2004-06-30,56547,"Les Aventures extraordinaires de Michel Strogoff",NA,"30 juin 2004","1h 27min","Animation","Bruno-René Huchez","Alexandre Huchez, Quentin Huchez","Anthony Delon, Claire Keim, Mike Marshall","En Russie, des hordes de Tartares envahissent la Sibérie, dévastant les villages et semant la terreur parmi les populations. Les communications sont coupées et le Tsar, à Moscou, n'a d'autre solution que d'envoyer un homme prévenir son frère, le Grand Duc, à Irkoutsk, situé à 5 000 kilomètres, du danger imminent.

Qui, sinon Michel Strogoff, jeune et courageux capitaine, pourra mener à bien cette mission dangereuse ?","France","2003","Ciné Classic","Long métrage","Français","-",NA,"Couleur","104986",2.6,3,"https://www.allocine.fr/film/fichefilm_gen_cfilm=56547.html"
2004-06-30,56142,"Clara et moi",NA,"30 juin 2004","1h 26min","Romance","Arnaud Viard","Arnaud Viard","Julie Gayet, Julien Boisselier, Michel Aumont","Antoine a 33 ans. Il est idéaliste, perpétuellement insatisfait et à la recherche du grand amour. Son aisance naturelle et l'apparente légèreté avec laquelle il sillonne Paris ne masquent plus sa solitude. Et puis un jour, Antoine rencontre Clara : elle est belle, libre et généreuse, passant de l'insouciance à la gravité avec un charme auquel Antoine succombe instantanément. Ils sont faits l'un pour l'autre et n'ont jamais rien connu de tel. Mais la vie n'est pas si simple et ils auront à affronter des épreuves auxquelles ils ne sont pas préparés.","France","2003","-","Long métrage","Français","1 000 000 EUR",NA,"Couleur","108602",3.4,2.9,"https://www.allocine.fr/film/fichefilm_gen_cfilm=56142.html"
2004-06-30,41243,"Dans les cordes","Against the Ropes","30 juin 2004","1h 47min","Biopic, Drame","Charles S. Dutton","Cheryl Edwards","Meg Ryan, Omar Epps, Tim Daly","L'évocation des relations existant entre le boxeur Luther Shaw, champion en devenir, et son manager Jackie Kallen.","U.S.A., Allemagne","2002","United International Pictures (UIP)","Long métrage","Anglais","-",NA,"Couleur","-",2,2.4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=41243.html"
