"semaine","allocine_id","titre","titre_original","date_sortie","duree","genres","realisateur","scenaristes","cast","synopsis","nationalite","annee_production","distributeur","type_film","langues","budget","boxoffice_france","couleur","visa","note_presse","note_spectateurs","url"
2002-01-30,34193,"Donnie Darko",NA,"30 janvier 2002","1h 53min","Drame, Science Fiction","Richard Kelly","Richard Kelly","Jake Gyllenhaal, Jena Malone, Drew Barrymore","Middlesex, Iowa, 1988. Donnie Darko est un adolescent de seize ans pas comme les autres. Introverti et émotionnellement perturbé, il entretient une amitié avec un certain Frank, un lapin géant que lui seul peut voir et entendre. Une nuit où Donnie est réveillé par la voix de son ami imaginaire qui lui intime de le suivre, il réchappe miraculeusement à un accident qui aurait pu lui être fatal. Au même moment, Frank lui annonce que la fin du monde est proche. Dès lors, Donnie va obéir à la voix et provoquer une série d’événements qui sèmeront le trouble au sein de la communauté…","U.S.A.","2001","Carlotta Films","Long métrage","Anglais","4 500 000 USD",NA,"Couleur","104681",3.9,4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=34193.html"
2002-01-30,28537,"Astérix et Obélix : Mission Cléopâtre",NA,"30 janvier 2002","1h 52min","Comédie","Alain Chabat","Alain Chabat","Gérard Depardieu, Christian Clavier, Jamel Debbouze","Cléopâtre, la reine d’Égypte, décide, pour défier l'Empereur romain Jules César, de construire en trois mois un palais somptueux en plein désert. Si elle y parvient, celui-ci devra concéder publiquement que le peuple égyptien est le plus grand de tous les peuples. Pour ce faire, Cléopâtre fait appel à Numérobis, un architecte d'avant-garde plein d'énergie. S'il réussit, elle le couvrira d'or. S'il échoue, elle le jettera aux crocodiles.

Celui-ci, conscient du défi à relever, cherche de l'aide auprès de son vieil ami Panoramix. Le druide fait le voyage en Égypte avec Astérix et Obélix. De son côté, Amonbofis, l'architecte officiel de Cléopâtre, jaloux que la reine ait choisi Numérobis pour construire le palais, va tout mettre en œuvre pour faire échouer son concurrent.","France","2001","Pathé Films","Long métrage","Français","50 300 000 EUR","14 194 819 entrées","Couleur","100273",3.8,4.1,"https://www.allocine.fr/film/fichefilm_gen_cfilm=28537.html"
2002-01-30,28835,"From Hell",NA,"30 janvier 2002","2h 03min","Epouvante-horreur, Thriller","Albert Hughes, Allen Hughes","Terry Hayes, Rafael Yglesias","Johnny Depp, Heather Graham, Ian Holm","En 1888, à Londres, dans les rues mal famées du quartier de Whitechapel, un tueur en série, surnommé Jack l'Eventreur, rôde. D'une étonnante précision, ce mystérieux personnage éventre, la nuit tombée, des prostituées.

C'est ici qu'entre en scène l'inspecteur Fred Abberline. Cet agent de Scotland Yard comprend rapidement que ces crimes procèdent d'une mise en scène élaborée et supposent un ""doigté"" d'artiste, un sang-froid à toute épreuve et de solides connaissances en anatomie. Le policier, intuitif et visionnaire, dresse patiemment le profil de ce meurtrier hors normes et parvient à gagner la confiance de Mary Kelly, une jeune prostituée. Celle-ci va l'aider à résoudre cette périlleuse enquête.","U.S.A.","2001","UFD","Long métrage","Anglais","35 000 000 USD","705 585 entrées","Couleur","103747",3.4,3.5,"https://www.allocine.fr/film/fichefilm_gen_cfilm=28835.html"
2002-01-30,40624,"L'Etalon noir","The black stallion","19 mars 1980","1h 54min","Aventure, Drame, Famille","Carroll Ballard","Melissa Mathison, Jeanne Rosenberg","Kelly Reno, Mickey Rooney, Teri Garr","Alors qu'il voyage en compagnie de son père, le jeune Alec Ramsey se retrouve sur un paquebot qui fait naufrage en pleine mer. Le garçon est sauvé par un bel étalon noir. Tous les deux échouent, épuisés, sur une île déserte. Alec tente d'apprivoiser le cheval et le nomme Black en raison de sa couleur. C'est le début d'une grande amitié.","U.S.A.","1979","-","Long métrage","Arabe, Anglais, Italien","2 700 000 USD",NA,"Couleur","-",NA,3.2,"https://www.allocine.fr/film/fichefilm_gen_cfilm=40624.html"
2002-01-30,36402,"L'Afrance",NA,"30 janvier 2002","1h 30min","Comédie dramatique","Alain Gomis","Alain Gomis","Djolof Mbengue, Delphine Zingg, Samir Guesmi","El Hadj étudie à Paris. Il s'apprête à retourner au Sénégal pour participer au développement du pays. Mais ce voyage est soudainement remis en cause.","France","2001","-","Long métrage","Dialecte africain, Français","-",NA,"Couleur","97934",3.8,2.8,"https://www.allocine.fr/film/fichefilm_gen_cfilm=36402.html"
2002-01-30,34485,"Le Métier des armes","Il Mestiere delle armi","30 janvier 2002","1h 40min","Drame, Guerre, Historique","Ermanno Olmi","Ermanno Olmi","Sergio Grammatico, Dimitar Ratchkov, Dessy Tenekedjieva","Jean de Médicis, un noble chevalier de 28 ans, est le capitaine de l'armée papale durant la campagne contre les lansquenets de Charles Quint, empereur d'Allemagne. Ces derniers déferlent sur l'Italie sous les ordres du général Frundsberg.

Malgré son jeune âge, Jean de Médicis est très convoité par les princes et les papes qui se le disputent pour ses qualités de combattant et sa grande expérience dans le maniement des armes. Déjà, de son vivant, il est assimilé à un mythe.

Mais la chute n'est pas loin.","France, Italie, Allemagne","2001","Mars Distribution","Long métrage","Italien","-",NA,"Couleur","-",3.3,3.2,"https://www.allocine.fr/film/fichefilm_gen_cfilm=34485.html"
2002-01-30,35971,"American rhapsody","An American Rhapsody","30 janvier 2002","1h 46min","Drame","Eva Gardos","Eva Gardos","Scarlett Johansson, Nastassja Kinski, Mae Whitman","Dans les années cinquante, Margit et Peter, un couple d'intellectuels, décide de fuir la Hongrie communiste afin de vivre le rêve américain. Pour faciliter cette évasion, ils confient leur bébé, Suzanne, à sa grand-mère, censée assurer son transfert à Vienne dans les prochaines 48 heures.

Margit et Peter parviennent à passer la frontière, mais la vieille dame est arrêtée et contrainte par les autorités de se séparer de Suzanne. C'est Teri et Jeno, un couple sans enfants, qui en ont dorénavant la charge.

Restée au pays, Suzanne connaît une enfance paisible, jusqu'au jour où ses véritables parents, résidant en Californie, tentent de la récupérer.","Canada, Hongrie, U.S.A.","2001","United International Pictures (UIP)","Long métrage","Anglais, Hongrois","-",NA,"Couleur","-",2.9,3.4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=35971.html"
2002-01-30,1387,"Ô vous mes oies !","Oj, vi goesi","30 janvier 2002","1h 28min","Drame","Lidiya Bobrova",NA,"Y. Bobrova, Valeri Frolov, V. Sobolev","Trois frères, aux caractères diamétralement opposés, sont sans le sou et éprouvent des difficultés à s'insérer dans la société. Dans leur village perdu aux confins de la Russie, ils écoutent à la radio la retransmission des Jeux Olympiques de Moscou. L'euphorie moscovite ne fait qu'accentuer leur sentiment d'isolement et la monotonie de leur vie.","Russie","1991","Les Films du Paradoxe","Long métrage","Russe","-",NA,"Couleur","-",3.2,NA,"https://www.allocine.fr/film/fichefilm_gen_cfilm=1387.html"
2002-01-30,45435,"Neutre",NA,"30 janvier 2002","1h 30min","Drame","Xavier Ruiz","Nicolas Cuthebert","Gaspard Boesch, Olivier Yglesias, Roberto Bestazzoni","De nos jours, en Suisse, six soldats et leur lieutenant sont en mission d'exploration à quelques jours de la fin d'un cours de répétition. Malencontreusement, à cause d'une bavure, le groupe se perd et finit par pénétrer accidentellement sur le territoire français. Le lieutenant est alors confronté à un véritable dilemme: rentrer en Suisse par la douane la plus proche est ainsi en accepter les conséquences pénales - en effet, tout homme de nationalité suisse qui traverse la frontière avec son fusil d'assaut, est automatiquement considéré comme déserteur; rentrer au pays illégalement en passant par la forêt, terrain étranger et parfois dangereux. Dans la petite troupe, chaque soldat a ses raisons d'opter pour la seconde solution. Finalement, ce sera uniquement pour des raisons d'ambition personnelle que le lieutenant tranchera en faveur du choix de ses hommes. En prenant une décision, qui sur l'instant leur semble bien abstraite, ils se condamnent à subir une tragédie bien réelle que va éprouver chaque homme de la section, les poussant sans relâche vers le point de non-retour. Les barrières entre soldats et civils s'effondrent pour laisser place seule à leur vulnérabilité.","Suisse","2001","-","Long métrage","Français","-",NA,"Couleur","-",NA,3.1,"https://www.allocine.fr/film/fichefilm_gen_cfilm=45435.html"
2002-01-30,38686,"Un Taxi à Pékin","Xiari nuanyangyang","30 janvier 2002","1h 37min","Drame","Ning Ying","Dai Ning, Ning Ying","Yu Lei, Zuo Baito, Tao Hong","Dans un bureau de conciliation avant divorce, une employée enregistre la demande de Feng De et de son épouse de se séparer. Ce dernier redevient chauffeur de taxi. Mais les temps ont changé et Feng De va devoir surmonter quelques difficultés pour exercer à bien son ancien métier.","Chine","2001","Connaissance du Cinéma","Long métrage","Chinois","-",NA,"Couleur","-",3.4,2.8,"https://www.allocine.fr/film/fichefilm_gen_cfilm=38686.html"
