semaine,allocine_id,titre,titre_original,date_sortie,duree,genres,realisateur,scenaristes,cast,synopsis,nationalite,annee_production,distributeur,type_film,langues,budget,boxoffice_france,couleur,visa,note_presse,note_spectateurs,url,annee
1998-09-23,18639,Ainsi va la vie,Hope Floats,1998-09-23,1h 55min,"Comédie dramatique, Romance",Forest Whitaker,Steven Rogers,"Sandra Bullock, Harry Connick Jr, Gena Rowlands","Un stupide """"jeu de la vérité"""" télevisé révèle soudain a Birdee, mère et épouse heureuse, que son mari la trompe avec sa meilleure amie et qu'il s'apprète à divorcer. Effondrée, Birdee retourne chez sa mère, Ramona qui vit dans la petite bourgade texane de Smithville. Dans l'ambiance chaleureuse et desuète de ce lieu inchangé, Birdee revit avec emotion ses souvenirs de jeunesse et refait connaissance avec Justin Matisse, prétendant timide et gauche qui n'a jamais cessé de l'aimer.",U.S.A.,1998,UFD,Long métrage,Anglais,30 000 000 USD,,Couleur,94966,,2.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=18639.html,1998
1998-09-23,18561,La classe de neige,,1998-09-23,1h 36min,Drame,Claude Miller,"Emmanuel Carrère, Claude Miller","Clément Van Den Bergh, Emmanuelle Bercot, Lokman Nalcakan","Craintif et anxieux, Nicolas, 12 ans, est en proie à un imaginaire terrifiant. Un jour, en classe de neige, il apprend qu'un enfant du village voisin est porté disparu. Puisant dans le stock de ses cauchemars familiers, il entraîne son ami Hodkann dans un scénario à suspense.",France,1998,L.C.J. Editions et Productions,Long métrage,Français,-,,Couleur,92 453,,3.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=18561.html,1998
1998-09-23,89343,Conte d'automne,,1998-09-23,1h 50min,"Comédie, Drame",Eric Rohmer,Eric Rohmer,"Béatrice Romand, Marie Rivière, Alain Libolt","Magali, viticultrice de quarante cinq-ans, se sent isolée dans sa campagne depuis que son fils et sa fille sont partis. Une de ses amies, Isabelle, lui cherche à son insu un mari. Quant a Rosine, la petite amie de son fils, elle veut lui presenter son ancien professeur de philosophie, Etienne, avec qui elle a eu une liaison. Etienne lui deplaît immediatement, tandis qu'elle se sent tout de suite attirée par Gerald, le choix d'Isabelle.",France,1998,Les Films du Losange,Long métrage,Français,-,,Couleur,-,,3.3,https://www.allocine.fr/film/fichefilm_gen_cfilm=89343.html,1998
1998-09-23,18638,Warriors of Virtue,,1998-09-23,1h 43min,"Action, Fantastique",Ronny Yu,"Michael Vickerman, Hugh Kelley","Angus Macfadyen, Mario Yedidia, Marley Shelton","Ryan Jeffers rêve de faire partie de l'équipe de football de son école mais un problème à la jambe le met à l'écart. Heureusement, il y a Ming, chef-cuisinier dans un restaurant chinois, qui l'épate avec son étonnante manière de cuisiner tout en faisant du kung-fu. Un jour Ming lui donne un vieux manuscrit pour l'aider à découvrir la force qui est en lui. D'abord sceptique, Ryan va bientôt se rendre compte que ce cadeau est bien plus qu'un simple livre. Sa lecture va non seulement lui donner de l'assurance mais l'entraîner dans un voyage fantastique.","Chine, U.S.A.",1997,-,Long métrage,"Chinois, Anglais",-,,Couleur,95366,,2.3,https://www.allocine.fr/film/fichefilm_gen_cfilm=18638.html,1998
1998-09-23,17800,Inquiétude,Inquietude,1998-09-23,1h 50min,Drame,Manoel de Oliveira,Manoel de Oliveira,"Leonor Baldaque, Rita Blanco, Luís Miguel Cintra","""""Inquietude"""" mêle trois histoires: """"les Immortels"""", pièce de théâtre de Prista Monteiro; """"Suzy"""", la nouvelle d'Antonio Patricio et """"la Mère d'un fleuve"""", d'Agustina Bessa-Luis. Le thème central de ces trois petites histoires montre le désir latent chez les mortels d'atteindre à l'immortalité. La première raconte l'histoire d'un père qui incite son fils au suicide, la deuxième celle d'une coquette qui meurt au grand desespoir d'un dandy auquel un ami raconte dans la troisième, une histoire d'amour, celle de Fisalina, une fille de la campagne","France, Suisse, Portugal, Espagne",1998,-,Long métrage,Portugais,450 000 000,,Couleur,-,,3,https://www.allocine.fr/film/fichefilm_gen_cfilm=17800.html,1998
2019-05-08,18561,La classe de neige,"",1998-09-23,1h 36min,Drame,Claude Miller,"Emmanuel Carrère, Claude Miller","Clément Van Den Bergh, Emmanuelle Bercot, Lokman Nalcakan","Craintif et anxieux, Nicolas, 12 ans, est en proie à un imaginaire terrifiant. Un jour, en classe de neige, il apprend qu'un enfant du village voisin est porté disparu. Puisant dans le stock de ses cauchemars familiers, il entraîne son ami Hodkann dans un scénario à suspense.",France,1998,L.C.J. Editions et Productions,Long métrage,Français,-,"",Couleur,92 453,,3.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=18561.html,1998
1998-09-30,18598,Il faut sauver le soldat Ryan,Saving Private Ryan,1998-09-30,2h 49min,"Drame, Guerre",Steven Spielberg,Robert Rodat,"Tom Hanks, Edward Burns, Matt Damon","Alors que les forces alliées débarquent à Omaha Beach, Miller doit conduire son escouade derrière les lignes ennemies pour une mission particulièrement dangereuse : trouver et ramener sain et sauf le simple soldat James Ryan, dont les trois frères sont morts au combat en l'espace de trois jours. Pendant que l'escouade progresse en territoire ennemi, les hommes de Miller se posent des questions. Faut-il risquer la vie de huit hommes pour en sauver un seul ?",U.S.A.,1998,Paramount Pictures France,Long métrage,"Anglais, Français, Allemand",70000000 USD,3 750 882 entrées,Couleur,-,3,4.4,https://www.allocine.fr/film/fichefilm_gen_cfilm=18598.html,1998
1998-09-30,91028,"Chat noir, chat blanc","Crna macka, beli macor",1998-09-30,2h 10min,"Comédie, Drame, Judiciaire",Emir Kusturica,"Emir Kusturica, Gordan Mihic","Bajram Severdzan, Srdjan Todorovic, Branka Katic","Matko le gitan, qui vit au bord du Danube de petits trafics avec les Russes, a besoin d'argent pour réaliser un coup important. Il demande à Grga Pitic, parrain de la communauté gitane et vieil ami de la famille, de le financer. Grga accepte, mais Matko n'est pas à la hauteur et se fait doubler par le dangereux Dadan. Pour solder sa dette, Dadan lui propose de marier son fils Zare à Ladybird, sa minuscule soeur cadette. Mais Zane en aime une autre, la blonde Ida. Le mariage a lieu. La mariée profite d'un moment d'inattention et s'enfuit.","Grèce, Autriche, Yougoslavie, Allemagne, France",1998,MK2 Films,Long métrage,"Allemand, Roumain, Serbe",-,,Couleur,87909,4.4,3.9,https://www.allocine.fr/film/fichefilm_gen_cfilm=91028.html,1998
1998-09-30,18688,Ugly,The Ugly,1998-09-30,1h 31min,Epouvante-horreur,Scott Reynolds,,"Rebecca Hobbs, Paolo Rotondo, Jennifer Ward-Lealand","Simon Cartwright, serial killer interné depuis cinq ans dans un hôpital psychiatrique, semble guéri. Delivré des hallucinations qui le hantaient, il veut prouver à tous sa guerison. Il doit d'abord convaincre sa psychologue Karen Shoemaker. Karen le croit guéri, puis à la confiance succèdent le scepticisme et la méfiance. Karen pénètre dans l'univers tourmenté de Simon, qu'elle pousse dans ses derniers retranchements.",Nouvelle-Zélande,1997,-,Long métrage,-,-,,Couleur,-,,2.9,https://www.allocine.fr/film/fichefilm_gen_cfilm=18688.html,1998
1998-09-30,192449,L'Enfant des terres blondes (TV),,1998-10-03,1h 25min,Drame,Edouard Niermans,"Alain Le Henry, Edouard Niermans","Jean Yanne, Veronika Varga, Lucie Barret","Durant la seconde guerre mondiale, une jeune femme est violée par des allemands et assiste, impuissante, à l'assassinat de son amant. Enceinte, elle sombre dans un mutisme total et abandonne l'enfant. Dix années plus tard, elle le retrouve, mais les retrouvailles s'avèrent difficiles.",France,1998,Gaumont Télévision,Télefilm,Français,-,,-,-,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=192449.html,1998
1998-10-07,18865,Meurtre parfait,A Perfect Murder,1998-10-07,1h 46min,"Policier, Thriller",Andrew Davis,Patrick Smith Kelly,"Michael Douglas, Gwyneth Paltrow, Viggo Mortensen","Une des figures les plus influentes de la finance americaine, Steven Taylor, ambitieux, possessif et secret, a des raisons de s'inquiéter. Sa très jolie jeune femme, lasse d'être traitée en potiche, file l'amour le plus romantique avec un peintre, David Shaw. Une fois convaincu de l'infidelité de sa femme, Taylor mène une enquête sur son rival et découvre des éléments troublants: un changement d'identité, des délits multiples et une ancienne liaison, conclue par une mort violente. Steven concoit alors une vengeance diabolique en obligeant Shaw à tuer son épouse.",U.S.A.,1998,Warner Bros. France,Long métrage,"Anglais, Allemand",-,,Couleur,95314,,2.9,https://www.allocine.fr/film/fichefilm_gen_cfilm=18865.html,1998
1998-10-07,17116,Le Monde des Borrowers,The Borrowers,1998-10-07,1h 23min,"Comédie, Famille, Fantastique",Peter Hewitt,"Gavin Scott, John Kamps","John Goodman, Jim Broadbent, Celia Imrie","L'histoire des Borrowers, petits parasites qui ne depassent pas quinze centimetres et qui vivent dans nos maisons. Ils ne doivent jamais etre decouverts et ne doivent jamais chaparder plus que ce dont ils ont besoin.","U.S.A., Grande-Bretagne",1996,PolyGram Film Distribution,Long métrage,Anglais,29 000 000 USD,,Couleur,95 580,,2.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=17116.html,1998
1998-10-07,18596,Le Poulpe,,1998-10-07,1h 40min,Policier,Guillaume Nicloux,"Guillaume Nicloux, Jean-Bernard Pouy","Jean-Pierre Darroussin, Clotilde Courau, Julie Delarme","Gabriel Letourneur, alias le Poulpe, accompagne son amie Cheryl à Morsang, petite ville balnéaire de l'ouest de la France ou ses grands-parents reposent, plus exactement reposaient, car leur tombe vient d'être profanée. La police n'a pas l'ombre d'une piste sur les pilleurs du cimetière mais le Poulpe se rend compte très vite que deux des profanateurs ont déjà été assassinés. Pourquoi ces adolescents sans ambition sont-ils devenus des témoins gênants ?",France,1998,Bac Films,Long métrage,Français,-,,Couleur,92411,,2.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=18596.html,1998
1998-10-07,18882,Oscar Wilde,Wilde,1998-10-07,1h 55min,"Biopic, Drame",Brian Gilbert,Julian Mitchell,"Stephen Fry, Jude Law, Vanessa Redgrave","Evocation des amours peu conformes, pour son époque, de l'auteur du """"Portrait de Dorian Gray"""", célèbre dans son pays avant d'avoir écrit une ligne par ses epigrammes et ses mots d'esprit. Après une liaison tumultueuse avec lord Alfred Douglas, alias Bosie, dont l'intelligence, la beauté et l'insolence le fascinaient, il est dénoncé comme sodomite par le marquis de Queensberry, le père de Bosie. L'écrivain, bien que passible de prison, refuse l'exil et décide courageusement de faire face en poursuivant le marquis pour calomnie.","Grande-Bretagne, Allemagne, Japon",1997,CTV International,Long métrage,Anglais,10 000 000 USD,,Couleur,94 454,,3.4,https://www.allocine.fr/film/fichefilm_gen_cfilm=18882.html,1998
1998-10-07,17744,Lulu on the Bridge,,1998-10-07,1h 43min,"Drame, Romance",Paul Auster,Paul Auster,"Harvey Keitel, Richard Edson, Don Byron","Dans les rues de Manhattan, Izzy, un saxophoniste de jazz, tombe par hasard sur le cadavre d'un inconnu et se saisit machinalement de sa mallette. Il y trouve un numéro de téléphone et un coffret contenant une mystérieuse pierre. Le numéro de téléphone aboutit chez Celia, une jeune actrice, et sous la magie de la pierre, il tombe amoureux. Mais de drôles d'individus sont à la recherche de la pierre. L'histoire nous entraîne alors dans la boîte de Pandore qu'est l'âme d'Izzy.",U.S.A.,1997,-,Long métrage,Anglais,-,,Couleur,93093,,3.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=17744.html,1998
1998-10-07,18689,Sexe et autres complications,The Opposite of Sex,1998-10-07,1h 41min,Comédie dramatique,Don Roos,Don Roos,"Christina Ricci, Martin Donovan, Lisa Kudrow","Après une vie de famille par trop perturbée, Dedee Truit, seize ans, quitte sa famille pour s'installer chez son demi-frère Bill à South Bend dans l'Indiana. Paisible professeur d'anglais, Bill est homosexuel. La mort de son amant l'a laissé riche. Lorsque Dedee débarque, Bill essaie de retrouver goût à la vie en compagnie de son nouvel ami Matt. Mais Dedee, très attirée par Matt, a une liaison avec lui. Les rapports du trio se compliquent quand Dedee révèle qu'elle est enceinte de Matt.",U.S.A.,1998,-,Long métrage,Anglais,-,,Couleur,95352,,2.3,https://www.allocine.fr/film/fichefilm_gen_cfilm=18689.html,1998
1998-10-07,18866,Terminus Paradis,,1998-10-07,1h 39min,"Drame, Romance",Lucian Pintilie,"Lucian Pintilie, Razvan Popescu","Costel Cascaval, Dorina Chiriac, Razvan Vasilescu","Un jour d'été dans la péripherie de Bucarest, Norica, jeune serveuse et Mitou se rencontrent, se provoquent, et jouent a qui boira le plus. Le lendemain, Mitou ne se rappelle de rien. Que s'est-il passe entre eux? En tout cas il est amoureux mais Norica doit épouser Gili, son amant et patron, et Mitou doit partir a l'armée. Sa passion pour Norica va le pousser a des actes extremes, et surtout inconcevables pour la societe dans laquelle ils vivent. Grand prix special du jury, Venise 1998.","France, Roumanie, Italie",1998,-,Long métrage,Roumain,-,,Couleur,-,,3,https://www.allocine.fr/film/fichefilm_gen_cfilm=18866.html,1998
1998-10-14,18524,Le Masque de Zorro,The Mask of Zorro,1998-10-14,2h 16min,"Action, Aventure, Romance",Martin Campbell,"John Eskow, Ted Elliot","Anthony Hopkins, Antonio Banderas, Catherine Zeta-Jones","Après vingt ans de prison, Don Diego de La Vega, alias Zorro, qui a autrefois combattu avec succès l'oppression espagnole et qui est toujours poursuivi par la haine du gouverneur Rafael Montero, se cherche un successeur. Il rencontre alors un jeune brigand, Alejandro Murieta, qui a lui aussi quelques comptes a régler avec l'ancien gouverneur. Apres une formation complète, de La Vega remet a son élève le masque de Zorro, son épée et son fouet et l'envoie déjouer le sinistre complot de Montero visant a confisquer la Californie au Mexique.",U.S.A.,1998,-,Long métrage,"Anglais, Allemand",65 000 000 USD,2 915 913 entrées,Couleur,92853,3.2,3.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=18524.html,1998
1998-10-14,18523,Pile et face,Sliding Doors,1998-10-14,1h 44min,"Comédie, Romance",Peter Howitt,Peter Howitt,"Gwyneth Paltrow, Jeanne Tripplehorn, John Lynch","Les jeux de l'amour et du hasard à travers l'histoire d'Helen considerée de deux points de vue: Helen apprend par son patron qu'elle est licenciée. Elle decide de prendre le métro pour annoncer la mauvaise nouvelle à son amant, Gerry. Mais les portes de la rame se referment sous son nez. Agressée par un voleur a la tire, elle se retrouve aux urgences. Elle rejoint Gerry qui sort tout juste des bras de sa maîtresse. Et si Helen était montée dans le metro? Elle y aurait rencontré James, un charmant jeune homme, plein d'esprit et amateur des Monty Python.","Grande-Bretagne, U.S.A.",1998,Agence Méditerranéenne de Location de Films (A.M.L.F.),Long métrage,Anglais,6 000 000 USD,,Couleur,93854,,2.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=18523.html,1998
1998-10-14,29767,"Excalibur, l'épée magique",Quest for Camelot,1998-10-14,1h 25min,"Animation, Aventure",Frederik Du Chau,"Kirk DeMicco, William Schifrin","Jessalyn Gilsig, Andrea Corr, Cary Elwes","Quand le malefique sir Ruber et son acolyte Griffin s'emparent d'Excalibur, l'epee magique des chevaliers de la Table ronde, la jeune et courageuse Kayley, qui reve d'appartenir a cette noble confrerie, s'embarque sans hesiter dans une longue et dangereuse quete pour retrouver l'epee magique et sauver Camelot. Garrett, un jeune ermite aveugle refugie au coeur de la tenebreuse foret interdite, devient son fidele allie, ainsi qu'un gentil dragon bicephale, Devon & Cornouailles. Entouree de ses nouveaux amis, Kayley parviendra-t-elle a realiser son reve?",U.S.A.,1998,Warner Bros. France,Long métrage,Anglais,40 000 000 USD,,Couleur,95354,,3.6,https://www.allocine.fr/film/fichefilm_gen_cfilm=29767.html,1998
