allocine_id,titre,annee,acteur
31357,La révolution française,1792,Klaus Maria Brandauer
31357,La révolution française,1792,François Cluzet
31357,La révolution française,1792,Jean-François Balmer
2186,Le Cabinet du docteur Caligari,1922,Werner Krauss
2186,Le Cabinet du docteur Caligari,1922,Conrad Veidt
2186,Le Cabinet du docteur Caligari,1922,Lil Dagover
2239,L'Inhumaine,1924,Jaque Catelain
2239,L'Inhumaine,1924,Georgette Leblanc
240,Metropolis,1927,Brigitte Helm
240,Metropolis,1927,Alfred Abel
240,Metropolis,1927,Rudolf Klein-Rogge
115,L'Aurore,1928,George O'Brien
115,L'Aurore,1928,Janet Gaynor
115,L'Aurore,1928,Margaret Livingstone
7113,Les Ailes,1928,Clara Bow
7113,Les Ailes,1928,Charles Buddy Rogers
7113,Les Ailes,1928,Richard Arlen
82,L'Ange bleu,1930,Marlene Dietrich
82,L'Ange bleu,1930,Emil Jannings
82,L'Ange bleu,1930,Kurt Gerron
2595,La Chienne,1931,Janie Marèse
2595,La Chienne,1931,Michel Simon
2595,La Chienne,1931,Georges Flamant
45978,"Tarzan, l'homme singe",1932,Johnny Weissmuller
45978,"Tarzan, l'homme singe",1932,Neil Hamilton
45978,"Tarzan, l'homme singe",1932,Maureen O'Sullivan
2143,Boudu sauvé des eaux,1932,Charles Granval
2143,Boudu sauvé des eaux,1932,Marcelle Hainia
2143,Boudu sauvé des eaux,1932,Max Dalban
296,Scarface,1933,Paul Muni
296,Scarface,1933,Ann Dvorak
296,Scarface,1933,Karen Morley
15168,Amour défendu,1933,Robert Graves
15168,Amour défendu,1933,Claude Kingston
15168,Amour défendu,1933,Barbara Stanwyck
727,King Kong,1933,Fay Wray
727,King Kong,1933,Robert Armstrong
727,King Kong,1933,Bruce Cabot
3908,La Grande Muraille,1933,Barbara Stanwyck
3908,La Grande Muraille,1933,Walter Connolly
3908,La Grande Muraille,1933,Nils Asther
1269,La Soupe au canard,1934,Groucho Marx
1269,La Soupe au canard,1934,Harpo Marx
1269,La Soupe au canard,1934,Chico Marx
1557,New York-Miami,1934,Clark Gable
1557,New York-Miami,1934,Claudette Colbert
1557,New York-Miami,1934,Ward Bond
6812,L'Homme qui en savait trop,1935,Peter Lorre
6812,L'Homme qui en savait trop,1935,Leslie Banks
6812,L'Homme qui en savait trop,1935,Edna Best
6448,La Bandera,1935,Annabella
6448,La Bandera,1935,Robert Ozanne
6448,La Bandera,1935,Maurice Lagrenee
485,Le Chat noir,1936,Boris Karloff
485,Le Chat noir,1936,Bela Lugosi
485,Le Chat noir,1936,David Manners
2549,L'Extravagant Mr. Deeds,1936,Gary Cooper
2549,L'Extravagant Mr. Deeds,1936,Jean Arthur
2549,L'Extravagant Mr. Deeds,1936,George Bancroft
3415,La Belle équipe,1936,Jean Gabin
3415,La Belle équipe,1936,Charles Vanel
3415,La Belle équipe,1936,Raymond Aimos
10994,Mon homme Godfrey,1936,William Powell
10994,Mon homme Godfrey,1936,Carole Lombard
10994,Mon homme Godfrey,1936,Alice Brady
31179,Furie,1936,Spencer Tracy
31179,Furie,1936,Sylvia Sidney
31179,Furie,1936,Edward Ellis
7179,Le Roman de Marguerite Gautier,1937,Greta Garbo
7179,Le Roman de Marguerite Gautier,1937,Robert Taylor
7179,Le Roman de Marguerite Gautier,1937,Lionel Barrymore
2600,Horizons perdus,1937,Ronald Colman
2600,Horizons perdus,1937,John Howard (III)
2600,Horizons perdus,1937,Edward Everett Horton
338,La grande illusion,1937,Jean Gabin
338,La grande illusion,1937,Dita Parlo
338,La grande illusion,1937,Erich Von Stroheim
45848,La Joyeuse suicidée,1938,Carole Lombard
45848,La Joyeuse suicidée,1938,Fredric March
45848,La Joyeuse suicidée,1938,Charles Winninger
2367,Vous ne l'emporterez pas avec vous,1938,Jean Arthur
2367,Vous ne l'emporterez pas avec vous,1938,Lionel Barrymore
2367,Vous ne l'emporterez pas avec vous,1938,James Stewart
196825,Menaces sur la ville,1938,Humphrey Bogart
196825,Menaces sur la ville,1938,George Brent
196825,Menaces sur la ville,1938,Gloria Dickson
575,Hôtel du Nord,1938,Louis Jouvet
575,Hôtel du Nord,1938,Arletty
575,Hôtel du Nord,1938,Annabella
30150,La Fin du jour,1939,Louis Jouvet
30150,La Fin du jour,1939,Michel Simon
30150,La Fin du jour,1939,Victor Francen
1834,La Chevauchée fantastique,1939,John Wayne
1834,La Chevauchée fantastique,1939,Claire Trevor
1834,La Chevauchée fantastique,1939,Thomas Mitchell
2751,Seuls les anges ont des ailes,1939,Cary Grant
2751,Seuls les anges ont des ailes,1939,Jean Arthur
2751,Seuls les anges ont des ailes,1939,Richard Barthelmess
307,La Taverne de la Jamaïque,1939,Charles Laughton
307,La Taverne de la Jamaïque,1939,Leslie Banks
307,La Taverne de la Jamaïque,1939,Maureen O'Hara
2640,Mr. Smith au Sénat,1940,Claude Rains
2640,Mr. Smith au Sénat,1940,James Stewart
2640,Mr. Smith au Sénat,1940,Jean Arthur
606,Les Visiteurs du soir,1942,Arletty
606,Les Visiteurs du soir,1942,Fernand Ledoux
606,Les Visiteurs du soir,1942,Marie Déa
4079,La Main du diable,1943,Pierre Fresnay
4079,La Main du diable,1943,Noël Roquevert
4079,La Main du diable,1943,Pierre Larquey
34879,"Sobibor, 14 octobre 1943, 16 heures",1943,Yehuda Lerner
147686,Ceux qui servent en mer,1944,Bernard Miles
147686,Ceux qui servent en mer,1944,Celia Johnson
147686,Ceux qui servent en mer,1944,Daniel Massey
327,Les Voyages de Gulliver,1944,Sam Parker
327,Les Voyages de Gulliver,1944,Jack Mercer
327,Les Voyages de Gulliver,1944,Livonia Warren
679,Rendez-vous,1945,Margaret Sullavan
679,Rendez-vous,1945,James Stewart
679,Rendez-vous,1945,Frank Morgan
51593,La Cage aux rossignols,1945,Noël-Noël
51593,La Cage aux rossignols,1945,Micheline Francey
51593,La Cage aux rossignols,1945,Georges Biscot
939,L'Impossible Monsieur Bébé,1946,Cary Grant
939,L'Impossible Monsieur Bébé,1946,Katharine Hepburn
939,L'Impossible Monsieur Bébé,1946,Charles Ruggles
3402,L'Esprit s'amuse,1946,Rex Harrison
3402,L'Esprit s'amuse,1946,Constance Cummings
3402,L'Esprit s'amuse,1946,Margaret Rutherford
7072,Le Voleur de Bagdad,1946,Conrad Veidt
7072,Le Voleur de Bagdad,1946,Sabu (II)
7072,Le Voleur de Bagdad,1946,June Duprez
857,Citizen Kane,1946,Orson Welles
857,Citizen Kane,1946,Joseph Cotten
857,Citizen Kane,1946,Dorothy Comingore
1594,Qu'elle était verte ma vallée,1946,Roddy McDowall
1594,Qu'elle était verte ma vallée,1946,Walter Pidgeon
1594,Qu'elle était verte ma vallée,1946,Maureen O'Hara
177450,Le Suspect,1946,Charles Laughton
177450,Le Suspect,1946,Rosalind Ivan
177450,Le Suspect,1946,Ella Raines
2451,Un revenant,1946,Louis Jouvet
2451,Un revenant,1946,Gaby Morlay
2451,Un revenant,1946,Ludmilla Tcherina
2154,Fantasia,1946,Deems Taylor
2154,Fantasia,1946,Leopold Stokowski
2154,Fantasia,1946,Walt Disney
2684,La Splendeur des Amberson,1946,Joseph Cotten
2684,La Splendeur des Amberson,1946,Tim Holt
2684,La Splendeur des Amberson,1946,Anne Baxter
4291,Brève Rencontre,1946,Celia Johnson
4291,Brève Rencontre,1946,Trevor Howard
4291,Brève Rencontre,1946,Cyril Raymond
52122,Le Signe de Zorro,1946,Tyrone Power
52122,Le Signe de Zorro,1946,Linda Darnell
52122,Le Signe de Zorro,1946,Basil Rathbone
2748,Hantise,1947,Charles Boyer
2748,Hantise,1947,Ingrid Bergman
2748,Hantise,1947,Joseph Cotten
10016,Panique,1947,Michel Simon
10016,Panique,1947,Viviane Romance
10016,Panique,1947,Lucas Gridoux
19314,Dix petits Indiens,1947,Roland Young
19314,Dix petits Indiens,1947,Barry Fitzgerald
19314,Dix petits Indiens,1947,Mischa Auer
5238,La Poursuite infernale,1947,Henry Fonda
5238,La Poursuite infernale,1947,Cathy Downs
5238,La Poursuite infernale,1947,Victor Mature
32347,La Charge fantastique,1947,Errol Flynn
32347,La Charge fantastique,1947,Olivia de Havilland
32347,La Charge fantastique,1947,Arthur Kennedy
1318,La Lettre,1947,Bette Davis
1318,La Lettre,1947,Herbert Marshall
1318,La Lettre,1947,James Stephenson
4302,Une question de vie ou de mort,1947,David Niven
4302,Une question de vie ou de mort,1947,Kim Hunter
4302,Une question de vie ou de mort,1947,Marius Goring
3689,Une femme dangereuse,1947,Humphrey Bogart
3689,Une femme dangereuse,1947,George Raft
3689,Une femme dangereuse,1947,Ida Lupino
49958,Le Cygne noir,1947,Tyrone Power
49958,Le Cygne noir,1947,Maureen O'Hara
49958,Le Cygne noir,1947,Laird Cregar
1461,Le Grand sommeil,1947,Humphrey Bogart
1461,Le Grand sommeil,1947,Lauren Bacall
1461,Le Grand sommeil,1947,John Ridgely
2541,La Femme au portrait,1947,Thomas E. Jackson
2541,La Femme au portrait,1947,Edmund Breon
2541,La Femme au portrait,1947,Dorothy Peterson
1823,Henry V,1947,Laurence Olivier
1823,Henry V,1947,Renée Asherson
1823,Henry V,1947,Leslie Banks
29720,Le Port de l'angoisse,1947,Humphrey Bogart
29720,Le Port de l'angoisse,1947,Walter Brennan
29720,Le Port de l'angoisse,1947,Lauren Bacall
1234,Une Femme cherche son destin,1947,Bette Davis
1234,Une Femme cherche son destin,1947,Paul Henreid
1234,Une Femme cherche son destin,1947,Claude Rains
5762,La Vie est belle,1947,James Stewart
5762,La Vie est belle,1947,Donna Reed
5762,La Vie est belle,1947,Lionel Barrymore
3439,Les Grandes espérances,1947,John Mills
3439,Les Grandes espérances,1947,Anthony Wager
3439,Les Grandes espérances,1947,Valerie Hobson
145,Cape et poignard,1947,Gary Cooper
145,Cape et poignard,1947,Robert Alda
145,Cape et poignard,1947,Lilli Palmer
2741,La Maison du Docteur Edwardes,1948,Gregory Peck
2741,La Maison du Docteur Edwardes,1948,Ingrid Bergman
2741,La Maison du Docteur Edwardes,1948,Leo G. Carroll
46946,Les Voyages de Sullivan,1948,Joel McCrea
46946,Les Voyages de Sullivan,1948,Veronica Lake
46946,Les Voyages de Sullivan,1948,Robert Warwick
96830,Le Journal d'une femme de chambre,1948,Burgess Meredith
96830,Le Journal d'une femme de chambre,1948,Judith Anderson
96830,Le Journal d'une femme de chambre,1948,Francis Lederer
4308,Les Passagers de la nuit,1948,Lauren Bacall
4308,Les Passagers de la nuit,1948,Humphrey Bogart
4308,Les Passagers de la nuit,1948,Agnes Moorehead
40899,La Flamme sacrée,1948,Spencer Tracy
40899,La Flamme sacrée,1948,Katharine Hepburn
40899,La Flamme sacrée,1948,Margaret Wycherly
4317,Huit Heures de sursis,1948,James Mason
4317,Huit Heures de sursis,1948,Robert Newton
4317,Huit Heures de sursis,1948,Cyril Cusack
97415,Othello,1948,Ronald Colman
97415,Othello,1948,Signe Hasso
97415,Othello,1948,Shelley Winters
2771,Le Secret derrière la porte,1948,Anabel Shaw
2771,Le Secret derrière la porte,1948,Rosa Rey
2771,Le Secret derrière la porte,1948,Paul Cavanagh
38273,Le Mur invisible,1948,Gregory Peck
38273,Le Mur invisible,1948,Dorothy McGuire
38273,Le Mur invisible,1948,John Garfield
3446,Hamlet,1948,Laurence Olivier
3446,Hamlet,1948,Eileen Herlie
3446,Hamlet,1948,Basil Sydney
2404,Oliver Twist,1948,Alec Guinness
2404,Oliver Twist,1948,Robert Newton
2404,Oliver Twist,1948,John Howard Davies
870,Correspondant 17,1948,Joel McCrea
870,Correspondant 17,1948,Laraine Day
870,Correspondant 17,1948,Herbert Marshall
101150,Ambre,1948,Linda Darnell
101150,Ambre,1948,Cornel Wilde
101150,Ambre,1948,Richard Greene
26667,Duel au soleil,1949,Jennifer Jones
26667,Duel au soleil,1949,Gregory Peck
26667,Duel au soleil,1949,Joseph Cotten
1595,Crime passionnel,1949,Alice Faye
1595,Crime passionnel,1949,Dana Andrews
1595,Crime passionnel,1949,Linda Darnell
2452,Entre onze heures et minuit,1949,Louis Jouvet
2452,Entre onze heures et minuit,1949,Madeleine Robinson
2452,Entre onze heures et minuit,1949,Robert Arnoux
43450,La Route au tabac,1949,Charley Grapewin
43450,La Route au tabac,1949,Marjorie Rambeau
43450,La Route au tabac,1949,Gene Tierney
553,Les Chaussons rouges,1949,Anton Walbrook
553,Les Chaussons rouges,1949,Moira Shearer
553,Les Chaussons rouges,1949,Marius Goring
745,La Cinquième colonne,1949,Robert Cummings
745,La Cinquième colonne,1949,Priscilla Lane
745,La Cinquième colonne,1949,Otto Kruger
43426,La Dernière rafale,1949,Mark Stevens
43426,La Dernière rafale,1949,Richard Widmark
43426,La Dernière rafale,1949,Lloyd Nolan
4305,Le Narcisse noir,1949,Deborah Kerr
4305,Le Narcisse noir,1949,Sabu (II)
4305,Le Narcisse noir,1949,David Farrar
2570,Le Voleur de bicyclette,1949,Lamberto Maggiorani
2570,Le Voleur de bicyclette,1949,Enzo Staiola
2570,Le Voleur de bicyclette,1949,Lianella Carell
198048,Femme de Feu,1949,Joel McCrea
198048,Femme de Feu,1949,Veronica Lake
198048,Femme de Feu,1949,Don DeFore
2250,La Dame au manteau d'hermine,1949,Cesar Romero
2250,La Dame au manteau d'hermine,1949,Betty Grable
2250,La Dame au manteau d'hermine,1949,Douglas Fairbanks Jr.
147519,Les Amants Traqués,1949,Joan Fontaine
147519,Les Amants Traqués,1949,Burt Lancaster
147519,Les Amants Traqués,1949,Robert Newton
2659,Chaînes conjugales,1949,Jeanne Crain
2659,Chaînes conjugales,1949,Linda Darnell
2659,Chaînes conjugales,1949,Ann Sothern
1098,Rendez-vous de juillet,1949,Daniel Gélin
1098,Rendez-vous de juillet,1949,Brigitte Auber
1098,Rendez-vous de juillet,1949,Nicole Courcel
2731,Allez coucher ailleurs,1949,Cary Grant
2731,Allez coucher ailleurs,1949,Ann Sheridan
2731,Allez coucher ailleurs,1949,Marion Marshall
2660,La Maison des étrangers,1950,Edward G. Robinson
2660,La Maison des étrangers,1950,Susan Hayward
2660,La Maison des étrangers,1950,Richard Conte
981,La Corde,1950,James Stewart
981,La Corde,1950,John Dall
981,La Corde,1950,Farley Granger
7090,Le Rebelle,1950,Gary Cooper
7090,Le Rebelle,1950,Raymond Massey
7090,Le Rebelle,1950,Patricia Neal
36463,Les Conquérants d'un nouveau monde,1950,Gary Cooper
36463,Les Conquérants d'un nouveau monde,1950,Paulette Goddard
36463,Les Conquérants d'un nouveau monde,1950,Howard Da Silva
1572,La Flèche brisée,1950,James Stewart
1572,La Flèche brisée,1950,Argentina Brunetti
1572,La Flèche brisée,1950,Raymond Bramley
2938,Macbeth,1950,Orson Welles
2938,Macbeth,1950,Jeanette Nolan
2938,Macbeth,1950,Dan O'Herlihy
3877,La Charge héroïque,1950,John Wayne
3877,La Charge héroïque,1950,Victor McLaglen
3877,La Charge héroïque,1950,Ben Johnson
69105,Le Grand national,1950,Elizabeth Taylor
69105,Le Grand national,1950,Mickey Rooney
69105,Le Grand national,1950,Donald Crisp
38826,Cendrillon,1950,Ilene Woods
38826,Cendrillon,1950,Eleanor Audley
38826,Cendrillon,1950,Verna Felton
491,Quand la ville dort,1950,Sterling Hayden
491,Quand la ville dort,1950,Jean Hagen
491,Quand la ville dort,1950,Louis Calhern
4956,Les Désemparés,1951,James Mason
4956,Les Désemparés,1951,Joan Bennett
4956,Les Désemparés,1951,Geraldine Brooks
2162,Le Grand Alibi,1951,Jane Wyman
2162,Le Grand Alibi,1951,Marlene Dietrich
2162,Le Grand Alibi,1951,Michael Wilding
3443,Le Christ interdit,1951,Alain Cuny
3443,Le Christ interdit,1951,Raf Vallone
3443,Le Christ interdit,1951,Rina Morelli
26177,Les Contes d'Hoffmann,1951,Robert Helpmann
26177,Les Contes d'Hoffmann,1951,Moira Shearer
26177,Les Contes d'Hoffmann,1951,Ludmilla Tcherina
8885,La Flèche et le flambeau,1951,Burt Lancaster
8885,La Flèche et le flambeau,1951,Virginia Mayo
8885,La Flèche et le flambeau,1951,Robert Douglas
3652,L'auberge rouge,1951,Fernandel
3652,L'auberge rouge,1951,Françoise Rosay
3652,L'auberge rouge,1951,Marie-Claire Olivia
710,Le Fleuve,1951,Esmond Knight
710,Le Fleuve,1951,Nora Swinburne
710,Le Fleuve,1951,Arthur Shields
26171,L'Inconnu du Nord-Express,1952,Farley Granger
26171,L'Inconnu du Nord-Express,1952,Ruth Roman
26171,L'Inconnu du Nord-Express,1952,Robert Walker
2580,Un Tramway nommé désir,1952,Vivien Leigh
2580,Un Tramway nommé désir,1952,Marlon Brando
2580,Un Tramway nommé désir,1952,Kim Hunter
3,Fanfan la Tulipe,1952,Gérard Philipe
3,Fanfan la Tulipe,1952,Gina Lollobrigida
3,Fanfan la Tulipe,1952,Marcel Herrand
130149,Elle n'a dansé qu'un seul été,1952,Edvin Adolphson
130149,Elle n'a dansé qu'un seul été,1952,Ulla Jacobsson
130149,Elle n'a dansé qu'un seul été,1952,John Elfström
101104,Jeux interdits,1952,Brigitte Fossey
101104,Jeux interdits,1952,Georges Poujouly
101104,Jeux interdits,1952,Lucien Hubert
7212,Les Aventures du capitaine Wyatt,1952,Gary Cooper
7212,Les Aventures du capitaine Wyatt,1952,Mari Aldon
7212,Les Aventures du capitaine Wyatt,1952,Richard Webb
3797,Scaramouche,1952,Stewart Granger
3797,Scaramouche,1952,Janet Leigh
3797,Scaramouche,1952,Eleanor Parker
229,Le Paradis des mauvais garçons,1952,Robert Mitchum
229,Le Paradis des mauvais garçons,1952,Jane Russell
229,Le Paradis des mauvais garçons,1952,William Bendix
594,Othello,1952,Orson Welles
594,Othello,1952,Michael McLiammoir
594,Othello,1952,Robert Coote
3370,Le Train sifflera trois fois,1952,Gary Cooper
3370,Le Train sifflera trois fois,1952,Thomas Mitchell
3370,Le Train sifflera trois fois,1952,Lloyd Bridges
60535,Bas les masques,1953,Humphrey Bogart
60535,Bas les masques,1953,Ethel Barrymore
60535,Bas les masques,1953,Kim Hunter
4055,Le Soleil brille pour tout le monde,1953,Arleen Whelan
4055,Le Soleil brille pour tout le monde,1953,Charles Winninger
4055,Le Soleil brille pour tout le monde,1953,John Russell
29702,L'Ange des maudits,1953,Jack Elam
29702,L'Ange des maudits,1953,George Reeves
29702,L'Ange des maudits,1953,Frank Ferguson
2559,Mademoiselle Gagne-Tout,1953,Katharine Hepburn
2559,Mademoiselle Gagne-Tout,1953,Spencer Tracy
2559,Mademoiselle Gagne-Tout,1953,Aldo Ray
93031,"Carrie, un amour désespéré",1953,Jennifer Jones
93031,"Carrie, un amour désespéré",1953,Laurence Olivier
93031,"Carrie, un amour désespéré",1953,Miriam Hopkins
2469,La Loi du silence,1953,Montgomery Clift
2469,La Loi du silence,1953,Anne Baxter
2469,La Loi du silence,1953,Karl Malden
27089,La Lune était bleue,1953,William Holden
27089,La Lune était bleue,1953,David Niven
27089,La Lune était bleue,1953,Tom Tully
3916,La Femme au Gardénia,1953,Anne Baxter
3916,La Femme au Gardénia,1953,Richard Conte
3916,La Femme au Gardénia,1953,Raymond Burr
1025,La Captive aux yeux clairs,1953,Kirk Douglas
1025,La Captive aux yeux clairs,1953,Dewey Martin
1025,La Captive aux yeux clairs,1953,Elizabeth Threatt
2761,L'Homme des vallées perdues,1953,Alan Ladd
2761,L'Homme des vallées perdues,1953,Van Heflin
2761,L'Homme des vallées perdues,1953,Jean Arthur
584,Tous en scène !,1954,Fred Astaire
584,Tous en scène !,1954,Cyd Charisse
584,Tous en scène !,1954,Jack Buchanan
185487,Le Manteau,1954,Renato Rascel
185487,Le Manteau,1954,Yvonne Sanson
185487,Le Manteau,1954,Giulio Stival
2218,Tant qu'il y aura des hommes,1954,Burt Lancaster
2218,Tant qu'il y aura des hommes,1954,Montgomery Clift
2218,Tant qu'il y aura des hommes,1954,Deborah Kerr
2762,Vacances romaines,1954,Gregory Peck
2762,Vacances romaines,1954,Audrey Hepburn
2762,Vacances romaines,1954,Eddie Albert
4652,L'Homme au million,1954,Gregory Peck
4652,L'Homme au million,1954,Jane Griffiths
4652,L'Homme au million,1954,Ronald Squire
1627,Sur les quais,1955,Marlon Brando
1627,Sur les quais,1955,Karl Malden
1627,Sur les quais,1955,Eva Marie Saint
3730,Razzia sur la chnouf,1955,Jean Gabin
3730,Razzia sur la chnouf,1955,Lino Ventura
3730,Razzia sur la chnouf,1955,Magali Noël
3682,Du rififi chez les hommes,1955,Jean Servais
3682,Du rififi chez les hommes,1955,Carl Möhner
3682,Du rififi chez les hommes,1955,Robert Manuel
983,Fenêtre sur cour,1955,James Stewart
983,Fenêtre sur cour,1955,Grace Kelly
983,Fenêtre sur cour,1955,Wendell Corey
35955,Les Sept femmes de Barberousse,1955,Jane Powell
35955,Les Sept femmes de Barberousse,1955,Howard Keel
35955,Les Sept femmes de Barberousse,1955,Jeff Richards
2550,La Comtesse aux pieds nus,1955,Ava Gardner
2550,La Comtesse aux pieds nus,1955,Humphrey Bogart
2550,La Comtesse aux pieds nus,1955,Edmond O'Brien
2217,Désirs humains,1955,Glenn Ford
2217,Désirs humains,1955,Gloria Grahame
2217,Désirs humains,1955,Broderick Crawford
5503,A l'ombre des potences,1955,James Cagney
5503,A l'ombre des potences,1955,John Derek
5503,A l'ombre des potences,1955,Viveca Lindfors
139,La Belle et le Clochard,1955,Larry Roberts
139,La Belle et le Clochard,1955,Barbara Luddy
139,La Belle et le Clochard,1955,Peggy Lee
36143,L'Homme qui n'a pas d'étoile,1955,Kirk Douglas
36143,L'Homme qui n'a pas d'étoile,1955,Jeanne Crain
36143,L'Homme qui n'a pas d'étoile,1955,Claire Trevor
45132,Le Grand couteau,1955,Jack Palance
45132,Le Grand couteau,1955,Ida Lupino
45132,Le Grand couteau,1955,Wendell Corey
2379,La Main au collet,1955,Cary Grant
2379,La Main au collet,1955,Grace Kelly
2379,La Main au collet,1955,Jessie Royce Landis
34739,Les Implacables,1956,Clark Gable
34739,Les Implacables,1956,Jane Russell
34739,Les Implacables,1956,Robert Ryan
982,Mais qui a tué Harry ?,1956,John Forsythe
982,Mais qui a tué Harry ?,1956,Edmund Gwenn
982,Mais qui a tué Harry ?,1956,Mildred Natwick
3762,Voici le temps des assassins,1956,Jean Gabin
3762,Voici le temps des assassins,1956,Danièle Delorme
3762,Voici le temps des assassins,1956,Robert Arnoux
4963,La Nuit du chasseur,1956,Robert Mitchum
4963,La Nuit du chasseur,1956,Shelley Winters
4963,La Nuit du chasseur,1956,Lillian Gish
6313,Dossier secret (Mr Arkadin),1956,Orson Welles
6313,Dossier secret (Mr Arkadin),1956,Michael Redgrave
6313,Dossier secret (Mr Arkadin),1956,Robert Arden
29699,L'Homme au bras d'or,1956,Frank Sinatra
29699,L'Homme au bras d'or,1956,Kim Novak
29699,L'Homme au bras d'or,1956,Eleanor Parker
49109,Le Signe de Vénus,1956,Sophia Loren
49109,Le Signe de Vénus,1956,Franca Valeri
49109,Le Signe de Vénus,1956,Vittorio De Sica
36507,L'Homme qui en savait trop,1956,James Stewart
36507,L'Homme qui en savait trop,1956,Doris Day
36507,L'Homme qui en savait trop,1956,Brenda De Banzie
131,Le Ballon rouge,1956,Georges Sellier
131,Le Ballon rouge,1956,Vladimir Popov
131,Le Ballon rouge,1956,René Marion
3241,Moby Dick,1956,Gregory Peck
3241,Moby Dick,1956,Richard Basehart
3241,Moby Dick,1956,Leo Genn
20196,La Traversée de Paris,1956,Jean Gabin
20196,La Traversée de Paris,1956,Bourvil
20196,La Traversée de Paris,1956,Louis de Funès
16185,Guerre et paix,1956,Audrey Hepburn
16185,Guerre et paix,1956,Henry Fonda
16185,Guerre et paix,1956,Mel Ferrer
61637,La Neige en deuil,1956,Spencer Tracy
61637,La Neige en deuil,1956,Robert Wagner
61637,La Neige en deuil,1956,Claire Trevor
123,La Poupée de chair,1956,Carroll Baker
123,La Poupée de chair,1956,Karl Malden
123,La Poupée de chair,1956,Eli Wallach
504,La Nuit de carnaval,1956,Lyudmila Gurchenko
504,La Nuit de carnaval,1956,Igor Ilinski
504,La Nuit de carnaval,1956,Y. Belov
1433,Blanches colombes et vilains messieurs,1957,Marlon Brando
1433,Blanches colombes et vilains messieurs,1957,Frank Sinatra
1433,Blanches colombes et vilains messieurs,1957,Jean Simmons
1610,La Blonde et moi,1957,Jayne Mansfield
1610,La Blonde et moi,1957,Tom Ewell
1610,La Blonde et moi,1957,Edmond O'Brien
6703,Planète interdite,1957,Walter Pidgeon
6703,Planète interdite,1957,Anne Francis
6703,Planète interdite,1957,Leslie Nielsen
409,L'Homme qui rétrécit,1957,Grant Williams
409,L'Homme qui rétrécit,1957,Randy Stuart
409,L'Homme qui rétrécit,1957,Paul Langton
4925,Le Brigand bien-aimé,1957,Robert Wagner
4925,Le Brigand bien-aimé,1957,Jeffrey Hunter
4925,Le Brigand bien-aimé,1957,Hope Lange
1574,Dieu seul le sait,1957,Robert Mitchum
1574,Dieu seul le sait,1957,Deborah Kerr
4131,Porte des Lilas,1957,Pierre Brasseur
4131,Porte des Lilas,1957,Georges Brassens
4131,Porte des Lilas,1957,Georges Aminel
4063,12 hommes en colère,1957,Henry Fonda
4063,12 hommes en colère,1957,Martin Balsam
4063,12 hommes en colère,1957,John Fiedler
1615,Elle et lui,1957,Cary Grant
1615,Elle et lui,1957,Deborah Kerr
1615,Elle et lui,1957,Richard Denning
2650,Un Homme dans la foule,1957,Andy Griffith
2650,Un Homme dans la foule,1957,Patricia Neal
2650,Un Homme dans la foule,1957,Walter Matthau
30974,Règlements de comptes à O.K. Corral,1957,Burt Lancaster
30974,Règlements de comptes à O.K. Corral,1957,Kirk Douglas
30974,Règlements de comptes à O.K. Corral,1957,Rhonda Fleming
1602,Le Pont de la rivière Kwaï,1957,Alec Guinness
1602,Le Pont de la rivière Kwaï,1957,William Holden
1602,Le Pont de la rivière Kwaï,1957,Jack Hawkins
81064,Les Dix commandements,1958,Charlton Heston
81064,Les Dix commandements,1958,Yul Brynner
81064,Les Dix commandements,1958,Anne Baxter
3653,Maigret tend un piège,1958,Jean Gabin
3653,Maigret tend un piège,1958,Annie Girardot
3653,Maigret tend un piège,1958,Jean Desailly
52911,Le Bal des maudits,1958,Marlon Brando
52911,Le Bal des maudits,1958,Montgomery Clift
52911,Le Bal des maudits,1958,Dean Martin
2010,La Blonde ou la rousse,1958,Frank Sinatra
2010,La Blonde ou la rousse,1958,Rita Hayworth
2010,La Blonde ou la rousse,1958,Kim Novak
9524,Indiscret,1958,Cary Grant
9524,Indiscret,1958,Ingrid Bergman
9524,Indiscret,1958,Cecil Parker
8883,Les Vikings,1958,Kirk Douglas
8883,Les Vikings,1958,Tony Curtis
8883,Les Vikings,1958,Ernest Borgnine
1170,La Chatte sur un toit brûlant,1958,Elizabeth Taylor
1170,La Chatte sur un toit brûlant,1958,Paul Newman
1170,La Chatte sur un toit brûlant,1958,Burl Ives
980,Sueurs froides,1959,James Stewart
980,Sueurs froides,1959,Kim Novak
980,Sueurs froides,1959,Barbara Bel Geddes
27138,Le Cauchemar de Dracula,1959,Christopher Lee
27138,Le Cauchemar de Dracula,1959,Peter Cushing
27138,Le Cauchemar de Dracula,1959,Michael Gough
6240,L'Adorable voisine,1959,James Stewart
6240,L'Adorable voisine,1959,Kim Novak
6240,L'Adorable voisine,1959,Jack Lemmon
3651,"Hiroshima, mon amour",1959,Bernard Fresson
3651,"Hiroshima, mon amour",1959,Stella Dassas
3651,"Hiroshima, mon amour",1959,Pierre Barbaud
20858,J'irai cracher sur vos tombes,1959,Christian Marquand
20858,J'irai cracher sur vos tombes,1959,Antonella Lualdi
20858,J'irai cracher sur vos tombes,1959,Daniel Cauchy
8512,La Chevauchée des bannis,1959,Robert Ryan
8512,La Chevauchée des bannis,1959,Burl Ives
8512,La Chevauchée des bannis,1959,Tina Louise
