allocine_id,titre,titre_original,annee,tmdb_id,imdb_id,tmdb_titre,tmdb_titre_original,tmdb_annee,match_score,match_type
41543,La Valse des gros derrières,"",2004,574274,tt0295742,La valse des gros derrières,La valse des gros derrières,2004,1,excellent
57339,Liberty bound,"",2004,300105,tt0407945,Liberty Bound,Liberty Bound,2004,1,excellent
51739,L'Armée des morts,Dawn of the Dead,2004,924,tt0363547,L'Armée des Morts,Dawn of the Dead,2004,1,excellent
49077,Amour et amnésie,50 First Dates,2004,1824,tt0343660,Amour & Amnésie,50 First Dates,2004,1,excellent
56838,Super Size Me,"",2004,9372,tt0390521,Super Size Me,Super Size Me,2004,1,excellent
44432,D'autres mondes,"",2004,104718,tt0347718,d'autres Mondes,d'autres Mondes,2004,1,excellent
53818,Casablanca Driver,"",2004,48394,tt0381077,Casablanca Driver,Casablanca Driver,2004,1,excellent
55606,Bienvenue en Suisse,"",2004,56785,tt0386858,Bienvenue en Suisse,Bienvenue en Suisse,2004,1,excellent
56547,Les Aventures extraordinaires de Michel Strogoff,"",2004,83336,tt0406546,Les aventures extraordinaires de Michel Strogoff,Les aventures extraordinaires de Michel Strogoff,2004,1,excellent
56142,Clara et moi,"",2004,61267,tt0400868,Clara et moi,Clara et moi,2004,1,excellent
41243,Dans les cordes,Against the Ropes,2004,8842,tt0312329,Dans les cordes,Against the Ropes,2004,1,excellent
52598,Arimpara,"",2004,260524,tt0364211,Arimpara,അരിമ്പാറ,2003,0.96,excellent
53192,"Poligono sur, Séville côté sud",Polígono sur (El arte de las tres mil),2004,,"","","",,,aucun
55493,Godfathers and Sons,"",2004,,"","","",,,aucun
55708,Route 181,"",2004,300210,tt0403462,"Route 181, fragments d'un voyage en Palestine-Israël",Route 181: Fragments of a Journey in Palestine-Israel,2004,0.78,incertain
56837,Agadez Nomade FM,"",2004,1554733,tt0411081,Agadez Nomade FM,Agadez Nomade FM,2004,1,excellent
52305,Fahrenheit 9/11,"",2004,1777,tt0361596,Fahrenheit 9/11,Fahrenheit 9/11,2004,1,excellent
48856,Et l'homme créa la femme,The Stepford Wives,2004,9890,tt0327162,Et l'homme créa la femme,The Stepford Wives,2004,1,excellent
29156,1 duplex pour 3,Duplex,2004,7288,tt0266489,Un Duplex pour 3,Duplex,2003,0.96,excellent
55771,Ne dis rien,Te doy mis ojos,2004,1418,tt0350193,Ne dis rien,Te doy mis ojos,2003,0.96,excellent
50988,Tolérance zéro,Walking Tall,2004,11358,tt0351977,Tolérance Zéro,Walking Tall,2004,1,excellent
54218,L'Américain,"",2004,86628,tt0381008,L'Américain,L'Américain,2004,1,excellent
47909,Les Gaous,"",2004,54915,tt0385716,Les Gaous,Les Gaous,2003,0.96,excellent
57003,Any Way the Wind Blows,"",2004,,"","","",,,aucun
54209,Le Cadeau d'Elena,"",2004,152542,tt0387899,Le Cadeau d'Elena,Le Cadeau d'Elena,2004,1,excellent
57341,Un mariage à Boston,The Late George Apley,2004,,"","","",,,aucun
60182,"Ydessa, les ours et etc.","",2004,283514,tt0423559,"Ydessa, les ours et etc.","Ydessa, les ours et etc.",2026,0.8,incertain
56831,Alexandrie... New York,"",2004,193314,tt0416465,Alexandrie... New York,إسكندرية نيويورك,2004,1,excellent
86077,Folle embellie,"",2004,78806,tt0329088,Folle embellie,Folle embellie,2004,1,excellent
46112,Spider-Man 2,"",2004,558,tt0316654,Spider-Man 2,Spider-Man 2,2004,1,excellent
45300,Radio,"",2004,13920,tt0316465,Radio,Radio,2003,0.96,excellent
53577,Pour le plaisir,"",2004,42677,tt0371092,Pour le plaisir,Pour le plaisir,2004,1,excellent
45463,Les Maîtres du jeu,Shade,2004,14576,tt0323939,Les Maîtres du jeu,Shade,2003,0.96,excellent
56861,Just a kiss,Ae Fond Kiss,2004,1404,tt0380366,Just a kiss,Ae Fond Kiss...,2004,1,excellent
52612,Gozu,Gokudô kyôfu dai-gekijô: Gozu,2004,12487,tt0361668,Gozu,極道恐怖大劇場 牛頭 GOZU,2003,0.96,excellent
48888,Les Témoins,The Gathering,2004,10943,tt0294594,Les Témoins,The Gathering,2003,0.96,excellent
47720,Eleni,"",2004,42834,tt0089079,Eleni,Eleni,1985,0.8,incertain
50943,Khorma le crieur de nouvelles,"",2004,,"","","",,,aucun
54152,L'Après-midi de monsieur Andesmas,"",2004,391721,tt0395456,L'après-midi de monsieur Andesmas,L'après-midi de monsieur Andesmas,2004,1,excellent
57004,Coming apart,"",2004,,"","","",,,aucun
56884,"Siete dias, siete noches (7 jours, 7 nuits)","Siete dias, siete noches",2004,,"","","",,,aucun
53805,"Goodbye, Dragon Inn",Bu san,2004,56616,tt0377556,"Goodbye, Dragon Inn",不散,2003,0.96,excellent
45073,Filles de bonne famille,Uptown Girls,2004,14926,tt0263757,Filles de bonne famille,Uptown Girls,2003,0.96,excellent
52852,San Antonio,"",2004,54552,tt0375040,San Antonio,San Antonio,2004,1,excellent
48353,"Atomik Circus, le retour de James Bataille","",2004,25714,tt0362084,Atomik Circus - Le Retour de James Bataille,Atomik Circus - Le Retour de James Bataille,2004,1,excellent
55985,Head on,Gegen die Wand,2004,363,tt0347048,Head-On,Gegen die Wand,2004,1,excellent
54793,Esprit libre,Chasing Liberty,2004,14844,tt0360139,Esprit libre,Chasing Liberty,2004,1,excellent
57293,Autoroute racer,Autobahnraser,2004,11930,tt0391774,Autoroute Racer,Autobahnraser,2004,1,excellent
43923,Madame Brouette,"",2004,,"","","",,,aucun
57342,Riding Giants,"",2004,291,tt0389326,Riding Giants,Riding Giants,2004,1,excellent
34875,Rain,"",2004,688399,tt0442436,Rain,Rain,2004,1,excellent
48034,25° en hiver,"",2004,79346,tt0356317,25 degrés en hiver,25 degrés en hiver,2004,0.811,incertain
57220,Ha'kochavim shel Shlomi,"",2004,,"","","",,,aucun
47739,"I, Robot","",2004,2048,tt0343818,"I, Robot","I, Robot",2004,1,excellent
54566,La Ferme se rebelle,Home on the Range,2004,13700,tt0299172,La ferme se rebelle,Home on the Range,2004,1,excellent
5700,Key Largo,"",2004,,"","","",,,aucun
28984,Ballistic,Ballistic: Ecks vs. Sever,2004,,"","","",,,aucun
42554,"L'Amour, six pieds sous terre",Plots with a View,2004,,"","","",,,aucun
54233,Cause toujours!,"",2004,78279,tt0383966,Cause toujours !,Cause toujours !,2004,1,excellent
56271,La Caméra de bois,"",2004,64190,tt0402590,La Caméra de bois,The Wooden Camera,2003,0.96,excellent
53473,Cette sale terre,This Filthy Earth,2004,,"","","",,,aucun
56514,Ana et les autres,Ana y los otros,2004,48596,tt0318988,Ana et les autres,Ana y los otros,2004,1,excellent
50356,Le Roi Arthur,King Arthur,2004,9477,tt0349683,Le Roi Arthur,King Arthur,2004,1,excellent
46340,30 ans sinon rien,13 Going on 30,2004,10096,tt0337563,30 ans sinon rien,13 Going on 30,2004,1,excellent
46341,Highwaymen : la poursuite infernale,Highwaymen,2004,29979,tt0339147,Highwaymen : la poursuite infernale,Highwaymen,2004,1,excellent
54223,Nos amis les flics,"",2004,40569,tt0389225,Nos amis les flics,Nos amis les flics,2004,1,excellent
54493,J'me sens pas belle,"",2004,56008,tt0408927,J'me sens pas belle,J'me sens pas belle,2004,1,excellent
57434,La Femme de Seisaku,Seisaku no tsuma,2004,115647,tt0140542,La Femme de Seisaku,清作の妻,1965,0.8,incertain
48004,Rendez-vous avec une star,Win A Date With Tad Hamilton,2004,13476,tt0335559,Rendez-vous avec une star !,Win a Date with Tad Hamilton!,2004,1,excellent
57221,T.I.C. (Trouble involontaire convulsif),"",2004,574469,tt0414562,T.I.C. - Trouble involontaire convulsif,T.I.C. - Trouble involontaire convulsif,2004,1,excellent
50836,Les Petits braqueurs,Catch That Kid,2004,20483,tt0337917,Les Petits braqueurs,Catch That Kid,2004,1,excellent
54392,Le Bois lacté,Milchwald,2004,,"","","",,,aucun
46542,Le Tour du monde en 80 jours,Around the World in 80 Days,2004,10204,tt0327437,Le Tour du monde en 80 jours,Around the World in 80 Days,2004,1,excellent
45279,Hellboy,"",2004,1487,tt0167190,Hellboy,Hellboy,2004,1,excellent
57299,Open water en eaux profondes,Open Water,2004,83,tt0374102,Open Water : En eaux profondes,Open Water,2004,1,excellent
51612,Garfield,"",2004,8920,tt0356634,"Garfield, le film",Garfield,2004,1,excellent
45631,Père et fille,Jersey girl,2004,9541,tt0300051,Père et fille,Jersey Girl,2004,1,excellent
54022,Je suis un assassin,"",2004,14656,tt0377080,Je suis un assassin,Je suis un assassin,2004,1,excellent
49101,Mon voisin le tueur 2,The Whole Ten Yards,2004,2122,tt0327247,Mon voisin le tueur 2,The Whole Ten Yards,2004,1,excellent
28565,Mafia Love,Avenging Angelo,2004,13437,tt0275947,Mafia love,Avenging Angelo,2002,0.9,bon
36802,Mariage et conséquences,Jump Tomorrow,2004,,"","","",,,aucun
52912,Le Village,The Village,2004,6947,tt0368447,Le Village,The Village,2004,1,excellent
41134,Les Chroniques de Riddick,The Chronicles of Riddick,2004,2789,tt0296572,Les Chroniques de Riddick,The Chronicles of Riddick,2004,1,excellent
28534,Assassination Tango,"",2004,16425,tt0283897,Assassination Tango,Assassination Tango,2003,0.96,excellent
53393,Tout le plaisir est pour moi,"",2004,48426,tt0378898,Tout le plaisir est pour moi,Tout le plaisir est pour moi,2004,1,excellent
54020,Une Journée à New York,New York Minute,2004,11025,tt0363282,Une Journée à New York,New York Minute,2004,1,excellent
44858,Le Soleil assassiné,"",2004,59062,tt0348874,Le Soleil Assassiné,Le Soleil Assassiné,2004,1,excellent
52551,Mon père est ingénieur,"",2004,78223,tt0363826,Mon père est ingénieur,Mon père est ingénieur,2004,1,excellent
45133,Lady Chance,The Cooler,2004,10744,tt0318374,Lady Chance,The Cooler,2003,0.96,excellent
54203,Ne quittez pas !,"",2004,144098,tt0416071,Ne quittez pas !,Ne quittez pas !,2004,1,excellent
57345,La Légende du Cid,"El Cid, la leyenda",2004,44514,tt0315000,La légende du Cid,El Cid: La leyenda,2003,0.96,excellent
57344,Le Miracle selon Salomé,O Milagre Segundo Salomé,2004,177387,tt0411665,Le Miracle selon Salomé,O Milagre Segundo Salomé,2004,1,excellent
54123,Exils,"",2004,18497,tt0400420,Exils,Exils,2004,1,excellent
54027,Ils se marièrent et eurent beaucoup d'enfants,"",2004,14653,tt0381270,Ils se marièrent et eurent beaucoup d'enfants,Ils se marièrent et eurent beaucoup d'enfants,2004,1,excellent
49125,Cabin Fever,"",2004,11547,tt0303816,Cabin Fever,Cabin Fever,2003,0.96,excellent
44937,Eros Thérapie,"",2004,69126,tt0322830,Eros thérapie,Eros thérapie,2004,1,excellent
47833,Crime contre l'Humanité,The Statement,2004,41488,tt0340376,Crime contre l'humanité,The Statement,2003,0.96,excellent
31700,Mrs. Dalloway,"",2004,,"","","",,,aucun
33461,"Mon boss, sa fille et moi",My boss's daughter,2004,2830,tt0270980,"Mon boss, sa fille et moi",My Boss's Daughter,2003,0.96,excellent
53786,Un fils,"",2004,162471,tt0389473,Un Fils,Un Fils,2004,1,excellent
30058,Charley Chase follies,"",2004,,"","","",,,aucun
51123,Infernal affairs,Mou gaan dou,2004,11647,tt0369060,Infernal Affairs II,無間道II,2003,0.918,bon
51310,5x2,"",2004,4974,tt0354356,5x2,5x2,2004,1,excellent
54213,Clean,"",2004,39851,tt0388838,Clean,Clean,2004,1,excellent
47486,Utopía,"",2004,1006630,"",Utopía,Utopía,2004,1,excellent
53462,The Coast guard,Hae anseon,2004,1416,tt0341384,The Coast Guard,해안선,2002,0.9,bon
56383,La Pelote basque : la peau contre la pierre,La pelota vasca. La piel contra la piedra,2004,2537,tt0382898,La Pelote basque : la peau contre la pierre,La pelota vasca: la piel contra la piedra,2003,0.96,excellent
52135,Connie et Carla,Connie and Carla,2004,15673,tt0345074,Connie et Carla,Connie and Carla,2004,1,excellent
57531,Noble art,"",2004,,"","","",,,aucun
47337,Barbecue Party,The Cookout,2004,18475,tt0380277,Barbecue Party,The Cookout,2004,1,excellent
47422,N'oublie jamais,The Notebook,2004,11036,tt0332280,N'oublie jamais,The Notebook,2004,1,excellent
53335,La Mort dans la peau,The Bourne Supremacy,2004,2502,tt0372183,La Mort dans la peau,The Bourne Supremacy,2004,1,excellent
33464,Carnets de voyage,The Motorcycle Diaries,2004,1653,tt0318462,Carnets de voyage,Diarios de motocicleta,2004,1,excellent
33907,Catwoman,"",2004,314,tt0327554,Catwoman,Catwoman,2004,1,excellent
54019,Mensonges et trahisons et plus si affinités...,"",2004,10271,tt0383025,Mensonges et trahisons et plus si affinités…,Mensonges et trahisons et plus si affinités…,2004,1,excellent
56872,Salvador Allende,"",2004,72553,tt0418129,Salvador Allende,Salvador Allende,2004,1,excellent
45634,Une Affaire de coeur,Laws of Attraction,2004,11141,tt0323033,Une affaire de cœur,Laws of Attraction,2004,1,excellent
55590,Love object,"",2004,16973,tt0328077,Love Object,Love Object,2004,1,excellent
21477,Adieu,"",2004,190390,tt0382520,Adieu,Adieu,2004,1,excellent
40882,Le Terminal,The Terminal,2004,594,tt0362227,Le Terminal,The Terminal,2004,1,excellent
55563,Les Parisiens,"",2004,127232,tt0395552,Le genre humain - 1ère partie: Les Parisiens,Le genre humain - 1ère partie: Les Parisiens,2004,0.703,incertain
56829,The Holy Girl,La Niña Santa,2004,44413,tt0300270,La Niña Santa,La niña santa,2004,1,excellent
54157,Ordo,"",2004,264012,tt0381473,Ordo,Ordo,2004,1,excellent
54211,Pourquoi (pas) le Brésil,"",2004,78283,tt0388348,Pourquoi (pas) le Brésil,Pourquoi (pas) le Brésil,2004,1,excellent
54008,La femme de Gilles,"",2004,61814,tt0382691,La Femme de Gilles,La Femme de Gilles,2004,1,excellent
55605,Les Clefs de la maison,Le chiavi di casa,2004,42420,tt0345032,Les Clefs de la maison,Le chiavi di casa,2004,1,excellent
50435,Fenêtre sur l'âme,Seelenfenster,2004,63407,tt0297986,Fenêtre sur l'âme,Janela da Alma,2001,0.8,incertain
57619,Chen Mo he Meiting,Debout,2004,346062,tt0402125,Debout les frileux de la terre,Debout les frileux de la terre,2004,0.787,incertain
57985,Le Monde commence chaque jour,"",2004,,"","","",,,aucun
51309,Comme une image,"",2004,11399,tt0374583,Comme une image,Comme une image,2004,1,excellent
50410,Steamboy,"",2004,8953,tt0348121,Steamboy,スチームボーイ,2004,1,excellent
52644,Même pas mal ! (Dodgeball),Dodgeball: A True Underdog Story,2004,9472,tt0364725,Dodgeball : Même pas mal !,DodgeBall: A True Underdog Story,2004,1,excellent
52295,Inside Job,Fear X,2004,,"","","",,,aucun
57202,Oseam,"",2004,38562,tt0359784,Oseam,오세암,2003,0.96,excellent
28788,Père et flic,City by the Sea,2004,13536,tt0269095,Père et flic,City by the Sea,2002,0.9,bon
47446,La Terre vue du ciel,"",2004,478470,tt0423363,La Terre vue du ciel,La Terre vue du ciel,2004,1,excellent
57493,Land of plenty (terre d'abondance),Land of Plenty,2004,1595,tt0382357,Land of plenty (terre d'abondance),Land of Plenty,2004,1,excellent
52788,"Gambling, gods and LSD","",2004,,"","","",,,aucun
54137,Old Boy,Oldeuboi,2004,670,tt0364569,Old Boy,올드보이,2003,0.96,excellent
53042,Collatéral,Collateral,2004,1538,tt0369339,Collatéral,Collateral,2004,1,excellent
56731,Mean Creek,"",2004,12281,tt0377091,Mean Creek,Mean Creek,2004,1,excellent
54588,Trois petites filles,"",2004,79047,tt0388487,Trois petites filles,Trois petites filles,2004,1,excellent
54208,Modigliani,"",2004,34308,tt0367188,Modigliani,Modigliani,2004,1,excellent
54489,Le Cou de la girafe,"",2004,66596,tt0387952,Le Cou de la girafe,Le Cou de la girafe,2004,1,excellent
46870,Le Dirigeable volé,Ukradená vzducholod,2004,71504,tt0062412,Le Dirigeable volé,Ukradená vzducholoď,1967,0.8,incertain
57348,"Mémoire d'un saccage - Argentine, le hold up du siècle",Memoria del Saqueo,2004,32547,tt0400647,"Mémoire d'un saccage - Argentine, le hold up du siècle",Memoria del saqueo,2004,1,excellent
54434,Poupées d'argile,Araïs al-Teïn,2004,387969,tt0340910,Poupées d’argile,عرايس الطين,2004,1,excellent
57592,Il dono,"",2004,48690,tt0382649,Il dono,Il dono,2004,1,excellent
57604,Manifesto,Los abajo firmantes,2004,1535716,"",Manifesto,Manifesto,2004,1,excellent
57324,Tout près du sol,"",2004,158234,tt0412554,CQ2: Tout près du sol,CQ2: Tout près du sol,2004,0.838,incertain
40191,Eternal Sunshine of the Spotless Mind,"",2004,38,tt0338013,Eternal Sunshine of the Spotless Mind,Eternal Sunshine of the Spotless Mind,2004,1,excellent
51386,Resident Evil : Apocalypse,Resident Evil: Apocalypse,2004,1577,tt0318627,Resident Evil : Apocalypse,Resident Evil: Apocalypse,2004,1,excellent
52648,L'enquête Corse,"",2004,39386,tt0380349,L'Enquête corse,L'Enquête corse,2004,1,excellent
53934,Vipère Au Poing,"",2004,24685,tt0380798,Vipère au poing,Vipère au poing,2004,1,excellent
56716,Le Carton,"",2004,33704,tt0402093,Le Carton,Le Carton,2004,1,excellent
57371,L'Histoire du chameau qui pleure,The Story of the Weeping Camel,2004,1114,tt0373861,L'Histoire du chameau qui pleure,Die Geschichte vom weinenden Kamel,2004,1,excellent
55680,La Première fois que j'ai eu 20 ans,"",2004,40851,tt0388351,La Première Fois que j'ai eu 20 ans,La Première Fois que j'ai eu 20 ans,2004,1,excellent
51729,De-Lovely,"",2004,15237,tt0352277,De-Lovely,De-Lovely,2004,1,excellent
46983,Bienvenue à Mooseport,Welcome to Mooseport,2004,16784,tt0361925,Bienvenue à Mooseport,Welcome to Mooseport,2004,1,excellent
58213,Impressions de montagne et d'eau,"",2004,,"","","",,,aucun
56903,La Porte du soleil,Bab el chams,2004,125738,tt0406551,La porte du soleil,باب الشمس‎‎,2004,1,excellent
47141,Man on Fire,"",2004,9509,tt0328107,Man on Fire,Man on Fire,2004,1,excellent
52700,Arsène Lupin,"",2004,11540,tt0373690,Arsène Lupin,Arsène Lupin,2004,1,excellent
44889,Gang de requins,Shark Tale,2004,10555,tt0307453,Gang de Requins,Shark Tale,2004,1,excellent
57044,Aaltra,"",2004,12249,tt0405629,Aaltra,Aaltra,2004,1,excellent
57919,Uncovered : tout sur la guerre en Irak,Uncovered : the war on Iraq,2004,67889,tt0420286,Uncovered: The War on Iraq,Uncovered: The War on Iraq,2004,1,excellent
52718,Le Fleuve sauvage,Wild River,2004,8987,tt0110997,La Rivière sauvage,The River Wild,1994,0.591,faible
50840,Brodeuses,"",2004,26810,tt0387892,Brodeuses,Brodeuses,2004,1,excellent
55905,Le Grand rôle,"",2004,78690,tt0330080,Le grand rôle,Le grand rôle,2004,1,excellent
57426,My architect,My Architect,2004,50314,tt0373175,My Architect,My Architect: A Son's Journey,2003,0.96,excellent
57761,Basse Normandie,"",2004,476939,tt0415593,Basse Normandie,Basse Normandie,2004,1,excellent
57932,Morasseix,"",2004,,"","","",,,aucun
26264,L'Enfant au grelot,"",2004,,"","","",,,aucun
23236,Pardevant notaire,"",2004,,"","","",,,aucun
57706,Un Soupçon de rose,Touch of Pink,2004,55177,tt0374277,Un Soupçon de rose,Touch of Pink,2004,1,excellent
51119,Dans le rouge du couchant,"",2004,286584,tt0361493,Dans le rouge du couchant,Dans le rouge du couchant,2004,1,excellent
52632,Struggle,"",2004,759679,tt1614970,Fort Niagara: The Struggle For a Continent,Fort Niagara: The Struggle For a Continent,2004,0.669,faible
57705,Le Sortilège des trois lutins,"",2004,,"","","",,,aucun
54456,F.B.I. Fausses Blondes Infiltrées,White Chicks,2004,12153,tt0381707,F.B.I. Fausses Blondes Infiltrées,White Chicks,2004,1,excellent
28367,2046,"",2004,844,tt0212712,2046,2046,2004,1,excellent
41419,Pédale dure,"",2004,59705,tt0395721,Pédale dure,Pédale dure,2004,1,excellent
50883,Un Mariage de princesse,The Princess Diaries 2: Royal Engagement,2004,11130,tt0368933,Un mariage de princesse,The Princess Diaries 2: Royal Engagement,2004,1,excellent
54639,Alive,"",2004,61076,tt0400150,Alive,Alive,2004,1,excellent
51621,La Plus belle victoire,Wimbledon,2004,11823,tt0360201,La Plus Belle Victoire,Wimbledon,2004,1,excellent
48424,Genesis,"",2004,31190,tt0287457,Genesis,Genesis,2004,1,excellent
43027,Nicholas Nickleby,"",2004,29339,tt0309912,Nicholas Nickleby,Nicholas Nickleby,2002,0.9,bon
57535,Cinq enfants et moi,Five Children and It,2004,16791,tt0366450,5 enfants et moi,Five Children and It,2004,1,excellent
57051,Mur,"",2004,117584,tt0413018,Mur,Mur,2004,1,excellent
55883,Volcans des abysses,Volcanoes of the Deep Sea,2004,,"","","",,,aucun
58224,Outfoxed : la guerre de Rupert Murdoch contre le journalisme,"",2004,13372,tt0418038,Outfoxed : la guerre de Rupert Murdoch contre le journalisme,Outfoxed: Rupert Murdoch's War on Journalism,2004,1,excellent
48349,Un long dimanche de fiançailles,"",2004,2841,tt0344510,Un long dimanche de fiançailles,Un long dimanche de fiançailles,2004,1,excellent
57392,Quand la mer monte,"",2004,64758,tt0410549,Quand la mer monte,Quand la mer monte,2004,1,excellent
47002,Alien vs. Predator,AVP : Alien vs. Predator,2004,395,tt0370263,Alien vs. Predator,AVP: Alien vs. Predator,2004,1,excellent
53374,Les Revenants,"",2004,65513,tt0378661,Les Revenants,Les Revenants,2004,1,excellent
52407,The Assassination of Richard Nixon,"",2004,842,tt0364961,L'assassinat de Richard Nixon,The Assassination of Richard Nixon,2004,1,excellent
55989,Samaria,"",2004,1279,tt0397619,Samaria,사마리아,2004,1,excellent
53202,Carlitos Medellin,"",2004,455437,tt0421951,Carlitos Medellin,Carlitos Medellin,2004,1,excellent
57635,Le Retour de Cagliostro,Il Ritorno di Cagliostro,2004,,"","","",,,aucun
45007,Les Enfants de Russie,Los niños de Rusia,2004,,"","","",,,aucun
57913,Nicotina,"",2004,11556,tt0337930,Nicotina,Nicotina,2003,0.96,excellent
48084,Birth,"",2004,10740,tt0337876,Birth,Birth,2004,1,excellent
49774,Un crime dans la tête,The Manchurian Candidate,2004,14462,tt0368008,Un crime dans la tête,The Manchurian Candidate,2004,1,excellent
53527,L'Equipier,"",2004,2299,tt0388562,L'Équipier,L'Équipier,2004,1,excellent
56545,Les Fautes d'orthographe,"",2004,72278,tt0381292,Les fautes d'orthographe,Les fautes d'orthographe,2004,1,excellent
49413,Mondovino,"",2004,48121,tt0411674,Mondovino,Mondovino,2004,1,excellent
56835,Le dernier jour,"",2004,8772,tt0402130,Le Dernier jour,Le dernier jour,2004,1,excellent
6756,Riff-Raff,"",2004,,"","","",,,aucun
57553,Los Muertos,"",2004,36241,tt0407021,Los Muertos,Los Muertos,2004,1,excellent
58038,Le Génie helvétique,"",2004,,"","","",,,aucun
55670,Anacondas : à la poursuite de l'orchidée de sang,Anacondas: The Hunt for the Blood Orchid,2004,11237,tt0366174,Anacondas : À la poursuite de l'orchidée de sang,Anacondas: The Hunt for the Blood Orchid,2004,1,excellent
54107,Banlieue 13,"",2004,10045,tt0414852,Banlieue 13,Banlieue 13,2004,1,excellent
56894,Nobody knows,Dare mo shiranai,2004,2517,tt0408664,Nobody Knows,誰も知らない,2004,1,excellent
55775,Tarnation,"",2004,,"","","",,,aucun
53820,La confiance règne,"",2004,40225,tt0381104,La confiance règne,La confiance règne,2004,1,excellent
56077,Le Pont des arts,"",2004,101909,tt0410466,Le Pont des Arts,Le Pont des Arts,2004,1,excellent
57326,Le Prix du désir,Sotto falso nome,2004,64840,tt0367098,Le Prix du désir,Sotto falso nome,2004,1,excellent
45536,Memories,The I inside,2004,11588,tt0325596,Memories (Inside),The I Inside,2004,1,excellent
108101,Dogora - Ouvrons les Yeux,"",2004,87394,tt0400370,Dogora : Ouvrons les yeux,Dogora : Ouvrons les yeux,2004,1,excellent
56717,Yu-Gi-Oh! The Movie,"",2004,11052,tt0403703,Yu-Gi-Oh! Le film,Yu-Gi-Oh! The Movie,2004,1,excellent
56386,Les Petites vieilles,Staroukhi,2004,,"","","",,,aucun
57942,Biguine,"",2004,253787,tt0431654,Biguine,Biguine,2004,1,excellent
57917,Incident au Loch Ness,Incident at Loch Ness,2004,48463,tt0374639,Incident au Loch Ness,Incident at Loch Ness,2004,1,excellent
56182,Insurrection / résurrection,"",2004,554459,tt0404140,Insurrection/Résurrection,Insurrection/Résurrection,2004,1,excellent
56395,Días de Santiago,"",2004,65120,tt0397405,Días de Santiago,Días de Santiago,2004,1,excellent
28756,Cellular,"",2004,9759,tt0337921,Cellular,Cellular,2004,1,excellent
53643,La demoiselle d'honneur,"",2004,72272,tt0405866,La Demoiselle d'honneur,La Demoiselle d'honneur,2004,1,excellent
56871,Le Secret des poignards volants,Shi mian mai fu,2004,9550,tt0385004,Le Secret des poignards volants,十面埋伏,2004,1,excellent
53769,She Hate Me,"",2004,20912,tt0384533,She Hate Me,She Hate Me,2004,1,excellent
41504,L'Exorciste : au commencement,Exorcist: The Beginning,2004,11026,tt0204313,L'Exorciste : Au commencement,Exorcist: The Beginning,2004,1,excellent
48664,Barbershop 2 : back in business,"",2004,21301,tt0337579,Barbershop 2,Barbershop 2: Back in Business,2004,1,excellent
55664,Soul Plane,"",2004,12657,tt0367085,Soul Plane,Soul Plane,2004,1,excellent
43407,Bad Santa,"",2004,10147,tt0307987,Bad Santa,Bad Santa,2003,0.96,excellent
56869,Whisky,"",2004,36971,tt0331370,Whisky,Whisky,2004,1,excellent
48243,"Moi, Peter Sellers",The Life and Death of Peter Sellers,2004,10609,tt0352520,"Moi, Peter Sellers",The Life and Death of Peter Sellers,2004,1,excellent
8461,Le Moindre geste,"",2004,,"","","",,,aucun
57473,Les Petits fils,"",2004,41865,tt0427662,Les petits fils,Les petits fils,2004,1,excellent
58579,G.O.R.A.,"",2004,27275,tt0384116,G.O.R.A,G.O.R.A.,2004,1,excellent
56905,Nuit noire,Noite Escura,2004,83827,tt0413053,Noite Escura,Noite Escura,2004,1,excellent
58060,Chroniques indiennes,Mondo meyer upakhyan - A tale of a naughty girl,2004,209312,tt0332699,Chroniques indiennes,মন্দ মেয়ের উপাখ্যান,2002,0.9,bon
54673,36 Quai des Orfèvres,"",2004,7291,tt0390808,36 quai des Orfèvres,36 quai des Orfèvres,2004,1,excellent
53096,Les Indestructibles,The Incredibles,2004,9806,tt0317705,Les Indestructibles,The Incredibles,2004,1,excellent
47219,Si seulement...,If Only,2004,15775,tt0332136,Si seulement...,If Only,2004,1,excellent
55456,Holy Lola,"",2004,1998,tt0384177,Holy Lola,Holy Lola,2004,1,excellent
43880,Le Grand voyage,"",2004,44003,tt0361670,Le Grand Voyage,Le Grand Voyage,2004,1,excellent
47423,L'Enlèvement,The Clearing,2004,10742,tt0331952,L'Enlèvement,The Clearing,2004,1,excellent
56874,Tropical Malady,Sud pralad,2004,11534,tt0381668,Tropical Malady,สัตว์ประหลาด,2004,1,excellent
55149,Le Pays des ours,"",2004,,"","","",,,aucun
56263,Caterina va en ville,Caterina va in città,2004,18503,tt0366287,Caterina va en ville,Caterina va in città,2003,0.96,excellent
58279,Contes persans,"",2004,,"","","",,,aucun
58039,One dollar curry,"",2004,574290,tt0424326,One Dollar Curry,One Dollar Curry,2004,1,excellent
53832,Narco,"",2004,20200,tt0381442,Narco,Narco,2004,1,excellent
29144,Le Pôle Express,The Polar Express,2004,5255,tt0338348,Le Pôle express,The Polar Express,2004,1,excellent
47396,11 : 14 onze heures quatorze,11 : 14,2004,9282,tt0331811,11h14,11:14,2004,1,excellent
50411,Innocence - Ghost in the Shell 2,Innocence,2004,33623,tt0375233,Innocence,Innocence,2005,0.96,excellent
51728,Mémoire effacée,The Forgotten,2004,10145,tt0356618,Mémoire effacée,The Forgotten,2004,1,excellent
53447,Wilbur,Wilbur begår selvmord,2004,156,tt0329767,Wilbur,Wilbur begår selvmord,2002,0.9,bon
