"semaine","allocine_id","titre","titre_original","date_sortie","duree","genres","realisateur","scenaristes","cast","synopsis","nationalite","annee_production","distributeur","type_film","langues","budget","boxoffice_france","couleur","visa","note_presse","note_spectateurs","url"
1984-09-12,638,"Indiana Jones et le Temple maudit","Indiana Jones and the Temple of Doom","12 septembre 1984","1h 58min","Action, Aventure","Steven Spielberg","Willard Huyck, Gloria Katz","Harrison Ford, Kate Capshaw, Ke Huy Quan","L'archéologue aventurier Indiana Jones est de retour. Il poursuit une terrible secte qui a dérobé un joyau sacré doté de pouvoirs fabuleux. Une chanteuse de cabaret et un époustouflant gamin l'aideront a affronter les dangers les plus insensés.","U.S.A.","1984","CIC","Long métrage","Anglais","28 000 000 USD",NA,"Couleur","59038",NA,4.2,"https://www.allocine.fr/film/fichefilm_gen_cfilm=638.html"
1984-09-12,112,"Au-dessous du volcan","Under the Volcano","12 septembre 1984","1h 48min","Drame","John Huston","Guy Gallo","Albert Finney, Jacqueline Bisset, Anthony Andrews","Àla veille du 1er novembre 1938, la nuit s’est abattue sur Cuernavaca et l’animation est déjà vive dans les rues où l’on prépare le Jour des morts. Geoffrey Firmin, ex-consul britannique, erre parmi la foule, ivre mort, pour oublier le départ de sa femme Yvonne. Imbibé de mezcal et rongé par le passé, il est devenu une figure tragique notoire. Mais, au petit matin, Yvonne réapparaît sans crier gare, prête à commencer une nouvelle vie auprès de son mari...","Mexique, U.S.A.","1984","Carlotta Films","Long métrage","Anglais","-",NA,"Couleur","59097",NA,3.3,"https://www.allocine.fr/film/fichefilm_gen_cfilm=112.html"
1984-09-12,31773,"Besoin d'amour","Misunderstood","12 septembre 1984","1h 35min","Comédie dramatique","Jerry Schatzberg","Barra Grant, Piero De Bernardi","Gene Hackman, Henry Thomas, Rip Torn","La mère d'Andrew vient de mourir. Ce jeune garçon de onze ans doit dès lors faire face à son père, et protéger son petit frère...","U.S.A., Italie","1983","Fox-Hachette","Long métrage","Anglais","-",NA,"Couleur","-",NA,2.8,"https://www.allocine.fr/film/fichefilm_gen_cfilm=31773.html"
1984-09-12,142462,"Escroc, macho et gigolo","Cane e gatto","14 septembre 1984","1h 41min","Comédie, Policier","Bruno Corbucci","Bruno Corbucci, Mario Amendola","Bud Spencer, Tomas Milian, Marc Lawrence","Plus rusé et culotté que les autres policiers de Miami, le lieutenant Parker se fait passer pour un représentant en aspirateurs de manière à appréhender Tony Roma, une fripouille séduisant de riches vieilles dames qu’il finit inévitablement par dépouiller. Parker est alors loin de se douter que, bientôt, il sera mis dans l’obligation de se montrer plus tolérant à l’égard de cet escroc, celui-ci se trouvant désormais être la cible de la mafia pour avoir été témoin d’un meurtre. Parker devient même son ange gardien…","Italie","1983","-","Long métrage","Anglais, Italien","-",NA,"Couleur","-",NA,2,"https://www.allocine.fr/film/fichefilm_gen_cfilm=142462.html"
