"semaine","allocine_id","titre","titre_original","date_sortie","duree","genres","realisateur","scenaristes","cast","synopsis","nationalite","annee_production","distributeur","type_film","langues","budget","boxoffice_france","couleur","visa","note_presse","note_spectateurs","url"
1984-12-19,1175,"Paroles et Musique",NA,"19 décembre 1984","1h 50min","Comédie dramatique","Élie Chouraqui","Élie Chouraqui","Catherine Deneuve, Christophe Lambert, Richard Anconina","Margaux, à l'occasion d'un concert qu'elle organise, rencontre deux chanteurs, Jeremy et Michel. Tous deux sont passionnés de musique et unis par une solide amitié. Jeremy voue un amour fou a Margaux et s'éloigne peu a peu de Michel.","France, Canada","1984","Artistes Auteurs Associés (A.A.A.)","Long métrage","Français","-",NA,"Couleur","58568",NA,2.4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=1175.html"
1984-12-19,38372,"La 7ème cible",NA,"19 décembre 1984","1h 48min","Thriller","Claude Pinoteau","Jean-Loup Dabadie, Claude Pinoteau","Lino Ventura, Lea Massari, Jean Poiret","Bastien Grimaldi, écrivain réputé, est agressé un soir dans la rue. Apparemment, l'agression est gratuite. Mais les coups de téléphone répétés, les lettres anonymes s'accumulent. Grimaldi mène sa propre enquête pour comprendre qui est à l'origine de ces menaces.","France","1984","-","Long métrage","Français","-",NA,"Couleur","-",NA,3.3,"https://www.allocine.fr/film/fichefilm_gen_cfilm=38372.html"
1984-12-19,169967,"T'es folle ou quoi ?",NA,"19 décembre 1984","1h 30min","Comédie","Michel Gérard","Michel Gérard","Aldo Maccione, Fabrice Luchini, Nicole Calfan","Florence Deprelet, fait son arrivée à Carigny où elle vient d'être nommée sous-préfet. Le directeur de la chaîne de télévision régionale, lui demande d'accorder une interview au journaliste vedette : Jean-François Sevran, avec qui le directeur entretient une relation secrète. Mais quand Jean-François rencontre Florence, il en tombe immédiatement amoureux....","France","1982","Gaumont Distribution","Long métrage","Français","-",NA,"Couleur","-",NA,2,"https://www.allocine.fr/film/fichefilm_gen_cfilm=169967.html"
1984-12-19,26242,"Le Matelot 512",NA,"19 décembre 1984","1h 40min","Comédie dramatique","René Allio","René Allio","Jacques Penot, Dominique Sanda, Bruno Cremer","Au début du siècle, Max, dix-huit ans, rêve d'aventures. Il s'engage dans la marine. Sous le matricule 512, à Lorient, il est l'ordonnance du commandant Roger, un homme pondéré qu'il admire. Il s'éprend de la douce Colette, la domestique, mais devient l'amant de la commandante. Accusé de meurtre à cause d'elle, il est interné sur un cuirassé qui explose en mer. Porté disparu, il s'engage dans la Légion. Blessé au front en 1914, il est soigné dans un hopital par la commandante, devenue veuve et toujours amoureuse de lui.","France","1984","Agence Méditerranéenne de Location de Films (A.M.L.F.)","Long métrage","Français","-",NA,"Couleur","58661",NA,2.6,"https://www.allocine.fr/film/fichefilm_gen_cfilm=26242.html"
1984-12-19,193894,"Bayan ko","Bayan ko: kapit sa patalim","19 décembre 1984","1h 48min","Drame, Thriller","Lino Brocka",NA,NA,"La femme de Tuning, ouvrier-imprimeur philippin, est enceinte et ils sont endettés. Dans cette situation, Tuning signe un engagement à ne participer à aucun mouvement social. Lorsque la grève éclate dans son entreprise, il ne s’engage pas aux côtés de ses compagnons. Aussi, le couple se retrouve seul et sans aide. C’est alors que Tuning participe à un cambriolage…","France, Philippines","1984","Solaris Distribution","Long métrage","Autre","-",NA,"Couleur","-",NA,2.8,"https://www.allocine.fr/film/fichefilm_gen_cfilm=193894.html"
