"semaine","allocine_id","titre","titre_original","date_sortie","duree","genres","realisateur","scenaristes","cast","synopsis","nationalite","annee_production","distributeur","type_film","langues","budget","boxoffice_france","couleur","visa","note_presse","note_spectateurs","url"
2007-02-21,112342,"Lettres d'Iwo Jima","Letters from Iwo Jima","21 février 2007","2h 19min","Guerre","Clint Eastwood","Iris Yamashita, Paul Haggis","Ken Watanabe, Kazunari Ninomiya, Shido Nakamura","En 1945, les armées américaine et japonaise s'affrontèrent sur l'île d'Iwo Jima. Quelques décennies plus tard, des centaines de lettres furent extraites de cette terre aride, permettant enfin de donner un nom, un visage, une voix à ces hommes ainsi qu'à leur extraordinaire commandant.

Les soldats japonais qu'on envoyait à Iwo Jima savaient que leurs chances de survie étaient quasi nulles. Animé d'une volonté implacable, leur chef, le général Kuribayashi, exploita ingénieusement la nature du terrain, transformant ainsi la défaite éclair annoncée en 40 jours d'héroïques combats.

De nombreux soldats américains et japonais ont perdu la vie à Iwo Jima. Leur sang s'est depuis longtemps perdu dans les profondeurs du sable noir, mais leurs sacrifices, leur courage et leur compassion ont survécu dans ces Lettres.","U.S.A.","2006","Warner Bros. France","Long métrage","Anglais, Japonais","19 000 000 USD","244 721 entrées","Couleur","117111",4.5,4.1,"https://www.allocine.fr/film/fichefilm_gen_cfilm=112342.html"
2007-02-21,28933,"Ghost Rider",NA,"21 février 2007","1h 50min","Action, Fantastique","Mark Steven Johnson","Mark Steven Johnson","Nicolas Cage, Eva Mendes, Wes Bentley","Pour sauver son père victime d'un accident, le cascadeur Johnny Blaze a vendu son âme au diable. Mais ce marché a un prix qu'il ne tarde pas à découvrir : humain la journée, il devient le Rider la nuit, un chasseur de primes traquant les âmes échappées de l'enfer.

Lorsque Roxanne est menacée, Johnny décide d'utiliser ses pouvoirs pour se retourner contre son Maître.","U.S.A.","2007","SND","Long métrage","Anglais","150 000 000 USD","1 033 561 entrées","Couleur","117132",1.7,1.9,"https://www.allocine.fr/film/fichefilm_gen_cfilm=28933.html"
2007-02-21,58126,"Primer",NA,"21 février 2007","1h 17min","Science Fiction, Thriller","Shane Carruth","Shane Carruth","Shane Carruth, David Sullivan, Casey Gooden","Dans un garage de banlieue, quatre ingénieurs passent leur temps libre à travailler sur des brevets qu'ils espèrent commercialiser pour leur propre compte.

Deux d'entre eux, Abe et Aaron, développent en secret une machine capable de réduire la masse des objets. Ils vont alors découvrir une capacité inattendue de ce qu'ils appellent ""la boîte"". L'échelle temporelle ne serait pas la même à l'intérieur et à l'extérieur.

Ils s'empressent d'en construire un modèle suffisamment grand pour en expérimenter les effets sur eux-mêmes. Il leur suffirait, ont-ils calculé, de ""reculer"" chaque jour de quelques heures pour manipuler leurs placements boursiers selon les données déjà publiées avant l'expérience.

Très vite, ils se sentiront dépassés par ce qui leur arrive.","U.S.A.","2004","Ed Distribution","Long métrage","Anglais","-",NA,"Couleur","116 423",3,2.6,"https://www.allocine.fr/film/fichefilm_gen_cfilm=58126.html"
2007-02-21,49272,"Scorpion",NA,"21 février 2007","1h 38min","Action, Drame, Policier","Julien Seri","Sylvie Verheyde, Julien Seri","Clovis Cornillac, Karole Rocher, Jérôme Le Banner","Angelo ne vit que pour la boxe thaï. Ecarté injustement des championnat, il tue accidentellement le challenger dans un combat de rue.

A sa sortie après six ans de prison, c'est une épave. Mais par amour, il va changer, devenir un autre, une machine à cogner, à prendre des coups, à combattre. Il va devenir Scorpion.

C'est le prix à payer pour gagner les combats clandestins sans règles et sans limites de free fight.","France","2007","Bac Films","Long métrage","Français","-","194 355 entrées","Couleur","109 602",2,2.1,"https://www.allocine.fr/film/fichefilm_gen_cfilm=49272.html"
2007-02-21,57476,"Bug",NA,"21 février 2007","1h 40min","Drame, Epouvante-horreur, Thriller","William Friedkin","Tracy Letts","Ashley Judd, Harry Connick Jr, Lynn Collins","Agnès vit seule dans un motel désert. Elle est hantée par le souvenir de son enfant, kidnappé plusieurs années auparavant, et redoute la visite de son ex-mari, Jerry, un homme violent

récemment sorti de prison. Dans cet univers coupé du monde, Agnès s'attache peu à peu à un vagabond excentrique, Peter. Leur relation tourne au cauchemar lorsqu'ils découvrent de mystérieux insectes capables de s'introduire sous la peau. Ensemble, ils vont devoir découvrir s'il s'agit d'une folie partagée ou d'un secret d'Etat...","U.S.A.","2006","Metropolitan FilmExport","Long métrage","Anglais","-","29 486 entrées","Couleur","116783",3.9,2.7,"https://www.allocine.fr/film/fichefilm_gen_cfilm=57476.html"
2007-02-21,58944,"La Ferme en folie","Barnyard","21 février 2007","1h 29min","Animation, Comédie","Steve Oedekerk","Steve Oedekerk","Laurent Gerra, Emmanuel Garijo, Claude Brosset","Otis la vache est le plus dissipé de tous les pensionnaires de la ferme. Lui et ses copains, Peps la souris, Freddy le furet, Bec le coq et Porc le cochon, sont toujours partants pour faire les 400 coups. Otis, faut-il l'avouer, est un rien bête, et fier de l'être...

Son père, Ben, a heureusement le sens des responsabilités. Chaque matin, il rassemble sa tumultueuse famille pour distribuer les tâches et corvées du jour et inciter les animaux à se méfier de leurs ennemis héréditaires, les coyotes. Ben prend très au sérieux son rôle et aimerait bien que son fils se montre un peu plus adulte. Peine perdue : Otis continue à faire la java et semble d'autant moins prêt à s'amender que son style plaît beaucoup à la belle vache Bessy aux grands yeux tendres.

Mais un triste jour, le vieux Ben s'en va. Otis est alors bien obligé de prendre sa suite. Et les ennuis commencent...","U.S.A.","2006","Paramount Pictures France","Long métrage","Anglais","51 000 000 USD","413 508 entrées","Couleur","116 324",2.9,2.1,"https://www.allocine.fr/film/fichefilm_gen_cfilm=58944.html"
2007-02-21,110582,"Danse avec lui",NA,"21 février 2007","1h 58min","Drame","Valérie Guignabodet","Valérie Guignabodet","Mathilde Seigner, Sami Frey, Jean-François Pignon","Trois ans après une rupture dramatique qui a bouleversé son existence, Alexandra réapprend à vivre et à aimer grâce à la rencontre troublante d'un vieux maître d'équitation et de son cheval.","France","2006","Wild Bunch Distribution","Long métrage","Français","-","931 308 entrées","Couleur","114 468",3.1,2.8,"https://www.allocine.fr/film/fichefilm_gen_cfilm=110582.html"
2007-02-21,108911,"Je crois que je l'aime",NA,"21 février 2007","1h 30min","Comédie, Romance","Pierre Jolivet","Pierre Jolivet, Simon Michaël","Vincent Lindon, Sandrine Bonnaire, François Berléand","Lucas, un riche industriel de 43 ans, célibataire, sort tout juste d'un terrible chagrin d'amour. Il rencontre alors Elsa, une jolie céramiste réputée de 38 ans à qui il a commandé une fresque pour décorer le hall de son entreprise. Irrésistiblement attiré par la jeune femme, Lucas va tenter de la conquérir.

Mais s'il est très habile en affaires, il n'est pas du tout sûr de lui en amour. Il va donc charger le détective privé de sa société, Roland Christin, de découvrir pour quelles raisons étranges cette jolie femme est encore célibataire, en mettant les méthodes d'investigation les plus modernes au service d'un sentiment ancestral : l'amour.","France","2006","StudioCanal","Long métrage","Cantonais, Anglais, Français, Italien, Japonais","-","774 897 entrées","Couleur","111979",3.6,2.4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=108911.html"
2007-02-21,120921,"Jour après jour",NA,"21 février 2007","1h 05min","Documentaire, Expérimental","Jean-Daniel Pollet, Jean-Paul Fargier","Jean-Daniel Pollet","Jean-Daniel Pollet, François Chattot","Il habite le monde comme sa maison : immobile. Un grave accident l'a cloué là, en ce point du monde : une maison au milieu d'un grand jardin. Il ne peut plus parcourir le monde : il le contemple jour après jour depuis sa maison.

Il est cinéaste. Il n'a vécu que pour faire des films. Toujours un de plus : envers et contre toutes les circonstances. Il imagine faire un film avec toutes ses images fixes, se ranimant par conjonction, juxtaposition, succession. Il en isolerait, dans le lot innombrable, ce qu'il en faut pour voir une année s'écouler, quatre saisons, jour après jour.

Jour après jour serait le titre. Le programme. Le seul scénario. Une année s'y écoulera. Une toute petite année parmi les milliards d'années du monde. Une vie s'y imprimera. Une petite vie parmi les milliards de vies du monde.","France","2006","La Traverse","Long métrage","Français","-",NA,"Couleur","114149",3.9,3.6,"https://www.allocine.fr/film/fichefilm_gen_cfilm=120921.html"
2007-02-21,110545,"Nue Propriété",NA,"21 février 2007","1h 30min","Drame","Joachim Lafosse","Joachim Lafosse, François Pirot","Isabelle Huppert, Jérémie Renier, Yannick Renier","Quand leur mère décide de vendre la maison familiale, Thierry et François réalisent qu'ils vont devoir vivre leur vie d'adulte. Leur relation fusionnelle va alors se transformer en guerre fratricide sous les yeux impuissants de leur mère.","France, Belgique","2006","Haut et Court","Long métrage","Français","-",NA,"Couleur","115 083",3.7,2.6,"https://www.allocine.fr/film/fichefilm_gen_cfilm=110545.html"
