semaine,allocine_id,titre,titre_original,date_sortie,duree,genres,realisateur,scenaristes,cast,synopsis,nationalite,annee_production,distributeur,type_film,langues,budget,boxoffice_france,couleur,visa,note_presse,note_spectateurs,url
2022-05-18,291483,Coupez!,,18 mai 2022,1h 52min,"Comédie, Epouvante-horreur",Michel Hazanavicius,Michel Hazanavicius,"Romain Duris, Bérénice Bejo, Grégory Gadebois","Un tournage de film de zombies dans un bâtiment désaffecté. Entre techniciens blasés et acteurs pas vraiment concernés, seul le réalisateur semble investi de l’énergie nécessaire pour donner vie à un énième film d'horreur à petit budget. L’irruption d’authentiques morts-vivants va perturber le tournage…",France,2022,Pan Distribution,Long métrage,Français,-,287 939 entrées,Couleur,155009,3.8,3.6,https://www.allocine.fr/film/fichefilm_gen_cfilm=291483.html
2022-05-18,291947,Frère et soeur,,20 mai 2022,1h 48min,Drame,Arnaud Desplechin,"Arnaud Desplechin, Julie Peyr","Marion Cotillard, Golshifteh Farahani, Melvil Poupaud","Un frère et une sœur à l’orée de la cinquantaine… Alice est actrice, Louis fut professeur et poète. Alice hait son frère depuis plus de vingt ans. Ils ne se sont pas vus depuis tout ce temps – quand Louis croisait la sœur par hasard dans la rue, celle-ci ne le saluait pas et fuyait… Le frère et la sœur vont être amenés à se revoir lors du décès de leurs parents.",France,2022,Le Pacte,Long métrage,Français,-,235 262 entrées,Couleur,155647,4.1,2.4,https://www.allocine.fr/film/fichefilm_gen_cfilm=291947.html
2022-05-18,262030,Junk Head,,18 mai 2022,1h 41min,"Animation, Aventure, Science Fiction",Takahide Hori,Takahide Hori,"Takahide Hori, Yuji Sugiyama, Atsuko Miyake","L’humanité a réussi à atteindre une quasi-immortalité. Mais à force de manipulations génétiques, elle a perdu la faculté de procréer, et décline inexorablement. En mission pour percer les secrets de la reproduction, Parton est envoyé dans la ville souterraine, où vivent des clones mutants prêts à se rebeller contre leurs créateurs…",Japon,2017,UFO Distribution,Long métrage,Japonais,-,15 812 entrées,Couleur,156763,3.5,3.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=262030.html
2022-05-18,279869,Don Juan,,23 mai 2022,1h 40min,"Comédie dramatique, Comédie musicale",Serge Bozon,"Serge Bozon, Axelle Ropert","Virginie Efira, Tahar Rahim, Alain Chamfort","Le film est présenté dans la sélection Cannes Première au Festival de Cannes 2022.

En 2022, Don Juan n’est plus l’homme qui séduit toutes les femmes, mais un homme obsédé par une seule femme : celle qui l’a abandonné…",France,2022,ARP Sélection,Long métrage,Français,-,51 251 entrées,Couleur,151793,3.1,1.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=279869.html
2022-05-18,300878,Memento Mori,,18 mai 2022,1h 36min,Drame,Jean Heches,"Jean Heches, Philippe Larcher","Philippe Larcher, Ruby Minard, Sylvain Urban","Depuis sa sortie de prison où il a passé 21 ans, PHILIPPE fait la manche à la gare de Wagesberg. Sous surveillance judiciaire, sa liberté ne tient qu’à la condition de son comportement irréprochable. Quand ANNA, une jeune activiste en cavale, lui demande de l’héberger, son quotidien bien réglé va être bouleversé par les échos de son passé.",France,2021,Septième Factory,Long métrage,Français,-,1 965 entrées,Couleur,154641,3,2.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=300878.html
2022-05-18,394,Pêché mortel,Leave Her to Heaven,9 juin 1947,1h 50min,Drame,John M. Stahl,Jo Swerling,"Gene Tierney, Cornel Wilde, Jeanne Crain",Une jeune femme très possessive décide de se séparer de son fiancé pour suivre un romancier qu'elle a rencontré dans un train. Elle décide d'éliminer tout l'entourage de son mari...,U.S.A.,1945,Park Circus France,Long métrage,Anglais,-,,Couleur,5693,5,4.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=394.html
2022-05-18,286044,J'adore ce que vous faites,,18 mai 2022,1h 31min,Comédie,Philippe Guillard,Philippe Guillard,"Gérard Lanvin, Artus, Antoine Bertrand","Alors que Gérard Lanvin s’apprête à tourner l’un des films les plus importants de sa carrière dans le sud de la France, son chemin croise celui de Momo Zapareto… Pour son plus grand regret. Car Momo est fan, très fan, trop fan ! Pour Gérard, le cauchemar ne fait que commencer…",France,2020,Gaumont Distribution,Long métrage,Français,-,151 107 entrées,Couleur,153347,2.8,2.4,https://www.allocine.fr/film/fichefilm_gen_cfilm=286044.html
2022-05-18,176140,Les Femmes des autres,La rimpatriata,4 octobre 2017,1h 50min,"Comédie, Romance",Damiano Damiani,Damiano Damiani,"Walter Chiari, Francisco Rabal, Letícia Román","C’est le temps des souvenirs pour une bande d’amis qui se retrouvent après de nombreuses années de séparation. Tous approchent de la quarantaine et souhaitent, au cours d’une soirée, retrouver le goût de l’insouciance de leur jeunesse. Mais au fil des heures, les souvenirs plus ou moins heureux s’égrènent, apportant peu à peu une tension dramatique à cette réunion d’amis...","Italie, France",1963,Les Acacias,Long métrage,Italien,-,,N&B,-,,2.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=176140.html
2022-05-18,142072,L'Ecureuil qui voyait tout en vert,,2 décembre 2009,0h 45min,Animation,"Behzad Farahat, Nahid Shamsdoust","Behzad Farahat, Hormoz Nazempour",,"Au fil des jours, un drôle de petit écureuil solitaire se ballade et découvre sa vraie nature. Au coeur de la forêt, un éléphant fatigué par un long voyage s'endort sur des fleurs. Les abeilles

mécontentes tentent de le réveiller, pendant ce temps, un autre écureuil va susciter la curiosité et la colère des autres animaux lorsqu'il s'empare d'une maison qui n'est pas la sienne.",Iran,2008,Les Films du Whippet,Moyen-métrage,Farsi,-,908 entrées,Couleur,-,3,2.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=142072.html
2022-05-18,299558,Detective Conan : La Fiancée de Shibuya,Meitantei Conan : Halloween no Hanayome,18 mai 2022,1h 50min,"Action, Animation, Comédie, Drame, Policier",Susumu Mitsunaka,Okura Takahiro,"Minami Takayama, Wakana Yamazaki, Chafûrin","Tokyo. Le quartier de Shibuya bat son plein pour Halloween. La détective Sato est en robe de mariée devant un parterre d’invités, dont Conan bien sûr ! Soudain, un agresseur fait irruption dans la salle et le détective Takagi est blessé en tentant de protéger Sato. Il survit à son agression mais cette attaque ravive chez Sato le souvenir du détective Matsuda, dont elle était amoureuse, tué au cours d'attentats à la bombe il y a trois ans. Au même moment, l'auteur de ces attentats s'évade de prison. Coïncidence ? Pour venger son camarade de classe, le détective Furuya alias Toru Amuro part à la recherche du fugitif qui lui tend un piège. Conan retrouve Amuro avec une bombe autour du cou dans un abri souterrain. Amuro lui raconte que 3 ans plus tôt, ses camarades de l'académie de police ont rencontré à Shibuya ""Plamya"", un poseur de bombe. Une ombre inquiétante plane sur Conan et ses amis. Le carrefour des destins s’embrase, Halloween se transforme en parade enragée !",Japon,2022,Eurozoom,Long métrage,Japonais,-,33 445 entrées,Couleur,157028,3.4,3.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=299558.html
2022-05-18,293302,Evolution,,18 mai 2022,1h 37min,Drame,Kornél Mundruczó,Kata Wéber,"Lili Monori, Annamária Láng, Goya Rego","D’un souvenir fantasmé de la Seconde Guerre Mondiale au Berlin contemporain, Evolution suit trois générations d’une famille marquée par l'Histoire. La douleur d’Eva, l’enfant miraculée des camps, se transmet à sa fille Lena, puis à son petit-fils, Jonas. Jusqu’à ce que celui-ci brise, d’un geste d’amour, la mécanique du traumatisme.","Hongrie, Allemagne",2021,Dulac Distribution,Long métrage,"Allemand, Hongrois",-,15 422 entrées,Couleur,156764,3.7,3.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=293302.html
2022-05-18,286095,Fuis-moi je te suis,The Real Thing part 2,18 mai 2022,2h 04min,"Drame, Romance",Kôji Fukada,"Shintaro Mitani, Kôji Fukada","Win Morisaki, Kaho Tsuchimura, Shohei Uno","La seconde partie après Suis-moi je te fuis.

Tsuji a décidé d’oublier définitivement Ukiyo et de se fiancer avec sa collègue de bureau. Ukiyo, quant à elle, ne se défait pas du souvenir de Tsuji… mais cette fois, c’est lui qui a disparu.",Japon,2020,Art House,Long métrage,Japonais,-,16 824 entrées,Couleur,155033,3.9,3.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=286095.html
2022-05-18,290952,Van Gogh In Love,,18 mai 2022,,Romance,Jean-Luc Ayach,Jean-Luc Ayach,"Frédéric Diefenthal, Hande Kodja, Steve Driesen","Léo, un artiste contemporain, veut renouer avec Élise, son ancienne compagne mais Vincent Van Gogh, revenu à notre époque, en est tombé amoureux. Un triangle amoureux suréaliste se dessine et des enjeux artistiques apparaissent en arrière-plan.",France,2021,Mica Films,Long métrage,Français,-,82 entrées,Couleur,149333,,3.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=290952.html
2022-05-18,303030,Twenty One Pilots Cinema Experience,,19 mai 2022,1h 30min,Documentaire,Jason Zada,,"du contenu inédit, Twenty One Pilots Cinema Experience est une immersion dans le catalogue éclectique et dans l’imagination d’un des groupes musicaux les plus créatifs.","Suivez le duo Twenty One Pilots, récompensés aux Grammy Awards, avec cette célébration épique de leur dernier album Scaled And Icy dans les cinémas du monde entier le 19 mai. Cette expérience psychédélique à la croisée de la performance musicale et théâtrale débarque au cinéma en version remasterisée pour le grand écran. Avec du contenu inédit, Twenty One Pilots Cinema Experience est une immersion dans le catalogue éclectique et dans l’imagination d’un des groupes musicaux les plus créatifs.",U.S.A.,2022,Pathé Live,Evénement spécial,Anglais,-,,Couleur,2022001823,,3.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=303030.html
2022-05-18,304504,"My country, My Parents",,18 mai 2022,2h 37min,Divers,"Jing Wu, Ziyi Zhang, Xu Zheng",,,"Après My People, My Country (2019), et My People, My Homeland (2020), My country, My Parents clôture la trilogie qui célèbre la fête nationale chinoise en se concentrant sur quatre familles à quatre époques différentes. Au cœur de ces quatre récits transgénérationnels : l’attachement au foyer familial et le dévouement pour son pays. En ravivant les souvenirs collectifs du pays, ce film est un véritable hymne à la Chine et à l’amour entre générations.",inconnue,2021,CMC Pictures,Long métrage,-,-,,-,-,,3.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=304504.html
2022-05-18,295031,Lucia di Lammermoor (Metropolitan Opera),,21 mai 2022,3h 44min,Opéra,Simon Stone,,"Nadine Sierra, Javier Camarena, Artur Rucinski","Lucia Ashton et Edgardo Ravenswood se jurent amour et fidélité au mépris de l’inimitié manifeste entre leurs deux familles. Enrico, le frère de Lucia, a d’autres plans pour elle : pour satisfaire son intérêt personnel, et alors qu’Edgardo est parti pour la France, il présente à sa sœur de fausses accusations contre celui qu’elle aime et la pousse malgré elle à signer un contrat de mariage avec Arturo Bucklaw.

Pourquoi aller voir cet opéra ?

Pièce phare du compositeur italien Donizetti, Lucia Di Lammermoor comporte un sextuor réputé pour être l'un des plus beaux ensembles de tout le répertoire. Son rôle-titre, qui oscille entre fragilité et folie représente un formidable challenge pour la soprano qui l'incarne. La distribution remarquable de cette nouvelle production électrisante signée Simon Stone promet une soirée à couper le souffle !

Opéra en trois actes, présenté en italien sous-titré en français.

En direct de New York au cinéma.",U.S.A.,2022,Pathé Live,Evénement spécial,Italien,-,,Couleur,2021001525,,3.3,https://www.allocine.fr/film/fichefilm_gen_cfilm=295031.html
2022-05-18,285453,Aida (Opéra de Paris-FRA Cinéma),,19 mai 2022,3h 00min,Opéra,Lotte de Beer,,"Sondra Radvanovsky, Jonas Kaufmann, Dudnikova Ksenia","Créé à l’Opéra du Caire en 1871 pour célébrer l’ouverture du Canal de Suez, Aida nous plonge dans le fantasme d’une Antiquité reconstituée. Au cœur de l’intrigue, un choix impossible entre l’amour et le devoir patriotique : une princesse éthiopienne captive et un militaire égyptien trahissent leur peuple et défient une puissante rivale, s’unissant jusqu’à la mort. Marquée par le contraste entre un spectacle démesuré et la transition vers une dramaturgie de l’intimité, la partition de Verdi réussit à distinguer le drame intérieur de ses protagonistes de l’imposant cadre historique. L’œuvre réunit les thématiques chères au compositeur : la nostalgie de la patrie perdue, la délivrance par la mort, l’opposition entre un présent décevant et un ailleurs idéalisé, le poids des pouvoirs religieux et politiques, éléments régulateurs d’un monde conçu comme un piège.",France,2021,FRA Cinéma,Evénement spécial,-,-,,Couleur,2020001400,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=285453.html
2022-05-18,296666,Le Lac des Cygnes (Royal Opera House),,19 mai 2022,3h 20min,Divers,"Liam Scarlett, Frederick Ashton",,Lauren Cuthbertson,"La somptueuse production du Lac des cygnes du Royal Ballet revient sur la scène du Royal Opera House après que sa reprise en 2020 a été interrompue par la fermeture des théâtres due à la pandémie. Ce classique du répertoire témoigne de l’inexorable amour du classicisme et de la musicalité innée du défunt chorégraphe Liam Scarlett, qui rayonnent à travers cette production.",Grande-Bretagne,2021,Trafalgar Releasing,Evénement spécial,-,-,,Couleur,2021001416,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=296666.html
