semaine,allocine_id,titre,titre_original,date_sortie,duree,genres,realisateur,scenaristes,cast,synopsis,nationalite,annee_production,distributeur,type_film,langues,budget,boxoffice_france,couleur,visa,note_presse,note_spectateurs,url
2017-06-07,173720,Wonder Woman,,7 juin 2017,2h 21min,"Action, Aventure, Fantastique",Patty Jenkins,Allan Heinberg,"Gal Gadot, Chris Pine, Connie Nielsen","C'était avant qu'elle ne devienne Wonder Woman, à l'époque où elle était encore Diana, princesse des Amazones et combattante invincible. Un jour, un pilote américain s'écrase sur l'île paradisiaque où elle vit, à l'abri des fracas du monde. Lorsqu'il lui raconte qu'une guerre terrible fait rage à l'autre bout de la planète, Diana quitte son havre de paix, convaincue qu'elle doit enrayer la menace. En s'alliant aux hommes dans un combat destiné à mettre fin à la guerre, Diana découvrira toute l'étendue de ses pouvoirs… et son véritable destin.",U.S.A.,2017,Warner Bros. France,Long métrage,Anglais,-,2 165 068 entrées,Couleur,146745,3.1,3.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=173720.html
2017-06-07,237734,HHhH,,7 juin 2017,2h 00min,"Action, Historique, Thriller",Cédric Jimenez,"David Farr, Audrey Diwan","Jason Clarke, Rosamund Pike, Jack O'Connell","L’ascension fulgurante de Reinhard Heydrich, militaire déchu, entraîné vers l’idéologie nazie par sa femme Lina. Bras droit d’Himmler et chef de la Gestapo, Heydrich devient l’un des hommes les plus dangereux du régime. Hitler le nomme à Prague pour prendre le commandement de la Bohême-Moravie et lui confie le soin d’imaginer un plan d’extermination définitif. Il est l’architecte de la Solution Finale.

Face à lui, deux jeunes soldats, Jan Kubis et Jozef Gabcik. L’un est tchèque, l’autre slovaque. Tous deux se sont engagés aux côtés de la Résistance, pour libérer leur pays de l’occupation allemande. Ils ont suivi un entraînement à Londres et se sont portés volontaires pour accomplir l’une des missions secrètes les plus importantes, et l’une des plus risquées aussi : éliminer Heydrich.

Au cours de l’infiltration, Jan rencontre Anna Novak, tentant d’endiguer les sentiments qui montent en lui. Car les résistants le savent tous : leur cause passe avant leur vie. Le 27 mai 1942, les destins d’Heydrich, Jan et Jozef basculent, renversant le cours de l’Histoire.","France, Grande-Bretagne, Belgique, U.S.A.",2017,Mars Films,Long métrage,Anglais,-,242 999 entrées,Couleur,142873,3,3.6,https://www.allocine.fr/film/fichefilm_gen_cfilm=237734.html
2017-06-07,12359,Le Point de non-retour,Point Blank,5 avril 1968,1h 32min,"Policier, Thriller",John Boorman,"Alexander Jacobs (I), David Newhouse","Lee Marvin, Angie Dickinson, Keenan Wynn","C'est pour le compte de son ami Reese que Walker, accompagné de sa femme, récupère dans la prison désaffectée d'Alcatraz un magot de 93 000 dollars. L'opération réussit. Reese abat Walker et emmène sa femme, qu'il convoitait depuis longtemps. Seulement Walker n'est pas mort et n'a de cesse de châtier Reese et ses complices.",U.S.A.,1967,Park Circus France,Long métrage,Anglais,3 000 000 USD,,Couleur,33 857,4.2,3.9,https://www.allocine.fr/film/fichefilm_gen_cfilm=12359.html
2017-06-07,246247,The Wall,,7 juin 2017,1h 28min,"Guerre, Thriller",Doug Liman,Dwain Worrell,"Aaron Taylor-Johnson, John Cena, Laith Nakli","Deux soldats américains sont la cible d’un tireur d’élite irakien. Seul un pan de mur en ruine les protège encore d’une mort certaine. Au-delà d’une lutte pour la survie, c’est une guerre de volontés qui se joue, faite de tactique, d’intelligence et d’aptitude à atteindre l’ennemi par tous les moyens…",U.S.A.,2017,Metropolitan FilmExport,Long métrage,Anglais,-,77 822 entrées,Couleur,146788,3.1,3.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=246247.html
2017-06-07,177631,Comment j'ai rencontré mon père,,7 juin 2017,1h 25min,Comédie,Maxime Motte,"Maxime Motte, David Charhon","François-Xavier Demaison, Isabelle Carré, Albert Delpy","Dans la famille d’Enguerrand, petit garçon adopté d’origine africaine, rien ne se fait comme ailleurs !

Son père, Eliot, assume si peu d’être un père adoptif qu’il bassine son fils à longueur de journée sur ses origines africaines. Pour sa mère, Ava, Eliot en fait trop : trop aimant, trop étouffant… Une nuit, Enguerrand croise le chemin d’un migrant, Kwabéna, à la peau noire comme la sienne. Pour lui, c’est sûr, il s’agit de son père biologique ! Il décide donc de l’héberger dans sa chambre, à la grande surprise de ses parents… De péripéties en rebondissements, l’aventure pourrait bien souder la famille comme jamais.",France,2015,SND,Long métrage,Français,-,48 967 entrées,Couleur,126717,3.3,2.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=177631.html
2017-06-07,253409,Le Vénérable W.,,7 juin 2017,1h 40min,Documentaire,Barbet Schroeder,Barbet Schroeder,"Barbet Schroeder, Bulle Ogier","En Birmanie, le « Vénérable W. » est un moine bouddhiste très influent. Partir à sa rencontre, c’est se retrouver au cœur du racisme quotidien, et observer comment l'islamophobie et le discours haineux se transforment en violence et en destruction. Pourtant nous sommes dans un pays où 90% de la population est bouddhiste, religion fondée sur un mode de vie pacifique, tolérant et non-violent.

 ","Suisse, France",2016,Les Films du Losange,Long métrage,"Birman, Français",-,86 620 entrées,Couleur,145527,4,3.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=253409.html
2017-06-07,255499,Le Jour d'après,Geu-Hu,7 juin 2017,1h 32min,"Comédie, Drame",Hong Sang-soo,Hong Sang-soo,"Kim Min-Hee, Hae-hyo Kwon, Yun-hee Cho","Areum s’apprête à vivre son premier jour de travail dans une petite maison d’édition. Bongwan, son patron, a eu une relation amoureuse avec la femme qu’Areum remplace. Leur liaison vient de se terminer.

Ce jour-là, comme tous les jours, Bongwan quitte le domicile conjugal bien avant l’aube pour partir au travail. Il n’arrête pas de penser à la femme qui est partie. Ce même jour, la femme de Bongwan trouve une lettre d’amour. Elle arrive au bureau sans prévenir et prend Areum pour la femme qui est partie...",Corée du Sud,2017,Les Bookmakers / Capricci Films,Long métrage,Coréen,-,33 519 entrées,N&B,146762,4.1,3.4,https://www.allocine.fr/film/fichefilm_gen_cfilm=255499.html
2017-06-07,2414,"Moi, un Noir",,8 décembre 2016,1h 12min,Comédie dramatique,Jean Rouch,Jean Rouch,"Oumarou Ganda, Petit Toure, Alassane Maiga","Trois Nigériens et une Nigérienne s'installent à Treichville, banlieue d'Abidjan, chef-lieu de la Côte d'Ivoire. Comme nombre de leurs compatriotes, ils tentent l'aventure de la ville… Amère aventure pour ceux qui abandonnent leur village et se heurtent à une civilisation mécanisée.",France,1957,Solaris Distribution,Long métrage,Français,-,,Couleur,21 383,,3.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=2414.html
2017-06-07,233917,Dora ou les névroses sexuelles de nos parents,Dora oder die sexuellen Neurosen unserer Eltern,7 juin 2017,1h 32min,Drame,Stina Werenfels,"Stina Werenfels, Boris Treyer","Victoria Schulz, Lars Eidinger, Jenny Schily","Alors que sa mère décide de ne plus lui administrer de médicaments, Dora, jeune handicapée mentale de dix-huit ans, commence à s’épanouir. Mais quand Dora découvre sa sexualité, sa lutte pour son indépendance devient de plus en plus risquée.

Au grand dam de sa mère, Dora a une relation sexuelle spontanée avec un homme ambigu, évidemment épris de cette sensualité décomplexée. Comme cette rencontre se mue en liaison secrète, les parents de Dora se battent pour protéger leur enfant vulnérable...

Rude, cru, organique, Dora s’inscrit dans une réalité sans ltre. Aux antipodes du reportage sociologique, le lm s’appuie sur le jeu exceptionnel des comédiens.",Suisse,2015,Esperanza Productions,Long métrage,Allemand,-,489 entrées,Couleur,146769,2.3,3.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=233917.html
2017-06-07,244440,A Serious Game,Den allvarsamma leken,7 juin 2017,1h 55min,Drame,Pernilla August,Lone Scherfig,"Karin Franz Körlof, Sverrir Gudnason, Liv Mjönes","Dans la Suède du début du XXème siècle, Arvid Stjärnblom, un jeune journaliste, et Lydia Stille, fille d’un artiste peintre, tombent éperdument amoureux. Mais leur idéal d’une passion pure et inconditionnelle se heurte à la réalité de l’époque ; désargentés et effrayés par l’avenir, ils épousent finalement, l’un comme l’autre, un parti plus fortuné. Des années plus tard, alors que chacun a fondé un foyer, ils se retrouvent. Déchirés entre famille et passion, ils devront dès lors assumer leur choix et en payer le prix…","Suède, Danemark, Norvège",2016,Paradis Films,Long métrage,Suédois,-,12 861 entrées,Couleur,146219,2.5,3.2,https://www.allocine.fr/film/fichefilm_gen_cfilm=244440.html
