"semaine","allocine_id","titre","titre_original","date_sortie","duree","genres","realisateur","scenaristes","cast","synopsis","nationalite","annee_production","distributeur","type_film","langues","budget","boxoffice_france","couleur","visa","note_presse","note_spectateurs","url"
2014-11-12,221859,"Respire",NA,"12 novembre 2014","1h 32min","Drame","Mélanie Laurent","Julien Lambroschini, Mélanie Laurent","Joséphine Japy, Lou de Laâge, Isabelle Carré","Charlie, une jeune fille de 17 ans. L’âge des potes, des émois, des convictions, des passions. Sarah, c’est la nouvelle. Belle, culottée, un parcours, un tempérament. La star immédiate, en somme. Sarah choisit Charlie.","France","2014","Gaumont Distribution","Long métrage","Français","-","213 530 entrées","Couleur","137801",3.5,3.8,"https://www.allocine.fr/film/fichefilm_gen_cfilm=221859.html"
2014-11-12,221898,"La Prochaine fois je viserai le coeur",NA,"12 novembre 2014","1h 51min","Drame, Policier","Cédric Anger","Cédric Anger","Guillaume Canet, Ana Girardot, Jean-Yves Berteloot","Pendant plusieurs mois, entre 1978 et 1979, les habitants de l’Oise se retrouvent plongés dans l’angoisse et la terreur : un maniaque sévit prenant pour cibles des jeunes femmes.

Après avoir tenté d’en renverser plusieurs au volant de sa voiture, il finit par blesser et tuer des auto-stoppeuses choisies au hasard. L’homme est partout et nulle part, échappant aux pièges des enquêteurs et aux barrages. Il en réchappe d’autant plus facilement qu’il est en réalité un jeune et timide gendarme qui mène une vie banale et sans histoires au sein de sa brigade. Gendarme modèle, il est chargé d’enquêter sur ses propres crimes jusqu’à ce que les cartes de son périple meurtrier lui échappent.","France","2014","Mars Films","Long métrage","Français","4 000 000 EUR","490 537 entrées","Couleur","124106",3.7,3.2,"https://www.allocine.fr/film/fichefilm_gen_cfilm=221898.html"
2014-11-12,208791,"Quand vient la nuit","The Drop","12 novembre 2014","1h 47min","Drame, Policier, Thriller","Michaël R. Roskam","Dennis Lehane","Tom Hardy, Noomi Rapace, James Gandolfini","Bob Saginowski, barman solitaire, suit d’un regard désabusé le système de blanchiment d’argent basé sur des bars-dépôts – appelés « Drop bars » - qui sévit dans les bas-fonds de Brooklyn. Avec son cousin et employeur Marv, Bob se retrouve au centre d’un braquage qui tourne mal. Il est bientôt mêlé à une enquête qui va réveiller des drames enfouis du passé...","U.S.A.","2014","Twentieth Century Fox France","Long métrage","Anglais","-","100 561 entrées","Couleur","140588",3.5,3.7,"https://www.allocine.fr/film/fichefilm_gen_cfilm=208791.html"
2014-11-12,209260,"Un prof pas comme les autres","Fack ju Göhte","12 novembre 2014","1h 58min","Comédie","Bora Dagtekin","Bora Dagtekin","Elyas M'Barek, Karoline Herfurth, Katja Riemann","Zeki Müller, petit escroc, sort de prison avec pour seul but de retrouver un butin qu’il a enterré. Le problème est que depuis, un gymnase s’est construit au-dessus. Afin de récupérer son argent, Zeki n’a pas d’autre choix que de se faire embaucher comme enseignant suppléant dans l’école dont dépend le gymnase. Il devient ainsi le pire enseignant de tous les temps. La nuit, Zeki creuse secrètement ; la journée, il utilise des méthodes peu orthodoxes pour amener des élèves indisciplinés sur la bonne voix. Cette approche pédagogique est condamnée par sa collègue Lisi, enseignante peu respectée qui va trouver en Zeki, non seulement un allié mais également une personne douée d’une certaine intégrité morale.","Allemagne","2013","Océan Films","Long métrage","Allemand","-","62 138 entrées","Couleur","140935",2.4,3.4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=209260.html"
2014-11-12,178556,"Serena",NA,"12 novembre 2014","1h 49min","Drame","Susanne Bier","Christopher Kyle","Jennifer Lawrence, Bradley Cooper, Rhys Ifans","À la fin des années 20, George et Serena Pemberton, jeunes mariés, s’installent dans les montagnes de Caroline du Nord, où ils sont décidés à faire fortune dans l’industrie du bois. Dans cette nature sauvage, Serena se montre rapidement l’égale de n’importe quel homme et règne d’une main de fer avec son mari sur leur empire. Lorsque Serena découvre le secret de George alors qu’elle est elle-même frappée par le sort, leur couple passionné et impétueux se fissure. Leur destin les entraîne vers la plus terrible des tragédies…","U.S.A., France, République tchèque","2014","StudioCanal","Long métrage","Anglais","-","80 465 entrées","Couleur","137474",2.1,2.4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=178556.html"
2014-11-12,224644,"Qui vive",NA,"12 novembre 2014","1h 23min","Drame","Marianne Tardieu","abonnement","Reda Kateb, Adèle Exarchopoulos, Rashid Debbouze","Retourné vivre chez ses parents, Chérif, la trentaine, peine à décrocher le concours d’infirmier. En attendant, il travaille comme vigile. Il réussit malgré tout les écrits de son concours et rencontre une fille qui lui plaît, Jenny… Mais au centre commercial où il travaille, il perd pied face à une bande d'adolescents désoeuvrés qui le harcèlent. Pour se débarrasser d'eux, il accepte de rencarder un pote sur les livraisons du magasin. En l'espace d'une nuit, la vie de Chérif bascule...","France","2014","Rezo Films","Long métrage","Français","-","31 790 entrées","Couleur","125186",3.1,2.8,"https://www.allocine.fr/film/fichefilm_gen_cfilm=224644.html"
2014-11-12,186372,"[REC] 4","[REC]⁴","12 novembre 2014","1h 35min","Epouvante-horreur","Jaume Balagueró","Jaume Balagueró, Manu Diez","Manuela Velasco, Paco Manzanedo, Héctor Colomé","Quelques heures après les terribles événements qui ont ravagé le vieil immeuble de Barcelone. Passé le chaos initial, l’armée décide d’intervenir et envoie un groupe d’élite dans l’immeuble pour poser des détonateurs et mettre un terme à ce cauchemar. Mais quelques instants avant l’explosion, les soldats découvrent une ultime survivante : Angela Vidal… Elle est amenée dans un quartier de haute-sécurité pour être mise en quarantaine et isolée du monde afin de subir une batterie de tests médicaux. Un endroit parfait pour la renaissance du Mal… L’Apocalypse peut commencer !","Espagne","2014","The Jokers / Le Pacte","Long métrage","Espagnol","-","256 656 entrées","Couleur","140866",1.6,1.9,"https://www.allocine.fr/film/fichefilm_gen_cfilm=186372.html"
2014-11-12,6611,"Les Croix de bois",NA,"12 novembre 2014","1h 46min","Guerre, Historique","Raymond Bernard","Raymond Bernard, André Lang","Pierre Blanchar, Gabriel Gabrio, Charles Vanel","Dans la ferveur et l’exaltation du début de la guerre, Demachy, encore étudiant, répond à l’appel sous les drapeaux. Il rencontre Sulphart, Bréval, Bouffioux et les autres, autrefois ouvrier, boulanger, cuisinier, désormais unis sous le nom de soldat.

Ensemble, ils vont rire, ensemble ils vont se battre, ensemble ils vont perdre espoir, noyés sous une tempête de feu, d’acier et d’absurdité. Dans la brume des tranchées défigurées par les canons, les soldats font face à la cruauté de la vie quotidienne, l’attente du courrier qui déchire les coeurs, la terreur des mines cachées, les camarades qui tombent. Tandis que fleurissent les croix de bois sur les tombeaux à ciel ouvert, Demachy finit par perdre ses idéaux.","France","1931","Pathé Films","Long métrage","Français","-",NA,"N&B","-",NA,4,"https://www.allocine.fr/film/fichefilm_gen_cfilm=6611.html"
2014-11-12,224194,"Marie Heurtin",NA,"12 novembre 2014","1h 35min","Biopic, Drame","Jean-Pierre Améris","Jean-Pierre Améris, Philippe Blasband","Isabelle Carré, Ariana Rivoire, Brigitte Catillon","Cette histoire est inspirée de faits réels qui se sont déroulés en France à la fin du 19ème siècle.

Née sourde et aveugle, Marie Heurtin, âgée de 14 ans, est incapable de communiquer avec le reste du monde.

Son père, modeste artisan, ne peut se résoudre à la faire interner dans un asile comme le lui conseille un médecin qui la juge « débile ».

En désespoir de cause, il se rend à l’institut de Larnay, près de Poitiers, où des religieuses prennent en charge des jeunes filles sourdes.

Malgré le scepticisme de la Mère supérieure, une jeune religieuse, Sœur Marguerite, se fait fort de s’occuper du « petit animal sauvage » qu’est Marie et de tout faire pour la sortir de sa nuit...","France","2014","Diaphana Distribution","Long métrage","Français, Langue des signes","-","258 852 entrées","Couleur","137590",3.7,4.1,"https://www.allocine.fr/film/fichefilm_gen_cfilm=224194.html"
2014-11-12,192550,"Favelas","Trash","12 novembre 2014","1h 54min","Aventure, Comédie, Drame","Stephen Daldry, Christian Duurvoort","Richard Curtis","Rickson Tevez, Eduardo Luis, Gabriel Weinstein","Lorsque deux garçons des bidonvilles de Rio trouvent un portefeuille au cours de leur inspection quotidienne de la décharge du coin, ils sont loin de se douter que leur vie est sur le point de changer à jamais. Quand la police locale débarque, offrant une belle récompense en échange du portefeuille, Rafael et Gardo réalisent l’importance de leur découverte. Une aventure extraordinaire commence alors pour nos deux jeunes héros. Flanqués de leur ami Rato, le trio décide de cacher son précieux butin, et d’échapper à la police afin de découvrir quel secret il peut bien contenir. Pour tenter d’y voir plus clair, ils vont recomposer, étape par étape, l’histoire de son propriétaire, José Angelo, discernant peu à peu à qui ils peuvent se fier. Ils vont alors comprendre que la police, et notamment son chef, le redoutable Frederico, sont loin d’être dignes de confiance. Mais un couple de missionnaires américains qui travaille dans leur favela, le très désabusé Père Julliard et sa jeune assistante Olivia, pourra peut-être leur ouvrir de meilleures perspectives.","Grande-Bretagne, Brésil","2014","Universal Pictures International France","Long métrage","Anglais, Portugais","-","124 244 entrées","Couleur","140860",2.8,3.7,"https://www.allocine.fr/film/fichefilm_gen_cfilm=192550.html"
