semaine,allocine_id,titre,titre_original,date_sortie,duree,genres,realisateur,scenaristes,cast,synopsis,nationalite,annee_production,distributeur,type_film,langues,budget,boxoffice_france,couleur,visa,note_presse,note_spectateurs,url
2026-10-21,1000018384,Karma,,21 octobre 2026,2h 20min,"Drame, Thriller",Guillaume Canet,Guillaume Canet,"Marion Cotillard, Denis Ménochet, Leonardo Sbaraglia","Dans un village au nord de l’Espagne, Jeanne tente de reconstruire sa vie avec Daniel, qui ne connaît rien de son passé trouble. Un jour, Mateo, le filleul de Jeanne âgé de six ans, disparaît mystérieusement… Afin d’échapper à la police qui la soupçonne rapidement, Jeanne se réfugie en France dans la communauté où elle est née et qu’elle a fuie quelques années auparavant. Daniel ne croit pas à la culpabilité de la femme qu’il aime et va tout faire pour la retrouver avant la police.",France,2026,Pathé Films,Long métrage,Français,-,,-,-,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000018384.html
2026-10-21,318225,La Gradiva,,21 octobre 2026,2h 25min,"Comédie, Drame",Marine Atlan,"Marine Atlan, Anne Brouillet","Antonia Buresi, Colas Quignard, Suzanne Gerin","Un groupe de lycéens français part en voyage scolaire à Naples pour découvrir les ruines de Pompéi et ses corps pétrifiés par le Vésuve. C’est là que le vertige les saisit brutalement. L’un après l’autre, ils se laissent submerger par le désir et la colère jusqu’à s’y abandonner complètement.","France, Italie",2026,Tandem,Long métrage,Français,-,,Couleur,2022003635,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=318225.html
2026-10-21,1000030383,Le Roi du Game,,21 octobre 2026,,Comédie,Eric Judor,"Antonin Fourlon, Cédric Prévost","Eric Judor, Alexandra Lamy, Marc Labreche",Alexandre est prêt à tout pour renouer avec sa fille. Quitte à infiltrer une équipe de bras cassés dans un univers de jeu médiéval-fantastique. Cette quête improbable pourrait bien le ramener à ses propres rêves oubliés...,France,2026,Gaumont Distribution,Long métrage,Français,-,,Couleur,-,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000030383.html
2026-10-21,1000016901,Clayface,,21 octobre 2026,,"Drame, Epouvante-horreur, Thriller",James Watkins,"Mike Flanagan, Hossein Amini","Tom Rhys Harries, Naomi Ackie, Max Minghella","L'ascension fulgurante de Matt Hagen, de gamin des rues de Gotham à star hollywoodienne, est brutalement interrompue lorsqu'un baron du crime le laisse atrocement défiguré. Abandonné de tous et n'ayant plus rien à perdre, Matt se tourne vers un traitement expérimental qui lui rend miraculeusement son apparence… mais altère profondément sa perception de la réalité. Il sombre alors dans une spirale destructrice, consumé par un irrépressible désir de vengeance.",U.S.A.,2026,Warner Bros. France,Long métrage,Anglais,-,,Couleur,-,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000016901.html
2026-10-21,1000051245,Mylène Farmer – Égrégore – L’avant-première,,27 octobre 2026,1h 05min,Divers,François Hanss,,,"Soyez les premiers à vous immerger dans le nouvel album événement de Mylène Farmer, mis en images.",inconnue,2026,-,Evénement spécial,-,-,,-,2026004690,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000051245.html
2026-10-21,296642,L'île des souvenirs,Forgotten Island,21 octobre 2026,1h 49min,"Animation, Aventure, Comédie, Famille","Joel Crawford, Januel P. Mercado","Januel P. Mercado, Joel Crawford","Manon Bresch, H.E.R., Anaïde Rozam","Jo et Raissa, deux meilleures amies depuis la primaire, qui, après avoir obtenu le baccalauréat, sont sur le point de se lancer dans des choix de parcours différents. Alors qu’elles fêtent leur dernière soirée ensemble, les deux jeunes filles tombent sur un portail mystérieux qui les transporte sur l’île fantastique de Nakali, peuplée de créatures magiques tout droit sorties des contes mythologiques Philippins de leur enfance. Ensemble les filles vont s’allier à certaines de ces créatures, tandis qu’elles devront en affronter d’autres. Avec l’aide de Raww un chien-garou aussi bien intentionné que malchanceux, ainsi que d’une clique de petits compagnons dotés de pouvoirs extraordinaires, les deux meilleures amies vont affronter la redoutable Manananggal, la créature la plus redoutée de toute l’île. Mais quand elles découvrent que pour retrouver le chemin de la maison, il leur faudra oublier tout ce qu’elles ont vécu ensemble, Jo et Raissa vont se lancer dans une course contre la montre pour trouver le moyen de quitter cette île, avant qu’elle ne dévore à jamais les souvenirs de leur amitié.",U.S.A.,2026,Universal Pictures International France,Long métrage,Anglais,-,,Couleur,-,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=296642.html
2026-10-21,1000026725,Une femme aujourd’hui,,21 octobre 2026,,Comédie dramatique,Robert Guédiguian,"Robert Guédiguian, Serge Valletti","Marilou Aussilloux, Ariane Ascaride, Jean-Pierre Darroussin","Juliette, 30 ans, semble avoir tout pour elle : un poste prestigieux dans la finance, une belle maison, une vie rythmée par les voyages et les amours de passage. Lorsqu’elle est agressée par un collègue, son monde s’effondre. Juliette s'engage alors sur un nouveau chemin pour redonner un sens à sa vie.","France, Italie",2026,Diaphana Distribution,Long métrage,Français,-,,Couleur,-,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000026725.html
2026-10-21,1000024131,Shaun le Mouton : La Bêêête d'Halloween,Shaun The Sheep: The Beast Of Mossy Bottom,21 octobre 2026,1h 20min,"Animation, Aventure, Comédie, Famille","Steve Cox, Matthew Walker","Mark Burton (II), Giles Pilbrow","Justin Fletcher, John Sparkes, Kate Harbour","A Halloween, les habitants de la ferme de Mossy Bottom se réjouissent des festivités, jusqu’à ce que le Fermier maladroit saccage les citrouilles bien-aimées du troupeau. Lorsque Shaun se transforme en scientifique fou pour résoudre le problème, les choses dérapent : le Fermier disparaît et une bête sauvage rôde dans les bois.",Grande-Bretagne,2026,StudioCanal,Long métrage,Anglais,-,,Couleur,-,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000024131.html
2026-10-21,322884,Wicker,,21 octobre 2026,1h 45min,"Drame, Fantastique, Romance","Alex Huston Fischer, Eleanor Wilson","Alex Huston Fischer, Eleanor Wilson","Olivia Colman, Alexander Skarsgård, Peter Dinklage","Mise au ban de son village, une pêcheuse solitaire commande au vannier local un mari en osier. Cet époux improbable se révèle doté d’une sensibilité et de talents qui dépassent toutes ses attentes. À son contact, elle découvre un désir insoupçonné et, peu à peu, s’éprend véritablement de lui. Mais bientôt, son étrange mari attise les convoitises, la jalousie et les fantasmes des villageois, faisant vaciller les certitudes d’une communauté jusque-là bien ordonnée.",U.S.A.,2026,Metropolitan FilmExport,Long métrage,Anglais,-,,Couleur,-,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=322884.html
2026-10-21,1000043220,Marie Madeleine,,21 octobre 2026,1h 44min,Comédie dramatique,Gessica Généus,Gessica Généus,"Gessica Généus, Béonard Monteau, Edouard Baptiste","À Jacmel, en Haïti, la mer, les églises et les esprits façonnent la vie. Marie Madeleine est une femme libre. Elle vit de la prostitution et traverse les nuits sans se soumettre aux règles de ceux qui sauvent les âmes. Sa route croise celle de Joseph, un jeune évangéliste. Une relation se noue entre ces deux êtres que tout oppose. Alors que Joseph vacille dans sa foi, Marie Madeleine l’entraîne vers un monde dans lequel désir et quête de liberté ouvrent un espace où tout peut être réinventé.","Haïti, France, Belgique, Luxembourg, Canada",2026,Pyramide Distribution,Long métrage,Créole,-,,Couleur,158796,,,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000043220.html
