semaine,allocine_id,titre,titre_original,date_sortie,duree,genres,realisateur,scenaristes,cast,synopsis,nationalite,annee_production,distributeur,type_film,langues,budget,boxoffice_france,couleur,visa,note_presse,note_spectateurs,url
2026-01-14,1000014092,L’Affaire Bojarski,,14 janvier 2026,2h 08min,Drame,Jean-Paul Salomé,"Jean-Paul Salomé, Bastien Daret","Reda Kateb, Sara Giraudeau, Bastien Bouillon","Jan Bojarski, jeune ingénieur polonais, se réfugie en France pendant la guerre. Il y utilise ses dons pour fabriquer des faux papiers pendant l’occupation allemande. Après la guerre, son absence d’état civil l’empêche de déposer les brevets de ses nombreuses inventions et il est limité à des petits boulots mal rémunérés… jusqu’au jour où un gangster lui propose d’utiliser ses talents exceptionnels pour fabriquer des faux billets. Démarre alors pour lui une double vie à l’insu de sa famille. Très vite, il se retrouve dans le viseur de l’inspecteur Mattei, meilleur flic de France.","France, Belgique",2025,Le Pacte,Long métrage,Français,-,1 166 310 entrées,Couleur,152664,3.7,4.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000014092.html
2026-01-14,293629,Greenland Migration,Greenland 2: Migration,14 janvier 2026,1h 39min,"Action, Thriller",Ric Roman Waugh,"Chris Sparling, Mitchell LaFortune","Gerard Butler, Morena Baccarin, Roman Griffin Davis","Après l’impact dévastateur d’une comète qui a réduit la Terre en ruines, la famille Garrity doit quitter la sécurité de son bunker au Groenland. Commence alors un périple pour leur survie et l’avenir de l’Humanité à travers un monde dévasté à la recherche d’un nouveau foyer.",U.S.A.,2025,Metropolitan FilmExport,Long métrage,Anglais,-,199 982 entrées,Couleur,166553,2,2.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=293629.html
2026-01-14,1000000966,28 Ans Plus Tard : Le Temple Des Morts,28 Years Later: The Bone Temple,14 janvier 2026,1h 50min,Epouvante-horreur,Nia DaCosta,Alex Garland,"Ralph Fiennes, Jack O'Connell, Alfie Williams","Dans ce nouveau volet de la saga, le docteur Kelson noue une relation aussi troublante qu’inattendue dont les répercussions sont susceptibles de bouleverser notre monde. De l’autre côté, la rencontre entre Spike et Jimmy Crystal tourne au cauchemar. Dans LE TEMPLE DES MORTS, ce ne sont plus les infectés qui représentent la plus grande menace pour la survie de l’espèce humaine – c’est l’absence d’humanité des rescapés qui se révèle être le danger le plus terrifiant…","Grande-Bretagne, U.S.A.",2026,Sony Pictures Releasing France,Long métrage,Anglais,-,196 888 entrées,-,166424,3.4,3.4,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000000966.html
2026-01-14,1000027249,Sans pitié,,14 janvier 2026,1h 34min,"Drame, Thriller",Julien Hosmalin,"Julien Hosmalin, Olivier Torres","Adam Bessa, Tewfik Jallab, Jonathan Turnbull","Maria élève seule ses deux fils, Ryan et Dario. À eux trois ils tiennent le stand de tir dans une petite fête foraine. Après une balade en moto avec son grand frère, Dario disparait et reste introuvable. C’est seulement le lendemain qu’il réapparait blessé et muré dans le silence. Vingt ans plus tard, à la mort de leur mère, les deux frères se retrouvent. Dario a reconstruit sa vie au Canada, alors que Ryan est lui, resté à Ferris Wheel, vivant du stand et de petites combines. Dario redécouvre cette vie foraine, presque oubliée, et la famille qui la compose. Mais un soir, parmi l’entourage de Ryan, il se retrouve par hasard, face à l’un de ses ravisseurs. De ce jour, les deux frères doivent composer avec d’un côté la vengeance, et de l’autre, le pardon…","France, Belgique",2025,Moonlight Films Distribution,Long métrage,Français,-,16 989 entrées,Couleur,146419,3.3,3.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000027249.html
2026-01-14,1000004748,Eleonora Duse,Duse,14 janvier 2026,2h 02min,"Biopic, Historique",Pietro Marcello,"Pietro Marcello, Letizia Russo","Valeria Bruni Tedeschi, Noémie Merlant, Fanni Wrochna","A la fin de la Première Guerre mondiale, alors que l’Italie enterre son soldat inconnu, la grande Eleonora Duse arrive au terme d’une carrière légendaire. Mais malgré son âge et une santé fragile, celle que beaucoup considèrent comme la plus grande actrice de son époque, décide de remonter sur scène. Les récriminations de sa fille, la relation complexe avec le grand poète D’Annunzio, la montée du fascisme et l’arrivée au pouvoir de Mussolini, rien n’arrêtera Duse ""la divine"".","Italie, France",2025,Ad Vitam,Long métrage,Italien,-,59 617 entrées,Couleur,162086,2.6,2.6,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000004748.html
2026-01-14,292718,"Furcy, né libre",,14 janvier 2026,1h 48min,"Biopic, Drame, Historique, Judiciaire",Abd Al Malik,Etienne Comar,"Makita Samba, Romain Duris, Ana Girardot","Île de la Réunion, 1817. À la mort de sa mère, l'esclave Furcy découvre des documents qui pourraient faire de lui un homme libre. Avec l’aide d’un procureur abolitionniste, il se lance dans une bataille judiciaire pour la reconnaissance de ses droits.

Inspiré d’une histoire vraie. Adaptée du livre ""L'Affaire de l'esclave Furcy"" de Mohammed Aïssaoui.",France,2025,Memento,Long métrage,Français,-,238 871 entrées,Couleur,156243,3.3,3.6,https://www.allocine.fr/film/fichefilm_gen_cfilm=292718.html
2026-01-14,1000022541,Palestine 36,,14 janvier 2026,1h 59min,Drame,Annemarie Jacir,Annemarie Jacir,"Hiam Abbass, Kamel El Basha, Jalal Altawil","Palestine, 1936. La grande révolte arabe, destinée à faire émerger un État indépendant, se prépare alors que le territoire est sous mandat britannique.","France, Qatar, Palestine, Arabie Saoudite, Grande-Bretagne, Jordanie",2025,Haut et Court,Long métrage,Arabe,-,67 694 entrées,Couleur,162515,3.1,3.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000022541.html
2026-01-14,323536,Jusqu’à l’aube,Yoake no subete,14 janvier 2026,1h 59min,Drame,Sho Miyake,"Kiyoto Wada, Sho Miyake","Hokuto Matsumura, Mone Kamishiraishi, Ryô","Misa et Takatoshi ne se connaissent pas encore lorsqu’ils rejoignent une petite entreprise japonaise d’astronomie. En quête d’un nouvel équilibre, ils ont délaissé une carrière toute tracée : elle, en raison d’un syndrome prémenstruel qui bouleverse son quotidien ; lui, à cause de crises de panique aiguës. Peu à peu, ils apprennent à travailler autrement, se rapprochent, s’apprivoisent… et découvrent qu’une présence suffit parfois à éclairer la nuit.",Japon,2024,Art House,Long métrage,Japonais,-,35 199 entrées,Couleur,163731,3.9,3.8,https://www.allocine.fr/film/fichefilm_gen_cfilm=323536.html
2026-01-14,1000008349,Les Courageux,,14 janvier 2026,1h 20min,Drame,Jasmin Gordon,Julien Bouissoux,"Ophelia Kolb, Jasmine Kalisz Saurer, Paul Besnier","Dans une petite ville au bord du sauvage, une mère excentrique et délinquante se brûle à ignorer les règles. Écrasée par ses erreurs et par la société qui ne fait pas de cadeau – ni crédit – aux gens comme elle, elle va tout faire pour prouver à ses enfants, et à elle-même, qu’elle est quelqu’un de bien.",Suisse,2024,Piece of Magic Entertainment France,Long métrage,Français,-,1 084 entrées,Couleur,166331,2.5,3,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000008349.html
2026-01-14,1000026192,Alice au pays des merveilles : Dive in Wonderland,Fushigi no Kuni de Alice to: Dive in Wonderland,14 janvier 2026,1h 37min,"Animation, Fantastique",Toshiya Shinohara,Yuko Kakihara,"Nanoka Hara, Maika Pugh, Kôki Yamamoto","Projetée sans crier gare au Pays des merveilles après la réception d’une lettre laissée par sa grand-mère, Lise, étudiante en quête de repères, se voit entraînée dans un univers grouillant de créatures fantastiques. Guidée par Alice, elle traverse ce dédale dans lequel se croisent un Lapin blanc perpétuellement pressé, une souveraine impitoyable et le facétieux Chat du Cheshire. Au fil de ce mystérieux périple, la jeune fille pourrait bien découvrir ce que lui réserve son propre destin.",Japon,2025,CGR EVENTS,Long métrage,Japonais,-,2 548 entrées,Couleur,-,,3.6,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000026192.html
