semaine,allocine_id,titre,titre_original,date_sortie,duree,genres,realisateur,scenaristes,cast,synopsis,nationalite,annee_production,distributeur,type_film,langues,budget,boxoffice_france,couleur,visa,note_presse,note_spectateurs,url
2026-04-29,1000006868,Le Diable s'habille en Prada 2,The Devil Wears Prada 2,29 avril 2026,1h 59min,"Comédie, Drame",David Frankel,Aline Brosh McKenna,"Meryl Streep, Anne Hathaway, Emily Blunt","Miranda, Andy, Emily et Nigel replongent dans l’univers impitoyable et glamour du magazine Runway et des rues new-yorkaises où l’élégance est une arme redoutable.",U.S.A.,2026,The Walt Disney Company France,Long métrage,Anglais,-,2 831 331 entrées,Couleur,167185,2.9,3.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000006868.html
2026-04-29,1000018672,Vivaldi et moi,Primavera,29 avril 2026,1h 51min,"Biopic, Historique, Musical",Damiano Michieletto,Ludovica Rampoldi,"Tecla Insolia, Michele Riondino, Fabrizia Sacchi","Au début du XVIIIᵉ siècle, l’Ospedale della Pietà à Venise recueille et forme de jeunes orphelines à la musique. Dissimulées au public, souvent masquées ou derrière une grille, l’orchestre de jeunes filles se produit pour les riches mécènes de l'institution. Cécilia, 20 ans, y excelle en tant que violoniste. Jusqu'au jour où l'arrivée d’un nouveau maître de musique, Antonio Vivaldi, vient bousculer sa vie et celle de l’Ospedale.","Italie, France",2025,Diaphana Distribution,Long métrage,Italien,-,345 457 entrées,Couleur,165484,3.5,4,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000018672.html
2026-04-29,1000019619,Hokum,,29 avril 2026,1h 48min,Epouvante-horreur,Damian McCarthy,Damian McCarthy,"Adam Scott, David Wilmot, Austin Amelio","Ohm Bauman, un romancier se retire dans une auberge en Irlande pour disperser les cendres de ses parents. Mais les récits du personnel au sujet d’une sorcière ancestrale hantant la suite nuptiale s’emparent peu à peu de son esprit...","Irlande, U.S.A.",2026,The Jokers Films,Long métrage,Anglais,-,59 441 entrées,Couleur,-,3.7,2.9,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000019619.html
2026-04-29,310017,Die My Love,,29 avril 2026,1h 58min,Drame,Lynne Ramsay,"Lynne Ramsay, Enda Walsh","Jennifer Lawrence, Robert Pattinson, Lakeith Stanfield","Grace et Jackson fuient New York et décident de fonder une famille dans l’immensité sauvage du Montana. Mais quand leur fils naît, lasse et en proie à une solitude grandissante, Grace sent sa réalité lui échapper. Peu à peu, elle perd pied, fragilisée par une maternité qu’elle affronte presque seule.",Canada,2025,Bac Films,Long métrage,Anglais,-,42 933 entrées,Couleur,167039,2.8,2.3,https://www.allocine.fr/film/fichefilm_gen_cfilm=310017.html
2026-04-29,309159,Dao,,29 avril 2026,3h 05min,Drame,Alain Gomis,Alain Gomis,"Katy Correa, D'Johé Kouadio, Samir Guesmi","Aujourd’hui Gloria marie sa fille en banlieue parisienne. Il y a peu, en Guinée Bissau, elle assistait à la cérémonie qui consacre son père décédé en ancêtre. D’une cérémonie à l’autre, entre passé et présent, vie et mort, réalité et fiction, Gloria se réconcilie avec son histoire, trouve sa place et connaît un moment de paix.","France, Sénégal, Guinée-Bissau",2026,Jour2fête,Long métrage,Français,-,19 248 entrées,Couleur,159731,4.3,3.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=309159.html
2026-04-29,1000004367,Sorda,,29 avril 2026,1h 40min,Drame,Eva Libertad García,Eva Libertad García,"Miriam Garlo, Álvaro Cervantes, Elena Irureta","Angela est sourde, Hector est entendant. Ils forment un couple épanoui et heureux malgré leur différence. Mais la naissance de leur premier enfant inquiète Angela : saura-t-elle créer un lien avec sa fille ? Comment apprendre à devenir mère dans un monde qui oublie si souvent d’inclure ceux qui n’entendent pas ?",Espagne,2025,Condor Distribution,Long métrage,Espagnol,-,83 020 entrées,Couleur,-,3.9,4.1,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000004367.html
2026-04-29,326349,Sukkwan Island,,29 avril 2026,1h 55min,Drame,Vladimir de Fontenay,Vladimir de Fontenay,"Swann Arlaud, Woody Norman, Alma Pöysti","Tom emmène son fils de treize ans vivre une année sur une île isolée dans le Grand Nord. Ce retour à la vie sauvage au cœur d’une nature majestueuse leur permet de se retrouver. Mais les conditions extrêmes et l’isolement mettent leur relation à l’épreuve.

D'après le roman de David Vann, SUKKWAN ISLAND.","France, Norvège, Belgique, Grande-Bretagne",2025,Haut et Court,Long métrage,Anglais,-,17 858 entrées,Couleur,163735,3.1,3.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=326349.html
2026-04-29,318240,L’Enfant bélier,,29 avril 2026,1h 44min,Drame,Marta Bergman,"Marta Bergman, Camille Mol","Salim Kechiouche, Zbeida Belhajamor, Clara Toros","Sara et Adam sont arrivés illégalement en Belgique avec leur petite fille de 2 ans, espérant rejoindre l’Angleterre. Entassés à l’arrière d’un véhicule, la peur semble prendre le pas sur l’espoir. Redouane est policier depuis 20 ans. Avec son équipe, toutes les nuits, il fait la chasse aux passeurs. Ce soir-là, alors que la voiture de police essaie d’arrêter la camionnette soupçonnée de transporter des migrants, tout bascule…","Belgique, Canada",2025,Destiny Films,Long métrage,"Arabe, Français",-,2 051 entrées,Couleur,-,2.8,2.6,https://www.allocine.fr/film/fichefilm_gen_cfilm=318240.html
2026-04-29,1000027143,Un balcon à Limoges,,29 avril 2026,1h 10min,Drame,Jérôme Reybaud,Jérôme Reybaud,"Fabienne Babe, Anne-Lise Heimburger, Patrice Gallet","Gladys Choseille, une femme d’une cinquantaine d’années, vit à l’écart de la société, sans logement, sans carte Vitale, sans banque. Rien ne compte pour elle, même pas le sexe, l’alcool et la danse qu’elle pratique pourtant avec une frénésie joyeuse. Un matin, elle rencontre par hasard une amie de lycée, Eugénie Flan, qui va tenter de l’aider contre sa volonté.",France,2025,La Traverse,Long métrage,Français,-,147 entrées,Couleur,165168,3.6,2.5,https://www.allocine.fr/film/fichefilm_gen_cfilm=1000027143.html
2026-04-29,61684,La Ragazza di bube,,16 septembre 1964,1h 50min,"Drame, Policier",Luigi Comencini,"Luigi Comencini, Marcello Fondato","Claudia Cardinale, George Chakiris, Marc Michel","En Toscane, à la fin de la Deuxième Guerre mondiale, Mara rencontre Bube, un ancien résistant. Ils tombent amoureux mais Bube est obligé de fuir le pays car il est accusé d’un assassinat politique. Mara reste en Italie à l’attendre, mais elle rencontre Stefano qui lui demande de l’épouser. Elle est sur le point d’accepter, résignée de revoir un jour Bube, quand elle reçoit subitement de ses nouvelles.","Italie, France",1964,Tamasa Distribution,Long métrage,Italien,-,,N&B,27826,,3.7,https://www.allocine.fr/film/fichefilm_gen_cfilm=61684.html
